ts,open,high,low,close,bar_count,range_pips,atr14_pips
2021-02-09,1.20757,1.21297,1.20672,1.21288,1434,62.50000000000089,63.47142857142869
2021-02-10,1.21287,1.2144,1.21131,1.21215,1428,30.89999999999815,60.864285714285714
2021-02-11,1.21215,1.21494,1.21179,1.21224,1421,31.49999999999986,58.2428571428571
2021-02-12,1.21225,1.21316,1.20815,1.21177,1018,50.09999999999959,54.149999999999956
2021-02-14,1.21244,1.21376,1.21167,1.21321,412,20.899999999999253,51.235714285714174
2021-02-15,1.2132,1.21501,1.21207,1.21395,1417,29.399999999999427,48.93571428571418
2021-02-16,1.21396,1.21693,1.20832,1.20917,1435,86.10000000000007,53.92857142857135
2021-02-17,1.20919,1.20951,1.20232,1.20371,1435,71.90000000000029,53.59285714285709
2021-02-18,1.20372,1.20985,1.20363,1.20929,1428,62.20000000000114,52.63571428571431
2021-02-19,1.20929,1.21444,1.20904,1.21167,1019,54.00000000000071,53.52142857142853
2021-02-21,1.21151,1.21355,1.21124,1.21205,413,23.099999999998122,50.357142857142705
2021-02-22,1.21206,1.21771,1.20911,1.21718,1432,86.00000000000162,49.74285714285708
2021-02-23,1.21718,1.21801,1.21353,1.21486,1427,44.800000000000395,51.12857142857141
2021-02-24,1.21485,1.21773,1.21092,1.21764,1437,68.09999999999982,51.535714285714235
2021-02-25,1.21767,1.22433,1.21372,1.21548,1437,106.10000000000008,54.6499999999999
2021-02-26,1.21549,1.21595,1.20621,1.20704,1020,97.40000000000082,59.400000000000084
2021-02-28,1.20702,1.21011,1.20699,1.20774,418,31.200000000000117,59.37857142857154
2021-03-01,1.20776,1.20928,1.20151,1.20207,1430,77.69999999999833,61.35000000000001
2021-03-02,1.20209,1.20943,1.19916,1.20885,1437,102.7,67.1928571428572
2021-03-03,1.20884,1.21132,1.20427,1.20552,1428,70.5,70.12857142857153
2021-03-04,1.20553,1.20624,1.19515,1.19561,1435,110.90000000000043,71.90000000000013
2021-03-05,1.19562,1.19618,1.18932,1.19128,1020,68.60000000000088,71.6642857142859
2021-03-07,1.19177,1.19321,1.18987,1.19057,412,33.40000000000121,69.60714285714303
2021-03-08,1.19056,1.19145,1.18355,1.18574,1430,78.99999999999795,71.39285714285712
2021-03-09,1.18574,1.19156,1.18511,1.18795,1435,64.49999999999845,74.35000000000001
2021-03-10,1.18796,1.19345,1.18688,1.19273,1435,65.69999999999965,72.89999999999986
2021-03-11,1.19274,1.19899,1.19189,1.1966,1428,71.00000000000107,74.77142857142849
2021-03-12,1.19659,1.1967,1.19099,1.19476,1020,57.10000000000104,73.98571428571428
2021-03-14,1.19451,1.19674,1.19425,1.19431,475,24.899999999998812,68.18571428571418
2021-03-15,1.19429,1.19435,1.1911,1.19377,1437,32.49999999999975,63.549999999999834
2021-03-16,1.19375,1.19518,1.18819,1.19035,1430,69.8999999999983,66.31428571428542
2021-03-17,1.19033,1.19877,1.18861,1.19613,1429,101.59999999999947,68.02142857142836
2021-03-18,1.19613,1.19888,1.1902,1.19186,1432,86.80000000000021,66.88571428571409
2021-03-19,1.19186,1.19371,1.18738,1.19031,960,63.299999999999464,66.37142857142832
2021-03-21,1.18712,1.18989,1.18708,1.18934,478,28.099999999999792,60.45714285714257
2021-03-22,1.18933,1.19468,1.18744,1.19231,1434,72.39999999999912,60.72857142857102
2021-03-23,1.19231,1.19318,1.1836,1.18464,1431,95.79999999999922,65.18571428571373
2021-03-24,1.18463,1.18473,1.18041,1.18206,1431,43.20000000000101,62.6285714285711
2021-03-25,1.18205,1.18261,1.17617,1.17763,1432,64.4,62.621428571428346
2021-03-26,1.17764,1.18049,1.17717,1.17918,957,33.199999999999896,60.2999999999998
2021-03-28,1.17917,1.17935,1.1775,1.17862,344,18.499999999999073,56.54999999999966
2021-03-29,1.17861,1.17939,1.17606,1.17666,1428,33.29999999999833,54.84999999999946
2021-03-30,1.17667,1.17677,1.17044,1.17071,1426,63.30000000000169,57.592857142856815
2021-03-31,1.17071,1.17598,1.1704,1.17243,1435,55.79999999999918,59.25714285714248
2021-04-01,1.17243,1.1784,1.17125,1.17794,1418,71.4999999999999,59.37142857142832
2021-04-02,1.17792,1.17866,1.1749,1.17603,1011,37.59999999999985,54.79999999999977
2021-04-04,1.17544,1.17718,1.17532,1.17699,405,18.599999999999728,49.92857142857116
2021-04-05,1.17701,1.18215,1.17379,1.18025,1411,83.60000000000144,51.378571428571306
2021-04-06,1.18026,1.18777,1.17951,1.18667,1429,82.59999999999934,55.271428571428416
2021-04-07,1.18667,1.19147,1.18608,1.18708,1426,53.900000000000055,53.94999999999991
2021-04-08,1.18709,1.19274,1.18616,1.19067,1423,65.79999999999808,51.807142857142686
2021-04-09,1.19067,1.19103,1.18669,1.18977,1008,43.400000000000105,51.82142857142833
2021-04-11,1.18903,1.19038,1.18853,1.18924,418,18.499999999999073,48.54285714285684
2021-04-12,1.18926,1.1919,1.1871,1.18903,1424,47.999999999999154,49.59999999999964
2021-04-13,1.18902,1.1963,1.18776,1.19581,1429,85.39999999999992,54.37857142857113
2021-04-14,1.1958,1.19897,1.19509,1.19746,1406,38.800000000001056,54.77142857142847
2021-04-15,1.19746,1.19932,1.19503,1.19571,1412,42.89999999999905,53.31428571428542
2021-04-16,1.19571,1.19946,1.19566,1.19805,1012,38.000000000000256,52.042857142856924
2021-04-18,1.19722,1.19771,1.19424,1.1956,414,34.70000000000084,49.41428571428556
2021-04-19,1.19561,1.20717,1.19552,1.20666,1431,116.50000000000159,55.049999999999976
2021-04-20,1.20666,1.20797,1.20224,1.20304,1402,57.300000000000125,57.814285714285724
2021-04-21,1.20304,1.20467,1.19985,1.20362,1407,48.19999999999824,55.285714285714064
2021-04-22,1.20362,1.20694,1.19936,1.20214,1425,75.7999999999992,54.79999999999977
2021-04-23,1.20215,1.20999,1.20208,1.20938,1017,79.09999999999862,56.59999999999967
2021-04-25,1.20913,1.21167,1.20885,1.21101,415,28.200000000000447,53.91428571428555
2021-04-26,1.21101,1.21154,1.20608,1.2069,1412,54.6000000000002,54.71428571428556
2021-04-27,1.20691,1.20927,1.20567,1.20762,1429,36.000000000000476,55.96428571428566
2021-04-28,1.20763,1.21498,1.2056,1.21258,1426,93.79999999999943,59.235714285714245
2021-04-29,1.21259,1.21367,1.21021,1.21174,1417,34.600000000000186,55.60714285714284
2021-04-30,1.21175,1.21198,1.20165,1.20169,1016,103.2999999999995,60.21428571428559
2021-05-02,1.20309,1.20354,1.20183,1.20223,408,17.100000000001003,58.371428571428574
2021-05-03,1.20224,1.2076,1.2013,1.20394,1385,62.99999999999972,60.15714285714283
2021-05-04,1.20394,1.20428,1.19989,1.20241,1422,43.90000000000116,60.8142857142857
2021-05-05,1.2024,1.20254,1.19859,1.19988,1399,39.49999999999898,55.31428571428552
2021-05-06,1.19986,1.20716,1.19981,1.20678,1425,73.49999999999967,56.471428571428355
2021-05-07,1.20677,1.21713,1.20527,1.21615,1019,118.59999999999981,61.499999999999886
2021-05-09,1.21601,1.21769,1.21509,1.21548,418,25.999999999999357,57.942857142857044
2021-05-10,1.21549,1.21782,1.21259,1.21397,1419,52.299999999998455,56.02857142857131
2021-05-11,1.21397,1.21815,1.21153,1.21168,1426,66.2000000000007,58.742857142857055
2021-05-12,1.21167,1.2152,1.20655,1.20764,1425,86.50000000000045,61.02142857142849
2021-05-13,1.20764,1.2106,1.20514,1.20854,1423,54.59999999999798,62.349999999999746
2021-05-14,1.20855,1.21477,1.20842,1.2142,1019,63.49999999999856,60.18571428571397
2021-05-16,1.2145,1.21511,1.21289,1.21315,410,22.199999999998887,59.29999999999959
2021-05-17,1.21316,1.21691,1.21259,1.21675,1415,43.199999999998795,55.0071428571424
2021-05-18,1.21674,1.22339,1.21629,1.22294,1423,70.99999999999883,58.85714285714224
2021-05-19,1.22294,1.22451,1.21598,1.21822,1421,85.29999999999926,60.44999999999935
2021-05-20,1.21823,1.22391,1.2177,1.22321,1427,62.100000000000485,61.749999999999304
2021-05-21,1.2232,1.22396,1.21607,1.21778,1017,78.89999999999952,64.56428571428505
2021-05-23,1.21778,1.21871,1.21722,1.21813,414,14.899999999999913,60.37857142857079
2021-05-24,1.21813,1.22301,1.21749,1.22266,1434,55.19999999999969,55.84999999999935
2021-05-25,1.22262,1.22664,1.22202,1.22579,1431,46.19999999999846,57.29285714285643
2021-05-26,1.22578,1.22629,1.21751,1.21934,1431,87.8000000000001,59.82857142857083
2021-05-27,1.21936,1.22149,1.21797,1.21871,1428,35.199999999999676,57.61428571428505
2021-05-28,1.21869,1.22048,1.21325,1.21905,1019,72.3000000000007,56.59999999999934
2021-05-30,1.2199,1.22042,1.21845,1.21988,412,19.700000000000273,54.107142857142364
2021-05-31,1.22325,1.22364,1.22237,1.22301,238,12.700000000001044,50.478571428571115
2021-06-01,1.223,1.22542,1.2211,1.22229,1415,43.199999999998795,51.97857142857111
2021-06-02,1.22229,1.2223,1.2164,1.22063,1408,59.00000000000016,53.10714285714264
2021-06-03,1.22064,1.22082,1.21143,1.21148,1426,93.90000000000009,54.74285714285702
2021-06-04,1.2115,1.21856,1.21039,1.21644,1018,81.7000000000001,54.48571428571422
2021-06-06,1.21601,1.21726,1.21596,1.21674,400,13.000000000000789,50.978571428571385
2021-06-07,1.21672,1.22017,1.21448,1.21798,1419,56.89999999999973,49.40714285714282
2021-06-08,1.21795,1.2193,1.21642,1.21804,1411,28.799999999999937,50.39999999999997
2021-06-09,1.21804,1.22179,1.21663,1.21694,1410,51.59999999999831,50.14285714285701
2021-06-10,1.21696,1.21945,1.21433,1.21872,1422,51.20000000000013,50.499999999999986
2021-06-11,1.21871,1.21929,1.20925,1.21072,1015,100.40000000000049,51.40000000000002
2021-06-13,1.21045,1.21121,1.20945,1.20996,404,17.599999999999838,50.14285714285717
2021-06-14,1.20994,1.21305,1.20942,1.21231,1405,36.30000000000022,47.57142857142856
2021-06-15,1.21232,1.21473,1.21013,1.21227,1416,46.00000000000159,49.45000000000009
2021-06-16,1.21225,1.21347,1.19841,1.19935,1436,150.60000000000073,59.30000000000007
2021-06-17,1.19937,1.20062,1.18916,1.19217,1438,114.60000000000025,64.40000000000018
2021-06-18,1.19216,1.19243,1.18472,1.18592,1020,77.10000000000105,65.69285714285738
2021-06-20,1.18542,1.18764,1.18476,1.1856,418,28.799999999999937,61.042857142857365
2021-06-21,1.18561,1.19213,1.18511,1.19117,1438,70.19999999999804,60.221428571428646
2021-06-22,1.19116,1.19526,1.18808,1.19223,1429,71.79999999999964,64.42142857142856
2021-06-23,1.19226,1.197,1.19113,1.19213,1432,58.700000000000415,64.55000000000004
2021-06-24,1.19216,1.19562,1.19176,1.194,1424,38.599999999999746,65.25000000000003
2021-06-25,1.19399,1.19751,1.19261,1.19347,1018,49.000000000001265,65.06428571428596
2021-06-27,1.19296,1.19419,1.192,1.19248,410,21.900000000001363,62.971428571428895
2021-06-28,1.19246,1.19444,1.19022,1.19112,1431,42.1999999999989,58.81428571428592
2021-06-29,1.19115,1.1923,1.18775,1.19022,1425,45.499999999998316,60.80714285714297
2021-06-30,1.19023,1.19079,1.1845,1.18504,1422,62.89999999999907,62.70714285714288
2021-07-01,1.18505,1.18842,1.18373,1.18427,1432,46.90000000000083,62.771428571428544
2021-07-02,1.1843,1.18741,1.1807,1.18622,1011,67.09999999999994,56.807142857142765
2021-07-04,1.18598,1.18685,1.18518,1.1853,405,16.700000000000603,49.814285714285646
2021-07-05,1.1853,1.18804,1.18513,1.18735,1428,29.09999999999968,46.38571428571412
2021-07-06,1.18735,1.18951,1.18068,1.18248,1430,88.30000000000115,50.63571428571421
2021-07-07,1.18249,1.18364,1.17815,1.17921,1435,54.89999999999995,49.5428571428572
2021-07-08,1.1792,1.18678,1.17914,1.18393,1427,76.39999999999868,49.87142857142857
2021-07-09,1.18394,1.1881,1.18249,1.1871,1018,56.09999999999893,49.68571428571418
2021-07-11,1.18751,1.18802,1.1865,1.18692,407,15.199999999999658,48.0142857142856
2021-07-12,1.1869,1.18797,1.1836,1.18696,1422,43.69999999999985,47.635714285714066
2021-07-13,1.18698,1.18705,1.17717,1.17833,1432,98.79999999999889,53.128571428571036
2021-07-14,1.17832,1.18387,1.17759,1.1832,1434,62.80000000000063,54.59999999999973
2021-07-15,1.18318,1.18506,1.17962,1.18116,1435,54.400000000001114,55.23571428571421
2021-07-16,1.18116,1.18221,1.17921,1.18047,1019,29.999999999998916,52.885714285714194
2021-07-18,1.18054,1.18138,1.17978,1.18045,407,16.00000000000046,50.67857142857132
2021-07-19,1.18047,1.18244,1.17636,1.17932,1419,60.79999999999863,50.22857142857123
2021-07-20,1.17932,1.18024,1.17555,1.17748,1425,46.899999999998606,52.385714285713945
2021-07-21,1.17748,1.18046,1.17518,1.17958,1419,52.80000000000173,54.07857142857123
2021-07-22,1.17958,1.18304,1.17572,1.17696,1421,73.19999999999993,52.99999999999971
2021-07-23,1.17695,1.17865,1.17544,1.17683,1020,32.09999999999935,51.37142857142824
2021-07-25,1.17681,1.17786,1.17632,1.17785,395,15.399999999998748,47.01428571428539
2021-07-26,1.17787,1.18172,1.17669,1.18052,1433,50.3000000000009,46.59999999999982
2021-07-27,1.18055,1.18409,1.17698,1.18215,1427,71.10000000000171,50.592857142857106
2021-07-28,1.18212,1.18578,1.17721,1.18542,1435,85.69999999999966,53.59285714285709
2021-07-29,1.18542,1.18942,1.18502,1.18781,1432,43.999999999999595,49.67857142857143
2021-07-30,1.18782,1.19085,1.18515,1.18667,1016,57.000000000000384,49.26428571428569
2021-08-01,1.18641,1.18727,1.18587,1.18712,403,14.000000000000679,46.37857142857138
2021-08-02,1.18713,1.18968,1.18641,1.18744,1422,32.70000000000106,46.571428571428676
2021-08-03,1.18744,1.18932,1.18535,1.18732,1415,39.70000000000029,48.264285714285805
2021-08-04,1.18734,1.18996,1.18315,1.18339,1420,68.09999999999982,48.78571428571446
2021-08-05,1.1834,1.18572,1.18185,1.18231,1415,38.7000000000004,48.20000000000031
2021-08-06,1.18229,1.18298,1.17543,1.17596,1007,75.49999999999945,49.82142857142872
2021-08-08,1.1758,1.1761,1.17422,1.17591,415,18.799999999998818,45.935714285714354
2021-08-09,1.1759,1.17689,1.1732,1.17388,1394,36.89999999999971,46.27857142857152
2021-08-10,1.1739,1.17427,1.17095,1.17184,1418,33.199999999999896,47.550000000000175
2021-08-11,1.17185,1.17541,1.17059,1.17444,1411,48.200000000000465,47.40000000000014
2021-08-12,1.17444,1.17481,1.17236,1.17395,1415,24.499999999998412,44.07142857142848
2021-08-13,1.17396,1.18045,1.17302,1.17933,1012,74.30000000000047,43.25714285714282
2021-08-15,1.17934,1.18007,1.17898,1.179,396,10.900000000000354,40.89285714285716
2021-08-16,1.17899,1.17941,1.17666,1.17683,1391,27.500000000000302,38.78571428571429
2021-08-17,1.17683,1.17846,1.17017,1.17164,1430,82.9000000000013,43.70714285714291
2021-08-18,1.17167,1.17427,1.16656,1.16752,1431,77.09999999999883,46.87857142857132
2021-08-19,1.16753,1.17041,1.16686,1.16853,1419,35.49999999999942,46.57857142857126
2021-08-20,1.16855,1.17044,1.16638,1.16951,1013,40.599999999999525,44.61428571428552
2021-08-22,1.16935,1.17236,1.16925,1.172,394,31.100000000001682,44.07142857142846
2021-08-23,1.172,1.17501,1.17063,1.17376,1412,43.8000000000005,41.80714285714283
2021-08-24,1.17377,1.1765,1.17272,1.17381,1393,37.80000000000116,43.16428571428586
2021-08-25,1.1738,1.17745,1.1726,1.17628,1417,48.500000000000206,43.992857142857325
2021-08-26,1.17627,1.17789,1.1742,1.17595,1413,36.90000000000193,44.25714285714319
2021-08-27,1.17596,1.18022,1.17348,1.1791,1016,67.39999999999968,45.628571428571696
2021-08-29,1.17937,1.18097,1.17898,1.18038,410,19.900000000001583,45.30000000000049
2021-08-30,1.18038,1.18198,1.17827,1.18193,1402,37.10000000000102,42.64285714285768
2021-08-31,1.18194,1.1845,1.17964,1.18043,1424,48.60000000000086,45.33571428571486
2021-09-01,1.18043,1.18571,1.17935,1.18377,1402,63.60000000000143,47.91428571428637
2021-09-02,1.18377,1.18842,1.18342,1.18786,1411,50.00000000000115,45.564285714286356
2021-09-03,1.18787,1.1909,1.18655,1.18773,1017,43.50000000000076,43.1642857142865
2021-09-05,1.1876,1.18862,1.18648,1.18678,411,21.400000000000308,42.157142857143704
2021-09-06,1.18679,1.18851,1.18557,1.18784,1418,29.399999999999427,41.35714285714369
2021-09-07,1.18784,1.18822,1.18358,1.18421,1426,46.39999999999977,42.450000000000706
2021-09-08,1.1842,1.18448,1.18019,1.18181,1425,42.89999999999905,42.38571428571488
2021-09-09,1.1818,1.18412,1.18051,1.18302,1423,36.10000000000113,42.2642857142863
2021-09-10,1.18303,1.1851,1.18092,1.18101,1020,41.80000000000072,41.78571428571491
2021-09-12,1.18111,1.18157,1.18021,1.18048,403,13.600000000000279,40.12142857142908
2021-09-13,1.18049,1.18188,1.177,1.18155,1404,48.799999999999955,38.79285714285767
2021-09-14,1.18156,1.18458,1.18,1.18061,1412,45.80000000000028,40.64285714285758
2021-09-15,1.18061,1.18318,1.17991,1.18121,1413,32.69999999999884,40.32857142857171
2021-09-16,1.18121,1.18127,1.17504,1.17688,1426,62.29999999999958,41.30714285714305
2021-09-17,1.17689,1.17888,1.17235,1.17239,1016,65.29999999999924,41.42857142857146
2021-09-19,1.17288,1.17305,1.17097,1.17106,403,20.799999999998597,39.34285714285699
2021-09-20,1.17106,1.17399,1.17001,1.17319,1424,39.80000000000094,39.078571428571294
2021-09-21,1.1732,1.17486,1.17147,1.172,1426,33.90000000000004,39.97142857142842
2021-09-22,1.17199,1.17555,1.16834,1.17067,1431,72.1000000000016,43.02142857142858
2021-09-23,1.17067,1.175,1.1705,1.1741,1431,44.99999999999948,42.92142857142856
2021-09-24,1.17409,1.17418,1.17005,1.17181,1014,41.29999999999967,42.807142857142885
2021-09-26,1.17253,1.17261,1.1716,1.17221,412,10.099999999999554,40.94999999999992
2021-09-27,1.17221,1.17247,1.16846,1.16916,1416,40.09999999999847,40.82857142857118
2021-09-28,1.16916,1.17031,1.16682,1.16848,1426,34.89999999999993,42.34999999999973
2021-09-29,1.16846,1.16878,1.15894,1.16039,1428,98.39999999999849,45.89285714285677
2021-09-30,1.16039,1.16096,1.15624,1.15757,1436,47.20000000000057,45.992857142856785
2021-10-01,1.15756,1.16072,1.15724,1.15923,1015,34.79999999999927,46.14285714285682
2021-10-03,1.15954,1.16136,1.15876,1.15891,417,25.999999999999357,43.549999999999656
2021-10-04,1.15894,1.164,1.15894,1.15987,1426,50.599999999998424,42.499999999999595
2021-10-05,1.15988,1.16131,1.15804,1.15935,1422,32.70000000000106,43.349999999999774
2021-10-06,1.15935,1.15936,1.15291,1.15555,1426,64.49999999999845,45.11428571428531
2021-10-07,1.15555,1.1572,1.15474,1.15522,1422,24.599999999999067,44.44999999999953
2021-10-08,1.15522,1.15861,1.15413,1.15721,1015,44.79999999999817,42.49999999999928
2021-10-10,1.15674,1.15792,1.15636,1.15722,419,15.600000000000058,40.39999999999933
2021-10-11,1.1572,1.15867,1.15471,1.15595,1428,39.600000000001856,40.278571428570906
2021-10-12,1.15595,1.15703,1.15242,1.15513,1404,46.10000000000003,42.84999999999951
2021-10-13,1.15514,1.16009,1.15361,1.15938,1417,64.80000000000041,44.614285714285366
2021-10-14,1.15938,1.16242,1.15839,1.16079,1423,40.29999999999978,44.999999999999645
2021-10-15,1.16079,1.16185,1.15887,1.15983,1017,29.799999999999827,40.09999999999973
2021-10-17,1.15903,1.16052,1.15812,1.15818,414,23.999999999999577,38.442857142856816
2021-10-18,1.15818,1.16466,1.15717,1.16466,1416,74.89999999999996,41.30714285714258
2021-10-19,1.16466,1.16693,1.16276,1.16438,1428,41.70000000000007,42.4285714285712
2021-10-20,1.16437,1.16674,1.16168,1.16647,1419,50.60000000000064,42.42857142857135
2021-10-21,1.16649,1.16651,1.16194,1.1627,1421,45.699999999999626,43.357142857142684
2021-10-22,1.16271,1.16556,1.16218,1.16395,1017,33.799999999999386,41.164285714285604
2021-10-24,1.16382,1.16648,1.16356,1.16638,413,29.200000000000337,41.492857142857126
2021-10-25,1.16637,1.16649,1.15907,1.16008,1399,74.19999999999982,43.592857142857234
2021-10-26,1.16006,1.16257,1.15848,1.16014,1424,40.90000000000149,45.4000000000002
2021-10-27,1.16014,1.16259,1.15849,1.16057,1421,40.99999999999992,45.500000000000064
2021-10-28,1.16056,1.16921,1.15821,1.16764,1428,110.00000000000121,50.06428571428586
2021-10-29,1.16762,1.16772,1.1535,1.15529,1020,142.2000000000012,55.59285714285735
2021-10-31,1.15576,1.15642,1.1546,1.15513,475,18.199999999999328,54.01428571428588
2021-11-01,1.15516,1.1609,1.15472,1.16037,1428,61.80000000000074,56.30000000000024
2021-11-02,1.16039,1.16133,1.15748,1.15835,1419,38.49999999999909,57.33571428571448
2021-11-03,1.15835,1.16164,1.15622,1.15907,1432,54.199999999999804,55.857142857143046
2021-11-04,1.15908,1.15921,1.15282,1.15574,1432,63.90000000000118,57.44285714285741
2021-11-05,1.15572,1.15731,1.15132,1.15631,959,59.90000000000162,58.107142857143195
2021-11-07,1.15566,1.15698,1.15531,1.1561,414,16.699999999998383,56.035714285714526
2021-11-08,1.15609,1.15992,1.15503,1.15968,1427,48.90000000000061,57.11428571428605
2021-11-09,1.15968,1.16087,1.15698,1.1584,1435,38.90000000000171,57.80714285714329
2021-11-10,1.15841,1.15849,1.14647,1.14804,1434,120.19999999999919,61.09285714285754
2021-11-11,1.14802,1.14849,1.14359,1.14416,1431,48.99999999999904,61.67142857142879
2021-11-12,1.14416,1.1462,1.14328,1.14413,1017,29.200000000000337,60.82857142857167
2021-11-14,1.14473,1.14638,1.1441,1.14555,412,22.800000000000598,54.60000000000021
2021-11-15,1.14556,1.1463,1.13562,1.13836,1439,106.80000000000022,52.071428571428704
2021-11-16,1.13837,1.13844,1.12635,1.12981,1438,120.89999999999934,59.40714285714299
2021-11-17,1.1298,1.13379,1.12916,1.13251,1439,46.30000000000134,58.300000000000175
2021-11-18,1.13249,1.1374,1.13137,1.13522,1431,60.2999999999998,59.85714285714308
2021-11-19,1.1352,1.13604,1.12499,1.12794,1018,110.50000000000004,63.87857142857167
2021-11-21,1.12873,1.12907,1.12648,1.1278,417,25.900000000000922,61.16428571428594
2021-11-22,1.12781,1.12904,1.12259,1.1236,1438,64.50000000000067,61.492857142857304
2021-11-23,1.12359,1.1275,1.12316,1.12427,1432,43.400000000000105,63.40000000000028
2021-11-24,1.12427,1.12552,1.11859,1.12142,1427,69.30000000000102,64.85714285714316
2021-11-25,1.12142,1.12296,1.12055,1.12209,1432,24.100000000000232,63.8000000000002
2021-11-26,1.12209,1.13301,1.12206,1.13071,1020,109.50000000000014,63.035714285714555
2021-11-28,1.13004,1.13134,1.12727,1.12727,420,40.70000000000018,62.442857142857505
2021-11-29,1.12726,1.13046,1.12583,1.12962,1437,46.299999999999116,63.66428571428598
2021-11-30,1.12962,1.13828,1.12349,1.13315,1440,147.89999999999858,72.60000000000012
2021-12-01,1.13318,1.13596,1.13025,1.13225,1437,57.10000000000104,69.05000000000018
2021-12-02,1.13226,1.13476,1.12907,1.12975,1436,56.89999999999973,64.47857142857164
2021-12-03,1.12975,1.13333,1.12665,1.13117,1020,66.8000000000002,65.94285714285728
2021-12-05,1.13046,1.13129,1.12877,1.12878,418,25.199999999998557,63.435714285714326
2021-12-06,1.12881,1.13101,1.12663,1.12881,1432,43.8000000000005,58.67142857142865
2021-12-07,1.1288,1.12984,1.12275,1.12907,1432,70.9000000000004,61.885714285714315
2021-12-08,1.12906,1.13547,1.12667,1.1336,1435,87.99999999999919,63.56428571428564
2021-12-09,1.13358,1.13358,1.12783,1.12989,1432,57.49999999999922,64.57142857142843
2021-12-10,1.1299,1.13239,1.12651,1.13146,1018,58.80000000000107,63.82142857142844
2021-12-12,1.131,1.13192,1.12921,1.12946,404,27.099999999999902,64.03571428571414
2021-12-13,1.12943,1.13071,1.126,1.12774,1428,47.10000000000214,59.57857142857142
2021-12-14,1.12773,1.13238,1.12535,1.12639,1420,70.29999999999869,61.69285714285702
2021-12-15,1.12637,1.12991,1.12215,1.12863,1435,77.59999999999988,63.92857142857137
2021-12-16,1.12863,1.13603,1.12834,1.13354,1437,76.90000000000197,58.85714285714304
2021-12-17,1.13354,1.13488,1.1235,1.1237,1020,113.80000000000167,62.90714285714308
2021-12-19,1.12371,1.1251,1.12344,1.12492,414,16.599999999999948,60.02857142857166
2021-12-20,1.12492,1.13037,1.12471,1.12803,1428,56.59999999999998,59.300000000000225
2021-12-21,1.12804,1.13026,1.12607,1.12737,1434,41.90000000000138,60.49285714285757
2021-12-22,1.12737,1.13423,1.12644,1.13392,1426,77.89999999999964,62.928571428571786
2021-12-23,1.13392,1.13418,1.129,1.1334,1433,51.79999999999962,61.56428571428602
2021-12-24,1.13341,1.13433,1.13031,1.13102,1012,40.200000000001346,58.15000000000047
2021-12-26,1.13101,1.1326,1.13076,1.13186,404,18.400000000000638,55.35714285714342
2021-12-27,1.13186,1.13344,1.13028,1.13268,1410,31.600000000000517,53.41428571428624
2021-12-28,1.13269,1.13331,1.12895,1.1304,1425,43.600000000001415,54.592857142857774
2021-12-29,1.13041,1.13688,1.12737,1.13326,1422,95.09999999999907,58.021428571428984
2021-12-30,1.13325,1.13444,1.12984,1.13174,1423,45.999999999999375,56.28571428571474
2021-12-31,1.13174,1.13863,1.13032,1.13686,1010,83.10000000000039,56.678571428571935
2022-01-02,1.1369,1.13782,1.13385,1.13403,411,39.70000000000029,54.02142857142895
2022-01-03,1.13404,1.13661,1.12797,1.13005,1428,86.3999999999998,52.06428571428596
2022-01-04,1.13005,1.13224,1.12721,1.12887,1434,50.299999999998676,54.471428571428724
2022-01-05,1.12889,1.13463,1.12873,1.13122,1436,59.00000000000016,54.6428571428573
2022-01-06,1.13122,1.13318,1.12845,1.13006,1429,47.300000000001226,55.02857142857158
2022-01-07,1.13006,1.13647,1.12922,1.13593,1016,72.500000000002,54.642857142857466
2022-01-09,1.13515,1.13602,1.13332,1.13341,415,26.999999999999247,52.871428571428865
2022-01-10,1.13341,1.13444,1.12847,1.13407,1425,59.699999999998084,54.264285714285776
2022-01-11,1.1341,1.13755,1.1313,1.13725,1430,62.50000000000089,57.41428571428579
2022-01-12,1.13727,1.14526,1.13547,1.14421,1430,97.89999999999965,62.15000000000002
2022-01-13,1.14421,1.14817,1.14383,1.14736,1438,43.400000000000105,62.13571428571421
2022-01-14,1.14736,1.14827,1.13984,1.1409,1018,84.29999999999937,61.36428571428566
2022-01-16,1.14118,1.14212,1.14,1.14188,414,21.200000000001218,59.59285714285723
2022-01-17,1.14191,1.14344,1.13849,1.14015,1410,49.5000000000001,57.19285714285719
2022-01-18,1.14014,1.14057,1.13146,1.13301,1432,91.10000000000173,60.86428571428587
2022-01-19,1.133,1.13651,1.13269,1.13505,1439,38.19999999999934,57.4214285714287
2022-01-20,1.13506,1.13688,1.13009,1.13243,1439,67.89999999999851,58.678571428571544
2022-01-21,1.13243,1.13596,1.13223,1.13418,1020,37.30000000000011,57.12857142857155
2022-01-23,1.13396,1.1345,1.13274,1.13296,415,17.599999999999838,55.007142857142874
2022-01-24,1.13297,1.13363,1.12904,1.13117,1430,45.89999999999872,53.10714285714264
2022-01-25,1.13118,1.13156,1.12631,1.13016,1434,52.499999999999766,54.92857142857125
2022-01-26,1.13016,1.13052,1.12185,1.12222,1436,86.69999999999955,56.85714285714278
2022-01-27,1.12221,1.12221,1.11312,1.1152,1433,90.8999999999982,58.885714285714016
2022-01-28,1.11519,1.11735,1.11213,1.1145,1020,52.200000000000024,55.62142857142833
2022-01-30,1.11422,1.11636,1.1138,1.11616,414,25.600000000001177,54.34999999999984
