date,side,sweep_time,sweep_hour,asian_range_pips,reached_target,excursion_beyond_level_pips,excursion_beyond_entry_pips,excursion_pct_of_asian_range,minutes_sweep_to_turn,minutes_turn_to_target,n_pokes,reclaimed,minutes_sweep_to_reclaim,reclaim_price,excursion_at_reclaim_pips,max_adverse_after_reclaim_pips,retested_level_after_reclaim
2021-11-16,low,02:27,2,14.6,False,41.3,41.5,282.9,407,,7,True,0.0,1.13712,0.8,41.5,True
2021-11-18,low,02:00,2,19.6,True,3.9,1.6,19.9,2,52.0,1,True,9.0,1.13192,3.9,1.6,True
2021-11-19,low,02:53,2,13.5,False,101.9,101.0,754.8,309,,1,False,,,,,
2021-11-22,low,02:07,2,24.8,True,5.0,2.7,20.2,53,154.0,5,True,2.0,1.12662,2.3,6.4,True
2021-11-23,high,02:20,2,17.7,False,31.4,31.2,177.4,113,,5,True,42.0,1.12435,20.5,31.5,True
2021-11-24,high,02:00,2,13.1,True,9.6,9.0,73.3,74,42.0,8,True,2.0,1.12452,1.6,10.0,True
2021-11-25,high,02:04,2,12.3,False,11.5,11.9,93.5,328,,14,True,0.0,1.12177,0.1,11.9,True
2021-11-26,high,02:00,2,15.0,False,94.0,92.5,626.7,536,,1,False,,,,,
2021-11-29,low,02:00,2,17.3,True,12.6,8.0,72.8,63,81.0,2,True,101.0,1.12733,12.6,5.8,True
2021-11-30,high,02:00,2,17.5,True,78.2,60.5,446.9,471,61.0,1,True,531.0,1.12912,78.2,13.8,True
2021-12-01,high,02:00,2,16.7,True,26.6,22.5,159.3,62,32.0,3,True,2.0,1.13329,4.7,26.7,True
2021-12-02,low,02:17,2,23.5,True,8.6,8.7,36.6,41,219.0,7,True,0.0,1.13158,1.3,8.7,True
2021-12-03,low,02:00,2,11.4,True,9.2,1.8,80.7,9,183.0,5,True,57.0,1.12921,9.2,7.1,True
2021-12-06,low,02:00,2,8.7,True,13.0,5.2,149.4,60,108.0,6,True,73.0,1.12881,13.0,6.0,True
2021-12-07,high,02:00,2,17.1,True,5.5,6.8,32.2,39,77.0,5,True,0.0,1.12916,1.2,6.8,True
2021-12-08,high,02:52,2,20.6,True,0.2,0.7,1.0,0,145.0,2,True,0.0,1.1293,0.2,0.7,True
2021-12-09,low,02:00,2,10.3,False,51.0,49.6,495.1,569,,2,True,7.0,1.13294,4.4,51.1,True
2021-12-10,low,02:20,2,14.7,True,21.7,21.9,147.6,208,165.0,6,True,0.0,1.1287,0.1,21.9,True
2021-12-13,low,02:00,2,21.0,False,32.1,25.7,152.9,147,,4,True,73.0,1.12927,8.4,32.7,True
2021-12-14,low,02:59,2,12.4,True,5.1,4.4,41.1,5,43.0,1,True,19.0,1.12714,5.1,0.6,True
2021-12-15,high,02:00,2,12.2,True,7.4,2.4,60.7,148,240.0,7,True,20.0,1.12695,6.8,7.6,True
2021-12-16,high,02:00,2,8.9,False,69.6,69.3,782.0,421,,1,False,,,,,
2021-12-17,low,02:48,2,15.7,True,3.2,3.2,20.4,5,41.0,5,True,7.0,1.1322,3.2,4.3,True
2021-12-20,high,02:00,2,14.7,False,52.7,56.5,358.5,488,,5,True,0.0,1.12472,1.7,56.5,True
2021-12-21,high,02:28,2,13.1,True,15.7,15.2,119.8,92,333.0,9,True,2.0,1.12868,0.8,15.8,True
2021-12-22,low,02:00,2,23.4,True,6.2,2.9,26.5,24,179.0,6,True,62.0,1.12711,6.2,2.8,True
2021-12-23,low,02:26,2,8.2,False,44.0,43.3,536.6,405,,1,True,3.0,1.13345,1.9,44.5,True
2021-12-24,high,03:26,3,11.4,True,8.7,8.5,76.3,98,172.0,1,True,202.0,1.13345,8.7,0.4,True
2021-12-27,high,02:37,2,8.6,True,9.6,9.2,111.6,24,31.0,3,True,3.0,1.13247,1.2,9.7,True
2021-12-28,low,02:59,2,13.1,True,2.5,1.7,19.1,5,116.0,5,True,1.0,1.13196,2.0,4.0,True
2021-12-29,low,02:20,2,14.2,True,23.7,24.1,166.9,124,237.0,9,True,0.0,1.12978,0.2,24.1,True
2021-12-30,low,02:00,2,19.5,False,33.5,20.0,171.8,422,,10,True,332.0,1.13337,32.2,35.3,True
2021-12-31,low,02:01,2,14.2,True,11.1,10.6,78.2,59,77.0,5,True,2.0,1.13144,0.5,11.2,True
2022-01-03,low,02:26,2,26.6,True,3.6,4.0,13.5,12,222.0,10,True,0.0,1.13389,0.1,4.0,True
2022-01-04,low,02:00,2,14.1,True,23.2,20.6,164.5,325,181.0,7,True,70.0,1.12957,12.2,23.6,True
2022-01-05,high,02:00,2,19.4,False,47.4,48.1,244.3,499,,3,True,0.0,1.1296,0.1,48.1,True
2022-01-06,low,02:00,2,15.7,True,20.3,12.0,129.3,46,152.0,5,True,89.0,1.13053,20.3,16.8,True
2022-01-07,high,02:11,2,8.1,True,16.1,15.3,198.8,176,185.0,13,True,1.0,1.13017,0.8,17.5,True
2022-01-10,low,02:01,2,23.1,False,48.5,47.3,210.0,436,,10,True,7.0,1.13344,2.2,49.7,True
2022-01-11,high,02:24,2,11.5,True,8.2,7.8,71.3,112,29.0,4,True,1.0,1.13435,0.9,8.3,True
2022-01-12,low,02:00,2,11.5,True,9.3,9.3,80.9,229,161.0,14,True,3.0,1.13645,1.4,9.8,True
2022-01-13,high,02:21,2,11.4,False,34.6,34.6,303.5,440,,1,False,,,,,
2022-01-17,high,02:28,2,21.2,True,13.2,12.3,62.3,76,253.0,4,True,131.0,1.14211,13.2,5.4,True
2022-01-19,high,02:00,2,12.6,False,25.8,21.8,204.8,567,,3,True,8.0,1.13308,5.1,26.3,True
2022-01-20,high,02:43,2,16.8,True,3.7,3.4,22.0,22,70.0,4,True,4.0,1.13646,1.5,4.2,True
2022-01-21,high,02:25,2,34.1,False,24.6,24.6,72.1,420,,15,True,1.0,1.13343,0.4,25.3,True
2022-01-24,low,02:00,2,12.0,False,37.0,32.4,308.3,461,,4,True,30.0,1.1328,7.7,37.6,True
2022-01-25,low,02:00,2,14.5,False,45.8,41.3,315.9,452,,3,True,11.0,1.1309,6.3,45.9,True
2022-01-26,low,02:00,2,10.1,False,29.1,21.8,288.1,389,,1,False,,,,,
2022-01-27,low,02:00,2,15.9,False,87.3,85.2,549.1,517,,1,True,1.0,1.12188,2.3,87.6,True
2022-01-28,low,02:09,2,12.8,True,21.7,21.3,169.5,93,294.0,1,True,381.0,1.11436,21.7,10.6,True
2022-01-31,high,02:00,2,19.1,False,54.2,51.0,283.8,533,,6,True,17.0,1.11626,3.9,55.2,True
2022-02-01,high,02:36,2,23.3,False,33.9,34.7,145.5,250,,1,True,0.0,1.12439,0.6,34.7,True
2022-02-02,low,02:00,2,7.3,True,2.5,0.1,34.2,0,21.0,1,True,2.0,1.12706,2.5,2.0,True
2022-02-03,low,02:00,2,15.3,True,25.7,24.7,168.0,347,51.0,11,True,1.0,1.12935,1.8,26.3,True
2022-02-04,low,03:10,3,27.3,True,4.9,8.0,17.9,6,113.0,3,True,0.0,1.14477,0.2,8.0,True
2022-02-07,low,04:12,4,29.0,True,9.6,9.5,33.1,20,197.0,4,True,43.0,1.14248,9.6,8.7,True
2022-02-08,low,02:00,2,27.2,False,25.4,23.2,93.4,30,,5,True,236.0,1.1424,25.4,23.9,True
2022-02-09,low,02:26,2,20.3,True,9.6,9.6,47.3,31,134.0,5,True,1.0,1.14123,0.8,9.9,True
2022-02-10,high,03:01,3,14.5,True,14.9,13.8,102.8,87,242.0,4,True,3.0,1.14285,1.9,17.8,True
2022-02-11,low,02:06,2,31.9,True,2.4,3.9,7.5,15,292.0,3,True,0.0,1.13764,0.3,3.9,True
2022-02-14,low,02:04,2,24.5,False,49.0,46.7,200.0,523,,4,True,6.0,1.1342,3.2,50.5,True
2022-02-15,high,02:00,2,14.0,False,45.7,46.5,326.4,552,,7,True,0.0,1.13216,0.2,46.5,True
2022-02-16,high,02:00,2,12.0,False,38.4,30.7,320.0,110,,2,True,410.0,1.13561,38.4,24.9,True
2022-02-17,high,03:20,3,61.8,False,1.2,2.3,1.9,2,,1,True,0.0,1.13837,1.0,2.3,True
2022-02-18,high,02:11,2,13.5,True,5.7,6.2,42.2,94,146.0,13,True,0.0,1.13707,0.5,6.2,True
2022-02-21,high,02:00,2,40.0,True,22.6,20.8,56.5,75,310.0,4,True,95.0,1.13676,22.6,7.3,True
2022-02-22,high,03:15,3,28.0,False,50.7,52.0,181.1,157,,3,True,0.0,1.13147,0.7,52.0,True
2022-02-23,low,02:01,2,18.8,True,4.0,3.7,21.3,3,34.0,1,True,10.0,1.13222,4.0,3.9,True
2022-02-25,low,03:11,3,39.0,True,23.6,24.1,60.5,145,137.0,1,True,0.0,1.119,1.4,24.1,True
2022-02-28,high,02:28,2,43.8,False,60.5,60.6,138.1,541,,6,True,0.0,1.11858,1.2,60.6,True
2022-03-01,high,02:05,2,19.7,True,22.6,22.0,114.7,56,110.0,1,True,151.0,1.12031,22.6,11.3,True
2022-03-02,low,02:00,2,24.5,True,53.7,44.1,219.2,529,44.0,2,True,329.0,1.11127,52.2,55.4,True
2022-03-03,low,03:06,3,16.6,False,52.5,51.8,316.3,489,,12,True,1.0,1.10928,0.8,55.3,True
2022-03-04,low,02:21,2,40.5,False,125.6,127.3,310.1,390,,14,True,0.0,1.10129,0.3,127.3,True
2022-03-07,high,02:15,2,65.0,True,11.5,11.8,17.7,2,190.0,4,True,0.0,1.0886,2.5,11.8,True
2022-03-08,low,02:01,2,31.6,True,2.0,4.5,6.3,6,63.0,3,True,0.0,1.08556,1.9,4.5,True
2022-03-09,high,02:17,2,15.1,False,171.5,171.3,1135.8,561,,4,True,3.0,1.092,2.9,171.6,True
2022-03-10,high,02:14,2,21.0,True,9.3,8.1,44.3,29,28.0,4,True,1.0,1.10612,1.2,10.6,True
2022-03-11,low,03:05,3,29.8,True,20.3,19.8,68.1,91,108.0,10,True,1.0,1.09844,0.7,24.3,True
2022-03-14,high,02:45,2,37.0,False,56.3,57.8,152.2,530,,3,True,0.0,1.0936,0.5,57.8,True
2022-03-15,high,02:21,2,47.8,False,34.3,23.2,71.8,2,,11,True,245.0,1.09838,34.3,20.3,True
2022-03-16,high,02:00,2,21.3,True,2.5,5.8,11.7,10,36.0,2,True,0.0,1.09738,1.9,5.8,True
2022-03-17,high,03:15,3,22.4,True,15.0,14.3,67.0,5,101.0,2,True,28.0,1.10517,15.0,4.2,True
2022-03-18,low,02:23,2,27.2,False,73.4,73.3,269.9,367,,5,True,1.0,1.10781,1.0,75.1,True
2022-03-21,low,02:00,2,13.1,True,5.7,1.0,43.5,2,13.0,2,True,7.0,1.1042,5.7,1.9,True
2022-03-22,low,02:00,2,21.2,True,23.0,6.9,108.5,13,84.0,1,True,60.0,1.0985,23.0,4.2,True
2022-03-23,high,02:01,2,13.7,True,1.2,2.2,8.8,3,30.0,1,True,0.0,1.10336,0.8,2.2,True
2022-03-24,low,02:05,2,22.6,True,14.5,14.4,64.2,413,63.0,17,True,2.0,1.09815,1.0,15.6,True
2022-03-25,low,04:09,4,29.9,False,26.9,26.1,90.0,456,,13,True,10.0,1.1009,7.2,28.2,True
2022-03-28,low,02:00,2,34.0,True,5.8,5.3,17.1,123,45.0,7,True,1.0,1.0951,1.9,6.4,True
2022-03-29,high,02:41,2,28.0,False,140.0,140.4,500.0,414,,5,True,0.0,1.09966,0.5,140.4,True
2022-03-30,high,02:31,2,32.6,False,50.6,50.3,155.2,501,,9,True,1.0,1.11202,0.4,50.8,True
2022-03-31,low,02:35,2,28.8,False,87.8,86.4,304.9,399,,4,True,2.0,1.11572,4.6,89.0,True
2022-04-01,low,02:09,2,15.0,True,7.3,3.8,48.7,27,22.0,3,True,7.0,1.10602,7.1,8.0,True
2022-04-04,low,02:11,2,11.1,False,64.2,62.9,578.4,500,,4,True,20.0,1.10443,5.5,65.2,True
2022-04-05,low,02:00,2,14.4,True,1.4,1.9,9.7,22,26.0,4,True,0.0,1.09658,0.3,1.9,True
2022-04-06,low,02:00,2,15.5,True,16.1,7.9,103.9,10,135.0,4,True,62.0,1.08911,16.1,7.5,True
2022-04-07,high,02:00,2,16.0,True,21.5,19.3,134.4,27,62.0,1,True,74.0,1.09121,21.5,1.1,True
2022-04-08,low,03:05,3,15.2,True,8.5,8.4,55.9,13,45.0,3,True,7.0,1.0859,2.5,11.0,True
2022-04-11,low,02:41,2,19.6,True,1.1,0.8,5.6,0,45.0,1,True,1.0,1.08756,1.1,0.8,True
2022-04-12,low,02:02,2,20.8,True,15.8,16.3,76.0,387,14.0,22,True,0.0,1.0867,2.1,16.3,True
2022-04-13,high,02:00,2,29.5,True,6.9,4.3,23.4,336,110.0,3,True,6.0,1.08386,3.9,9.1,True
2022-04-14,high,02:00,2,26.7,True,14.0,12.7,52.4,39,308.0,8,True,90.0,1.09074,14.0,10.2,True
2022-04-15,high,04:51,4,25.2,False,2.0,0.9,7.9,1,,1,True,2.0,1.08213,2.0,2.2,True
2022-04-18,low,02:16,2,24.9,False,7.7,7.9,30.9,583,,10,True,0.0,1.07909,0.3,7.9,True
2022-04-19,high,02:53,2,26.4,False,27.1,27.7,102.7,99,,12,True,0.0,1.07868,0.3,27.7,True
2022-04-20,high,04:34,4,38.8,False,44.4,43.4,114.4,64,,1,True,239.0,1.08225,44.4,43.6,True
2022-04-21,high,02:01,2,27.1,False,85.7,84.5,316.2,111,,3,True,3.0,1.08504,3.1,85.8,True
2022-04-22,high,02:04,2,15.7,True,4.9,7.2,31.2,4,44.0,4,True,0.0,1.08442,0.7,7.2,True
2022-04-25,low,02:00,2,34.7,False,80.5,80.9,232.0,533,,1,True,0.0,1.07776,3.2,80.9,True
2022-04-26,low,02:26,2,27.2,False,69.7,67.7,256.2,498,,2,True,3.0,1.07145,4.4,72.8,True
2022-04-27,low,02:10,2,19.8,False,119.1,113.1,601.5,530,,1,True,12.0,1.06339,12.9,119.4,True
2022-04-28,low,02:00,2,45.2,True,2.4,2.6,5.3,0,106.0,2,True,0.0,1.05091,2.4,2.6,True
2022-04-29,high,02:00,2,27.8,False,63.1,59.7,227.0,163,,10,True,390.0,1.0528,63.1,31.3,True
2022-05-02,low,02:00,2,35.7,True,7.3,4.9,20.4,10,50.0,2,True,3.0,1.05184,4.7,8.4,True
2022-05-03,low,02:00,2,18.8,True,13.6,11.0,72.3,66,30.0,2,True,5.0,1.0508,6.2,13.9,True
2022-05-04,low,02:00,2,20.3,True,8.0,3.3,39.4,2,165.0,4,True,8.0,1.05146,8.0,7.1,True
2022-05-05,low,02:27,2,37.8,False,100.7,101.7,266.4,541,,2,True,0.0,1.06049,0.3,101.7,True
2022-05-06,low,02:09,2,35.0,True,33.0,34.0,94.3,61,57.0,8,True,0.0,1.05166,0.5,34.0,True
2022-05-09,low,02:50,2,32.6,True,7.6,5.9,23.3,4,194.0,2,True,8.0,1.05031,7.6,5.4,True
2022-05-10,low,03:03,3,26.5,False,27.9,26.6,105.3,486,,11,True,1.0,1.05543,2.2,29.0,True
2022-05-11,high,02:00,2,13.4,True,36.7,29.7,273.9,194,196.0,1,True,16.0,1.05387,8.4,36.9,True
2022-05-12,low,02:00,2,21.7,False,136.0,128.8,626.7,599,,2,True,7.0,1.05088,11.4,137.3,True
2022-05-13,high,02:00,2,24.9,True,21.7,20.5,87.1,118,119.0,7,True,1.0,1.03966,2.3,22.9,True
2022-05-16,high,03:28,3,28.1,False,21.1,14.6,75.1,211,,10,True,16.0,1.04169,8.9,21.2,True
2022-05-17,high,02:07,2,22.2,False,101.6,100.9,457.7,338,,5,True,3.0,1.04533,3.2,102.3,True
2022-05-18,low,02:32,2,39.3,False,35.5,34.8,90.3,535,,9,True,3.0,1.05253,1.1,36.5,True
2022-05-19,low,03:03,3,38.6,True,2.9,1.6,7.5,0,107.0,3,True,1.0,1.04691,2.9,4.1,True
2022-05-20,high,02:00,2,29.0,True,8.3,0.8,28.6,0,137.0,3,True,5.0,1.05835,8.3,7.9,True
2022-05-23,high,02:00,2,26.7,False,96.5,91.4,361.4,560,,1,True,103.0,1.05943,16.0,96.8,True
2022-05-24,high,02:53,2,25.1,False,61.1,64.5,243.4,431,,1,True,0.0,1.06825,1.5,64.5,True
2022-05-25,low,02:04,2,33.5,False,60.9,61.1,181.8,385,,1,True,0.0,1.07032,0.2,61.1,True
2022-05-26,low,02:00,2,21.1,True,22.8,13.8,108.1,41,195.0,6,True,81.0,1.06859,22.8,8.4,True
2022-05-27,low,04:02,4,34.5,False,33.7,31.4,97.7,175,,5,True,3.0,1.07311,4.6,34.3,True
2022-05-30,high,02:03,2,29.1,False,27.9,27.3,95.9,554,,11,True,6.0,1.07542,2.0,29.5,True
2022-05-31,low,02:48,2,40.2,False,55.3,51.7,137.6,376,,6,True,10.0,1.07354,6.7,56.5,True
2022-06-01,low,02:00,2,26.8,True,1.9,1.8,7.1,0,70.0,1,True,2.0,1.07088,1.9,2.2,True
2022-06-02,high,02:00,2,14.8,False,78.8,77.9,532.4,594,,1,False,,,,,
2022-06-03,low,03:17,3,17.7,False,42.6,42.6,240.7,327,,10,True,3.0,1.0747,1.8,43.0,True
2022-06-06,high,02:37,2,21.7,True,20.2,20.2,93.1,100,308.0,5,True,3.0,1.07302,1.9,21.6,True
2022-06-07,low,02:13,2,21.3,True,5.4,1.8,25.4,4,29.0,1,True,9.0,1.06719,5.4,2.0,True
2022-06-08,low,04:41,4,20.1,True,9.7,7.3,48.3,25,32.0,2,True,13.0,1.06811,5.4,9.8,True
2022-06-09,low,02:27,2,24.3,True,15.6,15.3,64.2,95,221.0,3,True,1.0,1.07103,0.5,16.5,True
2022-06-10,high,03:04,3,24.0,True,6.3,10.1,26.2,39,46.0,3,True,0.0,1.06315,0.3,10.1,True
2022-06-13,low,02:47,2,19.9,False,57.5,58.4,288.9,488,,10,True,0.0,1.04765,0.3,58.4,True
2022-06-14,high,02:00,2,35.3,False,52.3,46.6,148.2,167,,6,True,7.0,1.04322,9.3,52.4,True
2022-06-15,high,02:00,2,25.4,True,56.0,40.7,220.5,165,206.0,1,True,108.0,1.04499,42.5,57.8,True
2022-06-16,low,02:00,2,38.4,True,50.0,48.4,130.2,105,347.0,6,True,1.0,1.04332,2.8,52.4,True
2022-06-17,low,02:00,2,34.6,False,73.0,75.7,211.0,516,,14,True,0.0,1.05201,1.3,75.7,True
2022-06-20,high,02:00,2,43.9,False,17.1,20.0,39.0,192,,20,True,0.0,1.05258,0.3,20.0,True
2022-06-21,low,02:14,2,26.0,True,1.9,2.1,7.3,1,60.0,2,True,0.0,1.05166,0.1,2.1,True
2022-06-22,low,02:00,2,29.3,True,33.4,23.5,114.0,66,347.0,4,True,25.0,1.05046,14.0,35.9,True
2022-06-23,low,03:15,3,25.3,False,73.1,64.6,288.9,93,,1,False,,,,,
2022-06-24,high,02:00,2,25.1,False,34.1,32.1,135.9,510,,11,True,17.0,1.05368,8.6,34.4,True
2022-06-27,high,03:04,3,21.1,False,43.7,41.9,207.1,493,,8,True,8.0,1.05683,5.8,46.7,True
2022-06-28,high,02:28,2,16.1,True,19.7,16.8,122.4,13,313.0,16,True,30.0,1.05836,19.7,13.8,True
2022-06-29,low,02:00,2,18.4,False,50.8,35.5,276.1,567,,8,True,66.0,1.05171,31.2,50.9,True
2022-06-30,high,02:03,2,23.8,True,11.9,12.2,50.0,36,40.0,4,True,0.0,1.04564,1.0,12.2,True
2022-07-01,low,02:35,2,28.4,False,84.1,81.5,296.1,472,,11,True,6.0,1.04502,9.2,84.4,True
2022-07-04,low,02:31,2,19.8,True,3.9,3.8,19.7,93,88.0,6,True,1.0,1.04276,1.5,7.1,True
2022-07-05,high,02:00,2,15.1,True,4.4,2.3,29.1,0,66.0,3,True,4.0,1.04369,4.4,2.6,True
2022-07-06,low,02:00,2,17.5,True,15.4,12.6,88.0,5,50.0,4,True,13.0,1.02551,15.4,5.9,True
2022-07-07,high,02:00,2,33.7,True,8.5,8.5,25.2,0,184.0,12,True,1.0,1.02088,8.5,7.4,True
2022-07-08,low,02:02,2,37.8,False,81.4,81.1,215.3,102,,10,True,1.0,1.01572,1.1,85.2,True
2022-07-11,low,02:24,2,32.7,False,82.7,82.8,252.9,445,,4,True,0.0,1.01349,0.2,82.8,True
2022-07-12,low,03:11,3,49.3,True,6.0,7.9,12.2,155,93.0,11,True,0.0,1.00078,1.0,7.9,True
2022-07-13,high,02:00,2,24.3,True,6.0,8.6,24.7,60,22.0,2,True,0.0,1.00443,3.4,8.6,True
2022-07-14,low,02:12,2,29.8,True,8.4,7.6,28.2,48,46.0,3,True,1.0,1.00145,4.3,9.3,True
2022-07-15,low,02:07,2,30.1,True,4.2,4.4,14.0,70,118.0,6,True,0.0,1.00112,0.1,4.4,True
2022-07-18,low,02:02,2,27.7,True,5.4,5.3,19.5,17,42.0,3,True,21.0,1.00871,5.4,1.2,True
2022-07-19,high,02:00,2,28.8,False,120.7,120.1,419.1,247,,1,False,,,,,
2022-07-20,low,02:11,2,17.7,True,2.1,3.5,11.9,25,14.0,5,True,0.0,1.02321,0.8,3.5,True
2022-07-21,high,02:00,2,35.2,True,17.0,9.0,48.3,7,122.0,6,True,30.0,1.02129,17.0,8.6,True
2022-07-22,low,02:11,2,37.0,True,54.9,54.5,148.4,88,368.0,13,True,1.0,1.01863,2.0,56.6,True
2022-07-25,high,03:22,3,32.0,True,9.4,10.4,29.4,1,37.0,1,True,0.0,1.02119,5.3,10.4,True
2022-07-26,low,02:00,2,28.2,False,109.0,107.3,386.5,593,,7,True,1.0,1.02221,6.9,109.3,True
2022-07-27,high,02:00,2,19.4,True,11.5,11.3,59.3,2,56.0,1,True,7.0,1.01471,11.5,1.4,True
2022-07-28,high,02:00,2,35.3,True,18.7,16.4,53.0,32,195.0,4,True,46.0,1.02135,18.7,6.0,True
2022-07-29,high,02:13,2,35.5,True,29.5,29.2,83.1,18,202.0,2,True,1.0,1.02239,0.9,30.3,True
2022-08-01,high,04:14,4,33.6,False,34.0,30.6,101.2,448,,5,True,4.0,1.02397,5.3,35.4,True
2022-08-02,low,02:15,2,37.9,False,75.0,74.9,197.9,476,,1,True,10.0,1.02564,4.8,75.4,True
2022-08-04,high,03:06,3,21.8,False,57.8,51.4,265.1,495,,6,True,48.0,1.01751,10.2,58.7,True
2022-08-05,low,02:01,2,18.8,False,87.9,86.9,467.6,442,,18,True,52.0,1.02308,7.0,89.3,True
2022-08-08,high,02:00,2,26.6,False,36.1,36.5,135.7,563,,10,True,0.0,1.01852,2.7,36.5,True
2022-08-09,high,02:00,2,12.3,False,46.4,48.7,377.2,194,,3,True,0.0,1.01985,0.5,48.7,True
2022-08-10,low,04:07,4,16.3,True,0.7,2.9,4.3,0,33.0,3,True,0.0,1.02049,0.7,2.9,True
2022-08-11,low,02:00,2,22.6,True,2.9,3.5,12.8,2,50.0,2,True,0.0,1.02818,1.0,3.5,True
2022-08-12,low,03:24,3,20.3,False,66.8,63.2,329.1,450,,5,True,4.0,1.03051,6.5,67.1,True
2022-08-15,low,02:30,2,28.5,False,58.5,55.4,205.3,528,,5,True,55.0,1.02444,9.8,63.2,True
2022-08-16,low,03:04,3,22.5,True,24.8,22.7,110.2,267,147.0,6,True,42.0,1.01499,13.4,27.4,True
2022-08-17,high,02:00,2,13.2,True,7.2,1.1,54.5,0,23.0,1,True,10.0,1.01747,7.2,4.7,True
2022-08-18,low,02:00,2,25.9,False,55.4,53.7,213.9,488,,11,True,121.0,1.01676,21.2,56.0,True
2022-08-19,high,03:44,3,21.4,True,4.3,5.1,20.1,4,132.0,1,True,0.0,1.00903,0.4,5.1,True
2022-08-22,low,02:44,2,23.3,False,95.8,95.7,411.2,545,,2,True,1.0,1.00258,0.8,98.3,True
2022-08-23,low,02:00,2,20.0,True,29.8,15.7,149.0,75,380.0,11,True,99.0,0.99322,29.8,19.7,True
2022-08-24,low,02:00,2,29.2,True,32.7,27.7,112.0,485,46.0,9,True,18.0,0.99427,7.9,32.8,True
2022-08-25,high,02:00,2,29.7,True,40.8,37.0,137.4,35,392.0,2,True,211.0,0.99907,40.8,11.6,True
2022-08-26,low,02:00,2,12.0,True,16.2,12.4,135.0,56,65.0,5,True,6.0,0.99626,4.4,16.3,True
2022-08-29,high,03:03,3,27.2,False,83.9,83.3,308.5,345,,8,True,1.0,0.99438,2.1,85.3,True
2022-08-30,high,03:38,3,31.4,False,41.5,39.5,132.2,104,,3,True,305.0,1.00107,41.5,30.5,True
2022-08-31,high,02:00,2,18.0,True,7.8,1.2,43.3,1,46.0,2,True,3.0,1.00336,7.8,4.0,True
2022-09-01,low,02:27,2,27.6,True,1.3,0.4,4.7,0,106.0,1,True,1.0,1.00119,1.3,2.4,True
2022-09-02,high,02:00,2,12.7,False,70.9,65.2,558.3,563,,1,False,,,,,
2022-09-05,low,02:00,2,28.2,True,23.6,7.1,83.7,2,91.0,2,True,24.0,0.99019,23.6,11.0,True
2022-09-06,high,02:55,2,28.0,True,15.6,9.7,55.7,45,89.0,6,True,4.0,0.99697,8.5,16.5,True
2022-09-07,high,02:41,2,27.0,True,26.2,25.6,97.0,84,234.0,16,True,1.0,0.9903,0.7,27.0,True
2022-09-08,high,02:00,2,21.7,True,14.0,13.7,64.5,15,98.0,4,True,1.0,0.99994,0.5,15.4,True
2022-09-09,high,03:11,3,75.7,False,29.1,20.1,38.4,104,,3,True,144.0,1.00828,29.1,14.6,True
2022-09-12,high,02:27,2,32.2,False,102.6,103.8,318.6,67,,1,True,0.0,1.00939,0.2,103.8,True
2022-09-13,high,02:10,2,22.5,True,40.6,41.5,180.4,315,65.0,13,True,0.0,1.01455,1.1,41.5,True
2022-09-14,low,02:38,2,21.5,True,9.1,9.2,42.3,10,29.0,4,True,0.0,0.99687,0.3,9.2,True
2022-09-15,low,02:00,2,13.4,True,13.4,5.5,100.0,24,125.0,1,True,92.0,0.99697,13.4,1.5,True
2022-09-16,low,02:00,2,26.0,True,41.2,33.9,158.5,113,407.0,7,True,18.0,0.99862,9.7,41.4,True
2022-09-19,low,02:00,2,34.8,False,28.6,16.0,82.2,62,,6,True,289.0,0.99952,28.6,19.6,True
2022-09-20,low,02:00,2,30.5,False,64.9,63.6,212.8,409,,2,True,11.0,1.002,7.1,65.0,True
2022-09-21,low,02:00,2,17.7,False,90.9,84.9,513.6,559,,1,False,,,,,
2022-09-22,high,03:28,3,29.8,False,69.6,70.0,233.6,76,,2,True,0.0,0.98374,0.9,70.0,True
2022-09-23,low,02:38,2,31.1,False,118.6,119.2,381.4,503,,2,True,0.0,0.98212,0.2,119.2,True
2022-09-26,high,03:23,3,141.3,False,9.7,7.6,6.9,4,,3,True,6.0,0.96905,9.7,6.9,True
2022-09-27,high,02:00,2,26.5,True,25.8,20.5,97.4,23,163.0,3,True,47.0,0.96446,25.8,22.7,True
2022-09-28,low,02:59,2,58.0,True,6.9,3.3,11.9,0,183.0,2,True,1.0,0.95489,6.9,11.2,True
2022-09-29,low,02:00,2,39.4,True,39.0,29.8,99.0,98,197.0,3,True,61.0,0.9675,18.7,39.7,True
2022-09-30,high,02:00,2,38.9,True,0.3,2.8,0.8,0,43.0,1,True,0.0,0.98307,0.3,2.8,True
2022-10-04,high,02:05,2,39.3,False,134.3,130.8,341.7,592,,1,False,,,,,
2022-10-05,high,02:39,2,31.2,True,4.2,4.9,13.5,6,31.0,2,True,0.0,0.99898,1.9,4.9,True
2022-10-06,low,02:26,2,23.5,False,99.3,101.4,422.6,571,,6,True,0.0,0.9905,0.7,101.4,True
2022-10-07,low,02:12,2,25.6,True,20.8,20.5,81.2,37,88.0,4,True,1.0,0.97872,0.4,21.7,True
2022-10-10,low,02:00,2,28.5,False,43.1,38.8,151.2,160,,8,True,6.0,0.97248,8.0,43.3,True
2022-10-11,low,02:10,2,42.1,True,6.3,2.5,15.0,1,84.0,1,True,3.0,0.96808,6.3,1.4,True
