date,day_of_week,asian_high,asian_low,asian_range_pips,yday_high,yday_low,yday_open,yday_close,dby_high,dby_low,setup1_sell,setup1_buy,setup2_sell,setup2_buy,predicted_side_setup1,predicted_side_setup2,predicted_side,actual_side,actual_sweep_time,actual_sweep_hour,session_bucket,reached_yesterday_extreme,mixed_day,agree_day
2021-01-21,Thursday,1.21337,1.21153,18.4,1.21581,1.20767,1.21403,1.21294,1.21492,1.20852,False,False,False,False,none,none,none,high,00:36,0,before_session,False,False,False
2021-01-22,Friday,1.21766,1.21613,15.3,1.21777,1.21148,1.21295,1.21735,1.21581,1.20767,True,False,False,False,high,none,high,low,02:01,2,in_session,True,True,False
2021-01-25,Monday,1.21802,1.21601,20.1,1.21802,1.21601,1.21688,1.2176,1.21894,1.21515,True,True,False,False,conflict,none,conflict,high,00:31,0,before_session,True,False,False
2021-01-26,Tuesday,1.21461,1.21274,18.7,1.21832,1.21158,1.2176,1.21301,1.21802,1.21601,False,True,False,False,low,none,low,low,00:24,0,before_session,False,False,True
2021-01-27,Wednesday,1.2167,1.2153,14.0,1.21758,1.21076,1.21301,1.21572,1.21832,1.21158,False,False,False,False,none,none,none,low,02:32,2,in_session,False,False,False
2021-01-28,Thursday,1.21059,1.20859,20.0,1.21659,1.20585,1.21572,1.20936,1.21758,1.21076,False,False,False,False,none,none,none,low,02:23,2,in_session,False,False,False
2021-01-29,Friday,1.2116,1.2095,21.0,1.21424,1.20807,1.20934,1.20995,1.21659,1.20585,False,False,False,False,none,none,none,low,00:41,0,before_session,True,False,False
2021-02-01,Monday,1.21363,1.21246,11.7,1.21363,1.21201,1.21297,1.21275,1.2156,1.20944,False,True,False,False,low,none,low,low,02:07,2,in_session,False,False,True
2021-02-02,Tuesday,1.20877,1.20671,20.6,1.21326,1.2056,1.21276,1.20756,1.21363,1.21201,False,False,False,False,none,none,none,low,01:38,1,in_session,False,False,False
2021-02-03,Wednesday,1.205,1.20392,10.8,1.20871,1.20115,1.20755,1.20432,1.21326,1.2056,False,True,False,False,low,none,low,low,01:12,1,in_session,False,False,True
2021-02-04,Thursday,1.20388,1.20157,23.1,1.20456,1.2004,1.20434,1.20197,1.20871,1.20115,False,True,False,False,low,none,low,low,00:02,0,before_session,False,False,True
2021-02-05,Friday,1.19692,1.19522,17.0,1.20196,1.19522,1.20196,1.1956,1.20456,1.2004,False,False,False,False,none,none,none,high,03:04,3,in_session,False,False,False
2021-02-08,Monday,1.20398,1.20296,10.2,1.2055,1.20296,1.20375,1.20345,1.20498,1.19552,False,True,False,False,low,none,low,high,00:10,0,before_session,True,True,False
2021-02-09,Tuesday,1.2082,1.20561,25.9,1.2082,1.20196,1.20346,1.20756,1.2055,1.20296,True,False,False,False,high,none,high,high,01:16,1,in_session,False,False,True
2021-02-10,Wednesday,1.21297,1.21088,20.9,1.21297,1.20672,1.20757,1.21288,1.2082,1.20196,True,False,False,False,high,none,high,high,02:24,2,in_session,False,False,True
2021-02-11,Thursday,1.2125,1.21138,11.2,1.2144,1.21131,1.21287,1.21215,1.21297,1.20672,False,False,False,False,none,none,none,high,00:19,0,before_session,False,False,False
2021-02-12,Friday,1.21301,1.21185,11.6,1.21494,1.21179,1.21215,1.21224,1.2144,1.21131,False,True,False,False,low,none,low,high,00:57,0,before_session,True,True,False
2021-02-15,Monday,1.21376,1.21174,20.2,1.21376,1.21167,1.21244,1.21321,1.21316,1.20815,True,False,False,False,high,none,high,high,00:22,0,before_session,False,False,True
2021-02-16,Tuesday,1.21501,1.21343,15.8,1.21501,1.21207,1.2132,1.21395,1.21376,1.21167,True,False,False,False,high,none,high,low,00:38,0,before_session,True,True,False
2021-02-17,Wednesday,1.20982,1.20832,15.0,1.21693,1.20832,1.21396,1.20917,1.21501,1.21207,False,True,False,False,low,none,low,low,02:02,2,in_session,False,False,True
2021-02-18,Thursday,1.205,1.20355,14.5,1.20951,1.20232,1.20919,1.20371,1.21693,1.20832,False,False,False,False,none,none,none,high,02:47,2,in_session,False,False,False
2021-02-19,Friday,1.20981,1.20823,15.8,1.20985,1.20363,1.20372,1.20929,1.20951,1.20232,True,False,False,False,high,none,high,high,01:18,1,in_session,False,False,True
2021-02-22,Monday,1.21355,1.21124,23.1,1.21355,1.21124,1.21151,1.21205,1.21444,1.20904,False,True,False,False,low,none,low,low,02:09,2,in_session,True,False,True
2021-02-23,Tuesday,1.21771,1.21638,13.3,1.21771,1.20911,1.21206,1.21718,1.21355,1.21124,True,False,False,False,high,none,high,low,01:24,1,in_session,True,True,False
2021-02-24,Wednesday,1.21662,1.21473,18.9,1.21801,1.21353,1.21718,1.21486,1.21771,1.20911,False,False,False,False,none,none,none,low,00:03,0,before_session,False,False,False
2021-02-25,Thursday,1.21773,1.21559,21.4,1.21773,1.21092,1.21485,1.21764,1.21801,1.21353,True,False,False,False,high,none,high,high,00:00,0,before_session,False,False,True
2021-02-26,Friday,1.21826,1.2145,37.6,1.22433,1.21372,1.21767,1.21548,1.21773,1.21092,False,True,False,False,low,none,low,low,02:01,2,in_session,False,False,True
2021-03-01,Monday,1.20956,1.20747,20.9,1.21011,1.20699,1.20702,1.20774,1.21595,1.20621,False,True,False,False,low,none,low,low,02:59,2,in_session,False,False,True
2021-03-02,Tuesday,1.20407,1.20151,25.6,1.20928,1.20151,1.20776,1.20207,1.21011,1.20699,False,True,False,False,low,none,low,low,02:16,2,in_session,False,False,True
2021-03-03,Wednesday,1.20934,1.20825,10.9,1.20943,1.19916,1.20209,1.20885,1.20928,1.20151,True,False,False,False,high,none,high,low,01:08,1,in_session,True,True,False
2021-03-04,Thursday,1.2063,1.20435,19.5,1.21132,1.20427,1.20884,1.20552,1.20943,1.19916,False,True,False,False,low,none,low,low,03:25,3,in_session,False,False,True
2021-03-05,Friday,1.19665,1.19515,15.0,1.20624,1.19515,1.20553,1.19561,1.21132,1.20427,False,True,False,False,low,none,low,low,02:00,2,in_session,False,False,True
2021-03-08,Monday,1.19287,1.18987,30.0,1.19321,1.18987,1.19177,1.19057,1.19618,1.18932,False,True,False,False,low,none,low,low,01:56,1,in_session,False,False,True
2021-03-09,Tuesday,1.1867,1.18355,31.5,1.19145,1.18355,1.19056,1.18574,1.19321,1.18987,False,False,False,False,none,none,none,high,02:22,2,in_session,False,False,False
2021-03-10,Wednesday,1.18976,1.1877,20.6,1.19156,1.18511,1.18574,1.18795,1.19145,1.18355,False,False,False,False,none,none,none,low,00:04,0,before_session,True,False,False
2021-03-11,Thursday,1.19345,1.19172,17.3,1.19345,1.18688,1.18796,1.19273,1.19156,1.18511,True,False,False,False,high,none,high,high,02:22,2,in_session,False,False,True
2021-03-12,Friday,1.19884,1.19596,28.8,1.19899,1.19189,1.19274,1.1966,1.19345,1.18688,False,True,False,False,low,none,low,low,01:04,1,in_session,False,False,True
2021-03-15,Monday,1.19674,1.19425,24.9,1.19674,1.19425,1.19451,1.19431,1.1967,1.19099,False,True,False,False,low,none,low,low,00:02,0,before_session,False,False,True
2021-03-16,Tuesday,1.19385,1.1922,16.5,1.19435,1.1911,1.19429,1.19377,1.19674,1.19425,False,False,False,False,none,none,none,high,00:39,0,before_session,True,False,False
2021-03-17,Wednesday,1.19041,1.18926,11.5,1.19518,1.18819,1.19375,1.19035,1.19435,1.1911,False,False,False,False,none,none,none,high,00:11,0,before_session,False,False,False
2021-03-18,Thursday,1.19865,1.19552,31.3,1.19877,1.18861,1.19033,1.19613,1.19518,1.18819,True,False,False,False,high,none,high,high,02:10,2,in_session,False,False,True
2021-03-19,Friday,1.19196,1.1902,17.6,1.19888,1.1902,1.19613,1.19186,1.19877,1.18861,False,True,False,False,low,none,low,high,01:17,1,in_session,True,True,False
2021-03-22,Monday,1.18989,1.18751,23.8,1.18989,1.18708,1.18712,1.18934,1.19371,1.18738,True,False,False,False,high,none,high,high,00:51,0,before_session,False,False,True
2021-03-23,Tuesday,1.19369,1.19229,14.0,1.19468,1.18744,1.18933,1.19231,1.18989,1.18708,False,False,False,False,none,none,none,low,00:00,0,before_session,False,False,False
2021-03-24,Wednesday,1.18508,1.18396,11.2,1.19318,1.1836,1.19231,1.18464,1.19468,1.18744,False,True,False,False,low,none,low,low,00:40,0,before_session,False,False,True
2021-03-25,Thursday,1.18277,1.18041,23.6,1.18473,1.18041,1.18463,1.18206,1.19318,1.1836,False,True,False,False,low,none,low,low,03:01,3,in_session,False,False,True
2021-03-26,Friday,1.17845,1.17746,9.9,1.18261,1.17617,1.18205,1.17763,1.18473,1.18041,False,False,False,False,none,none,none,high,01:10,1,in_session,False,False,False
2021-03-29,Monday,1.17911,1.1775,16.1,1.17935,1.1775,1.17917,1.17862,1.18049,1.17717,True,True,False,False,conflict,none,conflict,low,01:52,1,in_session,True,False,False
2021-03-30,Tuesday,1.17737,1.17638,9.9,1.17939,1.17606,1.17861,1.17666,1.17935,1.1775,False,True,False,False,low,none,low,low,00:16,0,before_session,False,False,True
2021-03-31,Wednesday,1.17258,1.17044,21.4,1.17677,1.17044,1.17667,1.17071,1.17939,1.17606,False,True,False,False,low,none,low,low,00:17,0,before_session,False,False,True
2021-04-01,Thursday,1.17328,1.17212,11.6,1.17598,1.1704,1.17071,1.17243,1.17677,1.17044,False,False,False,False,none,none,none,low,00:43,0,before_session,True,False,False
2021-04-02,Friday,1.1784,1.17691,14.9,1.1784,1.17125,1.17243,1.17794,1.17598,1.1704,True,False,False,False,high,none,high,high,04:33,4,in_session,False,False,True
2021-04-05,Monday,1.17718,1.17614,10.4,1.17718,1.17532,1.17544,1.17699,1.17866,1.1749,False,True,False,False,low,none,low,low,00:44,0,before_session,True,False,True
2021-04-06,Tuesday,1.18215,1.17996,21.9,1.18215,1.17379,1.17701,1.18025,1.17718,1.17532,False,False,False,False,none,none,none,low,03:05,3,in_session,True,False,False
2021-04-07,Wednesday,1.18777,1.18655,12.2,1.18777,1.17951,1.18026,1.18667,1.18215,1.17379,True,False,False,False,high,none,high,low,02:10,2,in_session,True,True,False
2021-04-08,Thursday,1.18739,1.18609,13.0,1.19147,1.18608,1.18667,1.18708,1.18777,1.17951,False,False,False,False,none,none,none,high,01:03,1,in_session,False,False,False
2021-04-09,Friday,1.19201,1.19029,17.2,1.19274,1.18616,1.18709,1.19067,1.19147,1.18608,False,False,False,False,none,none,none,low,01:09,1,in_session,False,False,False
2021-04-12,Monday,1.19029,1.18853,17.6,1.19038,1.18853,1.18903,1.18924,1.19103,1.18669,False,True,False,False,low,none,low,low,01:14,1,in_session,True,False,True
2021-04-13,Tuesday,1.1912,1.18899,22.1,1.1919,1.1871,1.18926,1.18903,1.19038,1.18853,False,False,False,False,none,none,none,low,00:07,0,before_session,True,False,False
2021-04-14,Wednesday,1.1963,1.19526,10.4,1.1963,1.18776,1.18902,1.19581,1.1919,1.1871,True,False,False,False,high,none,high,high,00:22,0,before_session,False,False,True
2021-04-15,Thursday,1.19897,1.19722,17.5,1.19897,1.19509,1.1958,1.19746,1.1963,1.18776,True,False,False,False,high,none,high,low,00:46,0,before_session,True,True,False
2021-04-16,Friday,1.19746,1.19503,24.3,1.19932,1.19503,1.19746,1.19571,1.19897,1.19509,False,False,False,False,none,none,none,high,03:48,3,in_session,False,False,False
2021-04-19,Monday,1.19749,1.19424,32.5,1.19771,1.19424,1.19722,1.1956,1.19946,1.19566,True,False,False,False,high,none,high,high,02:45,2,in_session,False,False,True
2021-04-20,Tuesday,1.20717,1.20373,34.4,1.20717,1.19552,1.19561,1.20666,1.19771,1.19424,True,False,False,False,high,none,high,high,02:58,2,in_session,False,False,True
2021-04-21,Wednesday,1.20436,1.20283,15.3,1.20797,1.20224,1.20666,1.20304,1.20717,1.19552,False,True,False,False,low,none,low,low,00:10,0,before_session,False,False,True
2021-04-22,Thursday,1.20467,1.20323,14.4,1.20467,1.19985,1.20304,1.20362,1.20797,1.20224,True,False,False,False,high,none,high,low,00:16,0,before_session,True,True,False
2021-04-23,Friday,1.20263,1.20127,13.6,1.20694,1.19936,1.20362,1.20214,1.20467,1.19985,False,False,False,False,none,none,none,high,00:51,0,before_session,False,False,False
2021-04-26,Monday,1.21167,1.20885,28.2,1.21167,1.20885,1.20913,1.21101,1.20999,1.20208,False,False,False,False,none,none,none,low,07:13,7,after_session,False,False,False
2021-04-27,Tuesday,1.2084,1.20651,18.9,1.21154,1.20608,1.21101,1.2069,1.21167,1.20885,False,True,False,False,low,none,low,low,03:02,3,in_session,False,False,True
