date,day_of_week,asian_high,asian_low,asian_range_pips,yday_high,yday_low,yday_open,yday_close,dby_high,dby_low,setup1_sell,setup1_buy,setup2_sell,setup2_buy,predicted_side_setup1,predicted_side_setup2,predicted_side,actual_side,actual_sweep_time,actual_sweep_hour,session_bucket,reached_yesterday_extreme,mixed_day,agree_day
2022-02-23,Wednesday,1.13387,1.13199,18.8,1.13667,1.12925,1.12984,1.13254,1.13905,1.1288,False,False,False,False,none,none,none,low,02:01,2,in_session,False,False,False
2022-02-24,Thursday,1.12942,1.12083,85.9,1.13588,1.12083,1.13254,1.12453,1.13667,1.12925,False,False,False,False,none,none,none,low,05:00,5,after_session,False,False,False
2022-02-25,Friday,1.12285,1.11895,39.0,1.12624,1.11062,1.12452,1.12214,1.13588,1.12083,False,False,False,False,none,none,none,low,03:11,3,in_session,True,False,False
2022-02-28,Monday,1.11859,1.11421,43.8,1.11944,1.11225,1.11237,1.11458,1.12739,1.11659,True,False,True,False,high,high,high,high,02:28,2,in_session,False,False,True
2022-03-01,Tuesday,1.12103,1.11906,19.7,1.12464,1.11445,1.11462,1.11964,1.11944,1.11225,False,False,False,False,none,none,none,high,02:05,2,in_session,True,False,False
2022-03-02,Wednesday,1.11355,1.1111,24.5,1.12329,1.10896,1.11962,1.1123,1.12464,1.11445,False,True,False,False,low,none,low,low,01:10,1,in_session,False,False,True
2022-03-03,Thursday,1.11066,1.109,16.6,1.11437,1.10573,1.11228,1.10977,1.12329,1.10896,False,False,False,False,none,none,none,low,03:06,3,in_session,False,False,False
2022-03-04,Friday,1.10517,1.10112,40.5,1.11062,1.101,1.10978,1.10354,1.11437,1.10573,False,True,False,False,low,none,low,low,02:21,2,in_session,False,False,True
2022-03-07,Monday,1.08863,1.08213,65.0,1.09287,1.08213,1.09199,1.08795,1.10391,1.08856,False,False,False,False,none,none,none,high,00:18,0,before_session,True,False,False
2022-03-08,Tuesday,1.08847,1.08531,31.6,1.09325,1.08059,1.08791,1.08699,1.09287,1.08213,False,False,False,False,none,none,none,low,01:46,1,in_session,False,False,False
2022-03-09,Wednesday,1.09201,1.0905,15.1,1.09582,1.08511,1.08698,1.09168,1.09325,1.08059,True,False,False,False,high,none,high,high,00:13,0,before_session,False,False,True
2022-03-10,Thursday,1.10625,1.10415,21.0,1.10951,1.09091,1.09168,1.10538,1.09582,1.08511,False,False,False,False,none,none,none,high,01:28,1,in_session,False,False,False
2022-03-11,Friday,1.10102,1.09804,29.8,1.11212,1.0976,1.10539,1.1001,1.10951,1.09091,False,True,False,False,low,none,low,low,03:05,3,in_session,False,False,True
2022-03-14,Monday,1.09375,1.09005,37.0,1.09387,1.09005,1.09205,1.09171,1.10435,1.09018,True,False,False,False,high,none,high,high,02:45,2,in_session,False,False,True
2022-03-15,Tuesday,1.09853,1.09375,47.8,1.09938,1.09084,1.0917,1.09823,1.09387,1.09005,True,False,False,False,high,none,high,high,02:21,2,in_session,False,False,True
2022-03-16,Wednesday,1.09771,1.09558,21.3,1.10196,1.0926,1.09824,1.09677,1.09938,1.09084,False,False,False,False,none,none,none,high,00:57,0,before_session,False,False,False
2022-03-17,Thursday,1.1052,1.10296,22.4,1.10523,1.095,1.09677,1.10343,1.10196,1.0926,True,False,False,False,high,none,high,low,00:18,0,before_session,True,True,False
2022-03-18,Friday,1.11036,1.10764,27.2,1.11375,1.10219,1.10344,1.10767,1.10523,1.095,False,False,False,False,none,none,none,low,00:08,0,before_session,False,False,False
2022-03-21,Monday,1.10537,1.10406,13.1,1.10584,1.10374,1.10561,1.10409,1.10942,1.1003,True,True,False,False,conflict,none,conflict,low,00:04,0,before_session,True,False,False
2022-03-22,Tuesday,1.1005,1.09838,21.2,1.10701,1.0981,1.10409,1.09853,1.10584,1.10374,False,True,False,False,low,none,low,low,00:17,0,before_session,False,False,True
2022-03-23,Wednesday,1.10346,1.10209,13.7,1.10457,1.09608,1.09852,1.10274,1.10701,1.0981,False,False,False,False,none,none,none,high,00:36,0,before_session,False,False,False
2022-03-24,Thursday,1.1003,1.09804,22.6,1.10397,1.09639,1.10273,1.09855,1.10457,1.09608,False,False,False,False,none,none,none,low,00:22,0,before_session,False,False,False
2022-03-25,Friday,1.10376,1.10077,29.9,1.10376,1.09659,1.09855,1.10318,1.10397,1.09639,False,False,False,False,none,none,none,low,04:09,4,in_session,False,False,False
2022-03-28,Monday,1.09844,1.09504,34.0,1.09869,1.09504,1.09845,1.09554,1.10339,1.09797,True,True,False,False,conflict,none,conflict,low,01:33,1,in_session,True,False,False
2022-03-29,Tuesday,1.0997,1.0969,28.0,1.09995,1.09446,1.09554,1.09926,1.09869,1.09504,True,False,False,False,high,none,high,high,00:26,0,before_session,False,False,True
2022-03-30,Wednesday,1.11204,1.10878,32.6,1.1137,1.09749,1.09926,1.11149,1.09995,1.09446,True,False,False,False,high,none,high,high,00:18,0,before_session,False,False,True
2022-03-31,Thursday,1.11848,1.1156,28.8,1.11848,1.11054,1.1115,1.1164,1.1137,1.09749,False,False,False,False,none,none,none,low,02:35,2,in_session,False,False,False
2022-04-01,Friday,1.10745,1.10595,15.0,1.11756,1.10595,1.1164,1.10652,1.11848,1.11054,False,True,False,False,low,none,low,low,02:09,2,in_session,False,False,True
2022-04-04,Monday,1.10544,1.10433,11.1,1.10544,1.10301,1.10301,1.10478,1.10757,1.10279,False,True,False,False,low,none,low,low,02:11,2,in_session,False,False,True
2022-04-05,Tuesday,1.09797,1.09653,14.4,1.10539,1.09603,1.10477,1.09723,1.10544,1.10301,False,False,False,False,none,none,none,low,00:18,0,before_session,False,False,False
2022-04-06,Wednesday,1.09061,1.08906,15.5,1.09886,1.08906,1.09722,1.09003,1.10539,1.09603,False,True,False,False,low,none,low,low,01:58,1,in_session,False,False,True
2022-04-07,Thursday,1.09126,1.08966,16.0,1.09379,1.08745,1.09002,1.0907,1.09886,1.08906,False,False,False,False,none,none,none,high,00:41,0,before_session,True,False,False
2022-04-08,Friday,1.08717,1.08565,15.2,1.09383,1.08565,1.09071,1.08638,1.09379,1.08745,False,True,False,False,low,none,low,low,00:58,0,before_session,False,False,True
2022-04-11,Monday,1.08946,1.0875,19.6,1.09202,1.0875,1.09202,1.08831,1.08917,1.08364,False,True,False,False,low,none,low,low,02:41,2,in_session,True,False,True
2022-04-12,Tuesday,1.08873,1.08665,20.8,1.09332,1.08665,1.08833,1.08745,1.09202,1.0875,False,True,False,False,low,none,low,low,02:02,2,in_session,False,False,True
2022-04-13,Wednesday,1.08408,1.08113,29.5,1.09036,1.08113,1.08746,1.08371,1.09332,1.08665,False,False,False,False,none,none,none,high,01:56,1,in_session,True,False,False
2022-04-14,Thursday,1.09093,1.08826,26.7,1.09093,1.08088,1.08371,1.0907,1.09036,1.08113,True,False,False,False,high,none,high,high,00:45,0,before_session,True,False,True
2022-04-15,Friday,1.08216,1.07964,25.2,1.09233,1.07575,1.0907,1.08043,1.09093,1.08088,False,False,False,False,none,none,none,high,04:51,4,in_session,False,False,False
2022-04-18,Monday,1.08156,1.07907,24.9,1.08216,1.07907,1.08029,1.07928,1.08236,1.08018,False,True,False,False,low,none,low,low,00:34,0,before_session,False,False,True
2022-04-19,Tuesday,1.07874,1.0761,26.4,1.08145,1.0761,1.0793,1.07724,1.08216,1.07907,False,False,False,False,none,none,none,high,02:53,2,in_session,False,False,False
2022-04-20,Wednesday,1.08226,1.07838,38.8,1.08226,1.07665,1.07724,1.08186,1.08145,1.0761,True,False,False,False,high,none,high,high,04:34,4,in_session,False,False,True
2022-04-21,Thursday,1.08505,1.08234,27.1,1.0867,1.08057,1.08187,1.08304,1.08226,1.07665,True,False,False,False,high,none,high,high,01:47,1,in_session,False,False,True
2022-04-22,Friday,1.08465,1.08308,15.7,1.09362,1.08289,1.08305,1.08413,1.0867,1.08057,False,True,False,False,low,none,low,high,00:21,0,before_session,True,True,False
2022-04-25,Monday,1.08119,1.07772,34.7,1.08153,1.07772,1.08041,1.07814,1.08515,1.07707,False,True,False,False,low,none,low,low,00:48,0,before_session,False,False,True
2022-04-26,Tuesday,1.07386,1.07114,27.2,1.07853,1.06966,1.07812,1.07321,1.08153,1.07772,False,True,False,False,low,none,low,low,02:26,2,in_session,False,False,True
2022-04-27,Wednesday,1.06534,1.06336,19.8,1.07343,1.06336,1.07322,1.06406,1.07853,1.06966,False,True,False,False,low,none,low,high,01:19,1,in_session,True,True,False
2022-04-28,Thursday,1.05541,1.05089,45.2,1.06546,1.05089,1.06405,1.05089,1.07343,1.06336,False,True,False,False,low,none,low,low,00:25,0,before_session,False,False,True
2022-04-29,Friday,1.05297,1.05019,27.8,1.05647,1.0471,1.0509,1.05131,1.06546,1.05089,True,False,False,False,high,none,high,high,01:18,1,in_session,False,False,True
2022-05-02,Monday,1.0553,1.05173,35.7,1.05597,1.05173,1.05444,1.05239,1.05928,1.05087,True,True,False,False,conflict,none,conflict,low,00:32,0,before_session,True,False,False
2022-05-03,Tuesday,1.05265,1.05077,18.8,1.05682,1.04901,1.05239,1.05184,1.05597,1.05173,False,False,False,False,none,none,none,low,00:55,0,before_session,True,False,False
2022-05-04,Wednesday,1.05342,1.05139,20.3,1.05776,1.04921,1.05184,1.05161,1.05682,1.04901,False,False,False,False,none,none,none,low,01:04,1,in_session,False,False,False
2022-05-05,Thursday,1.06417,1.06039,37.8,1.06417,1.05059,1.0516,1.06176,1.05776,1.04921,False,False,False,False,none,none,none,low,02:27,2,in_session,False,False,False
2022-05-06,Friday,1.05506,1.05156,35.0,1.06192,1.04925,1.06177,1.0533,1.06417,1.05059,False,True,False,False,low,none,low,low,02:09,2,in_session,False,False,True
2022-05-09,Monday,1.05353,1.05027,32.6,1.05426,1.05027,1.05398,1.051,1.05988,1.04826,False,True,False,False,low,none,low,low,02:50,2,in_session,True,False,True
2022-05-10,Tuesday,1.05797,1.05532,26.5,1.05924,1.04951,1.051,1.05787,1.05426,1.05027,False,False,False,False,none,none,none,high,00:06,0,before_session,False,False,False
2022-05-11,Wednesday,1.05389,1.05255,13.4,1.05852,1.05253,1.05785,1.05365,1.05924,1.04951,False,False,False,False,none,none,none,high,00:39,0,before_session,True,False,False
2022-05-12,Thursday,1.05292,1.05075,21.7,1.05771,1.05017,1.05364,1.0522,1.05852,1.05253,False,True,False,False,low,none,low,low,01:31,1,in_session,False,False,True
2022-05-13,Friday,1.03978,1.03729,24.9,1.05255,1.03539,1.0522,1.03911,1.05771,1.05017,False,False,False,False,none,none,none,high,01:00,1,in_session,True,False,False
2022-05-16,Monday,1.0417,1.03889,28.1,1.0417,1.03889,1.03952,1.03965,1.04195,1.03496,True,False,False,False,high,none,high,high,03:28,3,in_session,False,False,True
2022-05-17,Tuesday,1.0454,1.04318,22.2,1.0454,1.03893,1.03964,1.04401,1.0417,1.03889,True,False,False,False,high,none,high,high,02:07,2,in_session,False,False,True
2022-05-18,Wednesday,1.05636,1.05243,39.3,1.05636,1.04358,1.044,1.05323,1.0454,1.03893,False,False,False,False,none,none,none,low,02:32,2,in_session,False,False,False
2022-05-19,Thursday,1.05065,1.04679,38.6,1.0542,1.04597,1.05322,1.04999,1.05636,1.04358,False,False,False,False,none,none,none,high,00:17,0,before_session,False,False,False
2022-05-20,Friday,1.05836,1.05546,29.0,1.0607,1.0465,1.04999,1.0566,1.0542,1.04597,False,False,False,False,none,none,none,high,01:35,1,in_session,False,False,False
2022-05-23,Monday,1.05946,1.05679,26.7,1.05946,1.05552,1.05601,1.05924,1.0599,1.05328,True,False,False,False,high,none,high,high,01:41,1,in_session,False,False,True
2022-05-24,Tuesday,1.06859,1.06608,25.1,1.06973,1.05884,1.05925,1.06725,1.05946,1.05552,True,False,False,False,high,none,high,high,02:53,2,in_session,False,False,True
2022-05-25,Wednesday,1.07365,1.0703,33.5,1.07485,1.06622,1.06727,1.07136,1.06973,1.05884,False,False,False,False,none,none,none,low,01:42,1,in_session,False,False,False
2022-05-26,Thursday,1.07063,1.06852,21.1,1.0714,1.06421,1.07135,1.07013,1.07485,1.06622,False,False,False,False,none,none,none,low,00:51,0,before_session,True,False,False
2022-05-27,Friday,1.0765,1.07305,34.5,1.0765,1.06624,1.07014,1.07556,1.0714,1.06421,False,False,False,False,none,none,none,low,04:02,4,in_session,False,False,False
2022-05-30,Monday,1.07558,1.07267,29.1,1.07558,1.07261,1.07347,1.07445,1.07582,1.06968,True,False,False,False,high,none,high,high,00:39,0,before_session,False,False,True
2022-05-31,Tuesday,1.07744,1.07342,40.2,1.07867,1.07342,1.07444,1.07511,1.07558,1.07261,False,True,False,False,low,none,low,low,02:48,2,in_session,False,False,True
2022-06-01,Wednesday,1.07345,1.07077,26.8,1.07551,1.06789,1.07511,1.07181,1.07867,1.07342,False,False,False,False,none,none,none,low,00:35,0,before_session,False,False,False
2022-06-02,Thursday,1.06595,1.06447,14.8,1.07393,1.06271,1.07182,1.06541,1.07551,1.06789,False,False,False,False,none,none,none,high,01:00,1,in_session,False,False,False
2022-06-03,Friday,1.07643,1.07466,17.7,1.07643,1.06495,1.06542,1.0753,1.07393,1.06271,False,False,False,False,none,none,none,low,00:58,0,before_session,False,False,False
2022-06-06,Monday,1.07316,1.07099,21.7,1.07316,1.07099,1.07167,1.07251,1.07624,1.0704,True,False,False,False,high,none,high,high,01:05,1,in_session,True,False,True
2022-06-07,Tuesday,1.06918,1.06705,21.3,1.07518,1.06705,1.07251,1.06815,1.07316,1.07099,False,True,False,False,low,none,low,high,00:30,0,before_session,True,True,False
2022-06-08,Wednesday,1.07011,1.0681,20.1,1.07142,1.06519,1.06815,1.06836,1.07518,1.06705,False,False,False,False,none,none,none,low,00:04,0,before_session,True,False,False
2022-06-09,Thursday,1.07337,1.07094,24.3,1.07484,1.06713,1.06835,1.07294,1.07142,1.06519,False,False,False,False,none,none,none,low,02:27,2,in_session,True,False,False
2022-06-10,Friday,1.06353,1.06113,24.0,1.07738,1.0611,1.07294,1.06341,1.07484,1.06713,False,True,False,False,low,none,low,high,01:02,1,in_session,True,True,False
2022-06-13,Monday,1.04955,1.04756,19.9,1.05201,1.04756,1.0513,1.04916,1.06422,1.05057,False,True,False,False,low,none,low,low,02:47,2,in_session,False,False,True
2022-06-14,Tuesday,1.04323,1.0397,35.3,1.04954,1.0397,1.04916,1.04271,1.05201,1.04756,False,False,False,False,none,none,none,high,00:01,0,before_session,False,False,False
2022-06-15,Wednesday,1.04517,1.04263,25.4,1.04846,1.03997,1.0427,1.04426,1.04954,1.0397,True,False,False,False,high,none,high,low,00:34,0,before_session,True,True,False
2022-06-16,Thursday,1.04692,1.04308,38.4,1.05077,1.0359,1.04425,1.04429,1.04846,1.03997,False,False,False,False,none,none,none,low,01:38,1,in_session,True,False,False
2022-06-17,Friday,1.0552,1.05174,34.6,1.06014,1.03808,1.04429,1.05203,1.05077,1.0359,False,False,False,False,none,none,none,low,02:00,2,in_session,False,False,False
2022-06-20,Monday,1.05287,1.04848,43.9,1.05287,1.04729,1.04731,1.05283,1.05357,1.04444,True,False,False,False,high,none,high,high,00:29,0,before_session,False,False,True
2022-06-21,Tuesday,1.05424,1.05164,26.0,1.05458,1.04979,1.05281,1.0532,1.05287,1.04729,True,False,False,False,high,none,high,low,01:33,1,in_session,True,True,False
2022-06-22,Wednesday,1.05314,1.05021,29.3,1.05824,1.05021,1.0532,1.05107,1.05458,1.04979,False,True,False,False,low,none,low,low,00:43,0,before_session,True,False,True
2022-06-23,Thursday,1.0581,1.05557,25.3,1.06057,1.04687,1.05107,1.05692,1.05824,1.05021,False,False,False,False,none,none,none,low,03:15,3,in_session,False,False,False
2022-06-24,Friday,1.05371,1.0512,25.1,1.05792,1.04826,1.05692,1.05328,1.06057,1.04687,False,False,False,False,none,none,none,high,00:18,0,before_session,False,False,False
2022-06-27,Monday,1.05713,1.05502,21.1,1.05746,1.05457,1.05479,1.05563,1.05712,1.05141,True,False,False,False,high,none,high,high,03:04,3,in_session,False,False,True
2022-06-28,Tuesday,1.05864,1.05703,16.1,1.0615,1.05535,1.05562,1.05811,1.05746,1.05457,False,False,False,False,none,none,none,high,02:28,2,in_session,True,False,False
2022-06-29,Wednesday,1.05354,1.0517,18.4,1.06061,1.05032,1.0581,1.05296,1.0615,1.05535,False,True,False,False,low,none,low,low,00:31,0,before_session,False,False,True
2022-06-30,Thursday,1.04567,1.04329,23.8,1.0535,1.04329,1.05298,1.04516,1.06061,1.05032,False,True,False,False,low,none,low,high,00:56,0,before_session,True,True,False
2022-07-01,Friday,1.04783,1.04499,28.4,1.04887,1.03824,1.04517,1.04543,1.0535,1.04329,False,False,False,False,none,none,none,low,00:13,0,before_session,False,False,False
2022-07-04,Monday,1.04442,1.04244,19.8,1.04442,1.04142,1.04174,1.04259,1.0474,1.03658,False,False,False,False,none,none,none,low,02:31,2,in_session,True,False,False
2022-07-05,Tuesday,1.04381,1.0423,15.1,1.04627,1.0417,1.04258,1.04346,1.04442,1.04142,False,True,False,False,low,none,low,high,01:00,1,in_session,True,True,False
2022-07-06,Wednesday,1.02712,1.02537,17.5,1.04485,1.0235,1.04346,1.02637,1.04627,1.0417,False,True,False,False,low,none,low,low,00:30,0,before_session,False,False,True
2022-07-07,Thursday,1.02097,1.0176,33.7,1.02765,1.01614,1.02636,1.02035,1.04485,1.0235,False,False,False,False,none,none,none,high,01:07,1,in_session,True,False,False
2022-07-08,Friday,1.01912,1.01534,37.8,1.02209,1.01439,1.02035,1.01581,1.02765,1.01614,False,True,False,False,low,none,low,low,00:05,0,before_session,False,False,True
2022-07-11,Monday,1.01675,1.01348,32.7,1.01834,1.01348,1.01697,1.01494,1.01907,1.0072,False,True,False,False,low,none,low,low,02:24,2,in_session,False,False,True
2022-07-12,Tuesday,1.00552,1.00059,49.3,1.01544,1.00059,1.01493,1.00258,1.01834,1.01348,False,True,False,False,low,none,low,low,01:11,1,in_session,False,False,True
2022-07-13,Wednesday,1.00469,1.00226,24.3,1.00738,0.99999,1.00257,1.00363,1.01544,1.00059,False,False,False,False,none,none,none,high,02:00,2,in_session,True,False,False
2022-07-14,Thursday,1.00434,1.00136,29.8,1.01222,0.99979,1.00363,1.00328,1.00738,0.99999,False,False,False,False,none,none,none,low,02:12,2,in_session,False,False,False
2022-07-15,Friday,1.00411,1.0011,30.1,1.00503,0.99521,1.00329,1.00256,1.01222,0.99979,False,False,False,False,none,none,none,low,02:07,2,in_session,True,False,False
2022-07-18,Monday,1.01143,1.00866,27.7,1.01143,1.00785,1.00811,1.01042,1.00979,1.00068,True,False,False,False,high,none,high,low,02:02,2,in_session,True,True,False
2022-07-19,Tuesday,1.01483,1.01195,28.8,1.02011,1.00812,1.01041,1.01267,1.01143,1.00785,True,False,False,False,high,none,high,high,01:27,1,in_session,False,False,True
2022-07-20,Wednesday,1.02484,1.02307,17.7,1.0269,1.01241,1.01267,1.0243,1.02011,1.00812,True,False,False,False,high,none,high,low,02:11,2,in_session,True,True,False
2022-07-21,Thursday,1.02134,1.01782,35.2,1.02729,1.01553,1.02429,1.02088,1.0269,1.01241,False,False,False,False,none,none,none,high,00:31,0,before_session,True,False,False
2022-07-22,Friday,1.02216,1.01846,37.0,1.02781,1.01531,1.02088,1.01907,1.02729,1.01553,False,True,False,False,low,none,low,low,00:40,0,before_session,False,False,True
2022-07-25,Monday,1.02129,1.01809,32.0,1.02185,1.01809,1.02083,1.0207,1.02553,1.01297,True,True,False,False,conflict,none,conflict,high,03:22,3,in_session,True,False,False
2022-07-26,Tuesday,1.025,1.02218,28.2,1.02578,1.01784,1.0207,1.023,1.02185,1.01809,False,False,False,False,none,none,none,low,01:44,1,in_session,False,False,False
2022-07-27,Wednesday,1.01472,1.01278,19.4,1.02361,1.01074,1.02299,1.01426,1.02578,1.01784,False,False,False,False,none,none,none,high,00:16,0,before_session,True,False,False
2022-07-28,Thursday,1.02156,1.01803,35.3,1.02206,1.00966,1.01424,1.02095,1.02361,1.01074,True,False,False,False,high,none,high,high,00:30,0,before_session,False,False,True
2022-07-29,Friday,1.02247,1.01892,35.5,1.02343,1.01138,1.02094,1.02131,1.02206,1.00966,True,False,False,False,high,none,high,high,02:13,2,in_session,False,False,True
2022-08-01,Monday,1.02411,1.02075,33.6,1.02411,1.02053,1.02098,1.02254,1.02542,1.0146,True,False,False,False,high,none,high,high,04:14,4,in_session,False,False,True
2022-08-02,Tuesday,1.02939,1.0256,37.9,1.02939,1.02132,1.02253,1.02736,1.02411,1.02053,False,False,False,False,none,none,none,low,02:15,2,in_session,False,False,False
2022-08-03,Wednesday,1.01934,1.01498,43.6,1.02795,1.01498,1.02735,1.01912,1.02939,1.02132,False,False,False,False,none,none,none,high,05:10,5,after_session,True,False,False
2022-08-04,Thursday,1.0176,1.01542,21.8,1.02102,1.01226,1.01912,1.01626,1.02795,1.01498,False,False,False,False,none,none,none,high,03:06,3,in_session,False,False,False
2022-08-05,Friday,1.02482,1.02294,18.8,1.02537,1.01565,1.01626,1.02363,1.02102,1.01226,False,False,False,False,none,none,none,low,01:56,1,in_session,False,False,False
2022-08-08,Monday,1.01856,1.0159,26.6,1.01856,1.0159,1.01726,1.01855,1.02391,1.01415,True,False,False,False,high,none,high,high,00:59,0,before_session,False,False,True
2022-08-09,Tuesday,1.02008,1.01885,12.3,1.02217,1.01712,1.01854,1.01961,1.01856,1.0159,True,False,False,False,high,none,high,high,01:59,1,in_session,False,False,True
2022-08-10,Wednesday,1.0219,1.02027,16.3,1.02472,1.01916,1.01957,1.02137,1.02217,1.01712,False,False,False,False,none,none,none,low,04:07,4,in_session,True,False,False
2022-08-11,Thursday,1.03038,1.02812,22.6,1.03685,1.0202,1.02139,1.02883,1.02472,1.01916,False,False,False,False,none,none,none,low,01:09,1,in_session,False,False,False
2022-08-12,Friday,1.03251,1.03048,20.3,1.03642,1.02752,1.02886,1.03171,1.03685,1.0202,False,False,False,False,none,none,none,low,03:24,3,in_session,False,False,False
2022-08-15,Monday,1.02682,1.02397,28.5,1.02682,1.02397,1.02551,1.02518,1.03241,1.0238,False,True,False,False,low,none,low,low,02:30,2,in_session,False,False,True
2022-08-16,Tuesday,1.01698,1.01473,22.5,1.02557,1.01473,1.02519,1.01619,1.02682,1.02397,False,True,False,False,low,none,low,low,03:04,3,in_session,False,False,True
2022-08-17,Wednesday,1.01792,1.0166,13.2,1.01948,1.01225,1.0162,1.01733,1.02557,1.01473,False,False,False,False,none,none,none,high,00:43,0,before_session,False,False,False
2022-08-18,Thursday,1.01929,1.0167,25.9,1.02029,1.01453,1.01733,1.01705,1.01948,1.01225,False,False,False,False,none,none,none,low,00:19,0,before_session,False,False,False
2022-08-19,Friday,1.00911,1.00697,21.4,1.0188,1.00697,1.01704,1.008,1.02029,1.01453,False,False,False,False,none,none,none,high,03:44,3,in_session,True,False,False
2022-08-22,Monday,1.00466,1.00233,23.3,1.00466,1.00233,1.00366,1.00428,1.00954,1.00318,False,True,False,False,low,none,low,low,02:44,2,in_session,False,False,True
2022-08-23,Tuesday,0.995,0.993,20.0,1.00428,0.9926,1.00427,0.99418,1.00466,1.00233,False,True,False,False,low,none,low,low,01:15,1,in_session,False,False,True
2022-08-24,Wednesday,0.99718,0.99426,29.2,1.00181,0.99002,0.99417,0.99474,1.00428,0.9926,False,False,False,False,none,none,none,low,01:59,1,in_session,False,False,False
2022-08-25,Thursday,0.99926,0.99629,29.7,0.99993,0.99099,0.99473,0.99863,1.00181,0.99002,True,False,False,False,high,none,high,high,00:49,0,before_session,False,False,True
2022-08-26,Friday,0.99745,0.99625,12.0,1.00334,0.9949,0.99862,0.99703,0.99993,0.99099,False,True,False,False,low,none,low,low,00:59,0,before_session,True,False,True
2022-08-29,Monday,0.99452,0.9918,27.2,0.9967,0.9918,0.99657,0.99238,1.00898,0.99463,False,True,False,False,low,none,low,low,00:34,0,before_session,True,False,True
2022-08-30,Tuesday,1.00132,0.99818,31.4,1.00291,0.99141,0.99239,0.99982,0.9967,0.9918,True,False,False,False,high,none,high,high,03:38,3,in_session,False,False,True
2022-08-31,Wednesday,1.00344,1.00164,18.0,1.00547,0.99821,0.99983,1.0032,1.00291,0.99141,False,True,False,False,low,none,low,high,00:05,0,before_session,True,True,False
2022-09-01,Thursday,1.0038,1.00104,27.6,1.0079,0.99712,1.00322,1.00162,1.00547,0.99821,False,False,False,False,none,none,none,low,00:32,0,before_session,False,False,False
2022-09-02,Friday,0.99626,0.99499,12.7,1.00485,0.99107,1.00163,0.99618,1.0079,0.99712,False,False,False,False,none,none,none,high,00:00,0,before_session,False,False,False
2022-09-05,Monday,0.9929,0.99008,28.2,0.99347,0.99008,0.99285,0.99128,1.00335,0.99449,True,True,True,False,conflict,high,conflict,low,00:49,0,before_session,True,False,False
2022-09-06,Tuesday,0.99706,0.99426,28.0,0.99706,0.98772,0.99127,0.9944,0.99347,0.99008,True,False,False,False,high,none,high,high,02:55,2,in_session,True,False,True
2022-09-07,Wednesday,0.99038,0.98768,27.0,0.99862,0.98638,0.9944,0.98863,0.99706,0.98772,False,False,False,False,none,none,none,high,02:41,2,in_session,False,False,False
2022-09-08,Thursday,1.00008,0.99791,21.7,1.00128,0.98756,0.98859,0.99861,0.99862,0.98638,True,False,False,False,high,none,high,high,02:00,2,in_session,False,False,True
2022-09-09,Friday,1.0084,1.00083,75.7,1.0084,0.99303,0.9986,1.00693,1.00128,0.98756,True,False,False,False,high,none,high,high,03:11,3,in_session,False,False,True
2022-09-12,Monday,1.00951,1.00629,32.2,1.01039,1.00596,1.01039,1.0081,1.01131,1.0032,True,False,False,False,high,none,high,high,02:27,2,in_session,False,False,True
2022-09-13,Tuesday,1.01464,1.01239,22.5,1.01977,1.00732,1.00809,1.013,1.01039,1.00596,False,False,False,False,none,none,none,low,00:42,0,before_session,False,False,False
2022-09-14,Wednesday,0.99901,0.99686,21.5,1.0187,0.99554,1.013,0.99886,1.01977,1.00732,False,False,False,False,none,none,none,high,00:30,0,before_session,False,False,False
2022-09-15,Thursday,0.99824,0.9969,13.4,1.00234,0.99595,0.99887,0.99739,1.0187,0.99554,False,True,False,False,low,none,low,low,00:56,0,before_session,False,False,True
2022-09-16,Friday,1.0012,0.9986,26.0,1.00177,0.99556,0.9974,0.99972,1.00234,0.99595,False,True,False,False,low,none,low,low,01:17,1,in_session,True,False,True
2022-09-19,Monday,1.00291,0.99943,34.8,1.00291,0.99943,1.00072,0.99979,1.00363,0.99448,False,True,False,False,low,none,low,low,00:51,0,before_session,False,False,True
2022-09-20,Tuesday,1.00504,1.00199,30.5,1.00504,0.99657,0.9998,1.00294,1.00291,0.99943,False,False,False,False,none,none,none,low,00:42,0,before_session,False,False,False
2022-09-21,Wednesday,0.9975,0.99573,17.7,1.0042,0.9955,1.00294,0.99659,1.00504,0.99657,False,True,False,False,low,none,low,low,00:57,0,before_session,False,False,True
2022-09-22,Thursday,0.98378,0.9808,29.8,0.99683,0.9808,0.9966,0.98193,1.0042,0.9955,False,False,False,False,none,none,none,high,01:34,1,in_session,False,False,False
2022-09-23,Friday,0.98517,0.98206,31.1,0.99074,0.98119,0.98191,0.98233,0.99683,0.9808,False,True,False,False,low,none,low,low,00:06,0,before_session,False,False,True
2022-09-26,Monday,0.96916,0.95503,141.3,0.97098,0.95503,0.96666,0.96338,0.9838,0.9668,False,False,True,False,none,high,high,high,03:23,3,in_session,False,False,True
2022-09-27,Tuesday,0.96449,0.96184,26.5,0.97013,0.95839,0.96338,0.96408,0.97098,0.95503,False,False,False,False,none,none,none,high,00:07,0,before_session,False,False,False
2022-09-28,Wednesday,0.96006,0.95426,58.0,0.96707,0.95426,0.96408,0.95578,0.97013,0.95839,False,True,False,False,low,none,low,low,02:59,2,in_session,True,False,True
2022-09-29,Thursday,0.97137,0.96743,39.4,0.97508,0.95357,0.95579,0.96859,0.96707,0.95426,False,False,False,False,none,none,none,low,01:36,1,in_session,True,False,False
