entry_bar,outcome,r_multiple,risk_pips
126192,LOSS,-1.0,7.3
126317,LOSS,-1.0,7.4
126372,LOSS,-1.0,5.3
126562,LOSS,-1.0,4.5
126622,OPEN,0.0,12.0
133374,WIN,2.667,7.8
134746,LOSS,-1.0,2.9
134871,LOSS,-1.0,8.2
135116,LOSS,-1.0,6.8
135206,OPEN,0.0,12.9
137741,LOSS,-1.0,2.9
137776,LOSS,-1.0,6.7
137956,LOSS,-1.0,3.4
138086,OPEN,0.0,12.3
138993,LOSS,-1.0,4.3
139038,WIN,1.531,9.8
140430,LOSS,-1.0,9.2
140530,LOSS,-1.0,9.8
140760,LOSS,-1.0,8.6
140855,LOSS,-1.0,7.1
140895,LOSS,-1.0,9.9
141829,WIN,1.0,6.6
143291,LOSS,-1.0,5.7
143386,WIN,3.863,5.1
144765,LOSS,-1.0,5.5
144795,LOSS,-1.0,9.4
144870,LOSS,-1.0,5.6
145065,OPEN,0.0,3.6
147534,LOSS,-1.0,1.1
147639,LOSS,-1.0,7.9
147689,OPEN,0.0,11.3
159177,LOSS,-1.0,3.9
159217,LOSS,-1.0,3.6
159312,LOSS,-1.0,8.8
159402,LOSS,-1.0,3.1
159432,LOSS,-1.0,5.2
159502,LOSS,-1.0,8.4
159612,OPEN,0.0,14.0
161994,LOSS,-1.0,7.1
162044,WIN,0.386,14.5
164784,LOSS,-1.0,0.4
164914,WIN,3.061,8.2
166197,LOSS,-1.0,5.1
166257,WIN,0.625,11.2
170567,LOSS,-1.0,6.3
170707,LOSS,-1.0,5.7
170767,LOSS,-1.0,4.0
171022,LOSS,-1.0,7.6
171047,OPEN,0.0,10.4
176284,LOSS,-1.0,4.0
176389,LOSS,-1.0,10.9
176689,LOSS,-1.0,6.2
176754,OPEN,0.0,12.5
177787,WIN,1.18,11.1
184859,LOSS,-1.0,5.2
184924,LOSS,-1.0,3.8
185029,LOSS,-1.0,8.7
185099,OPEN,0.0,4.9
186251,WIN,4.6,6.5
187652,LOSS,-1.0,7.4
187692,LOSS,-1.0,6.3
187802,WIN,0.0,12.5
189112,LOSS,-1.0,13.2
189222,LOSS,-1.0,9.2
189407,LOSS,-1.0,5.3
189567,LOSS,-1.0,6.2
189617,OPEN,0.0,15.8
194857,LOSS,-1.0,5.4
194892,LOSS,-1.0,2.4
194952,LOSS,-1.0,6.2
195052,LOSS,-1.0,4.1
195242,LOSS,-1.0,12.1
195267,LOSS,-1.0,8.0
195352,LOSS,-1.0,3.2
196242,LOSS,-1.0,4.3
196267,LOSS,-1.0,5.7
196412,WIN,3.214,7.0
203398,LOSS,-1.0,7.4
203443,WIN,1.125,7.2
206187,LOSS,-1.0,4.1
206312,LOSS,-1.0,12.6
206432,LOSS,-1.0,5.4
206717,OPEN,0.0,10.5
210516,LOSS,-1.0,11.8
210571,LOSS,-1.0,3.0
210671,LOSS,-1.0,7.4
210766,LOSS,-1.0,7.2
211001,LOSS,-1.0,7.7
211041,OPEN,0.0,4.5
213351,LOSS,-1.0,2.1
213486,LOSS,-1.0,5.0
213546,LOSS,-1.0,5.3
213601,OPEN,0.0,8.7
214765,LOSS,-1.0,5.0
214865,LOSS,-1.0,5.3
214950,LOSS,-1.0,5.1
215025,LOSS,-1.0,4.2
215050,LOSS,-1.0,3.1
215120,WIN,1.561,9.8
216235,WIN,2.938,4.8
220437,LOSS,-1.0,4.7
220462,LOSS,-1.0,5.7
220592,LOSS,-1.0,8.1
220662,LOSS,-1.0,5.5
220822,LOSS,-1.0,4.5
221852,LOSS,-1.0,4.3
221867,WIN,1.541,3.7
230391,WIN,3.761,4.6
234746,LOSS,-1.0,6.5
235016,LOSS,-1.0,9.0
235076,LOSS,-1.0,4.7
240184,LOSS,-1.0,3.2
240254,WIN,3.729,5.9
243049,LOSS,-1.0,3.5
243149,LOSS,-1.0,4.7
243229,LOSS,-1.0,9.2
243359,OPEN,0.0,3.8
245854,LOSS,-1.0,7.3
245959,LOSS,-1.0,8.7
246119,LOSS,-1.0,6.1
246144,WIN,1.387,8.0
254466,LOSS,-1.0,4.0
254531,WIN,12.565,2.3
257293,WIN,6.0,3.4
261478,LOSS,-1.0,4.5
261538,LOSS,-1.0,8.3
261723,LOSS,-1.0,6.4
261813,LOSS,-1.0,5.5
261968,WIN,0.0,4.3
265828,LOSS,-1.0,9.9
266243,LOSS,-1.0,10.0
266303,OPEN,0.0,4.5
267144,LOSS,-1.0,3.7
267224,LOSS,-1.0,9.2
267319,LOSS,-1.0,9.3
267394,LOSS,-1.0,16.6
267574,LOSS,-1.0,7.9
267699,OPEN,0.0,14.9
271418,WIN,1.742,6.6
275807,LOSS,-1.0,8.6
276117,LOSS,-1.0,5.7
276157,OPEN,0.0,6.7
277288,LOSS,-1.0,5.4
277353,LOSS,-1.0,6.4
277478,LOSS,-1.0,3.4
277543,OPEN,0.0,6.9
284348,WIN,1.651,6.3
285698,LOSS,-1.0,1.8
285748,WIN,2.387,6.2
287279,LOSS,-1.0,4.8
287394,LOSS,-1.0,5.8
287584,LOSS,-1.0,8.3
287624,LOSS,-1.0,4.3
287669,OPEN,0.0,10.9
288608,LOSS,-1.0,6.7
288733,WIN,4.375,5.6
290020,LOSS,-1.0,6.6
290090,OPEN,0.0,11.1
292823,LOSS,-1.0,1.9
292933,LOSS,-1.0,5.7
293048,OPEN,0.0,6.4
297174,LOSS,-1.0,6.7
297574,LOSS,-1.0,7.1
297609,OPEN,0.0,18.8
302865,WIN,1.606,9.4
305818,LOSS,-1.0,6.5
305868,LOSS,-1.0,5.3
305948,LOSS,-1.0,6.5
305968,LOSS,-1.0,3.9
306013,LOSS,-1.0,4.0
306048,LOSS,-1.0,9.2
306143,LOSS,-1.0,5.8
306218,LOSS,-1.0,5.6
307106,LOSS,-1.0,3.8
307141,WIN,1.103,8.7
308530,LOSS,-1.0,5.8
308605,LOSS,-1.0,4.3
308680,LOSS,-1.0,4.4
308750,LOSS,-1.0,3.7
308850,LOSS,-1.0,2.6
308920,WIN,0.0,8.7
311414,WIN,3.151,5.3
312747,WIN,2.1,5.0
314184,WIN,4.196,4.6
318463,LOSS,-1.0,4.1
318518,LOSS,-1.0,4.8
318588,LOSS,-1.0,7.2
318798,WIN,2.081,6.2
328572,LOSS,-1.0,19.3
328662,OPEN,0.0,14.6
329980,LOSS,-1.0,6.6
330025,WIN,0.19,11.6
331396,LOSS,-1.0,4.2
331496,LOSS,-1.0,4.4
331551,LOSS,-1.0,3.6
331576,LOSS,-1.0,5.3
331721,OPEN,0.0,10.5
332954,LOSS,-1.0,16.7
333059,LOSS,-1.0,8.8
333099,LOSS,-1.0,18.4
333189,LOSS,-1.0,16.0
333224,LOSS,-1.0,6.5
333349,OPEN,0.0,9.9
335851,LOSS,-1.0,9.3
335931,LOSS,-1.0,13.5
336161,WIN,5.787,14.1
337131,LOSS,-1.0,9.4
337341,WIN,0.296,17.9
342863,LOSS,-1.0,6.0
342913,LOSS,-1.0,8.1
342968,WIN,0.124,13.7
344351,LOSS,-1.0,4.9
344456,LOSS,-1.0,3.7
344476,WIN,0.699,8.3
351449,LOSS,-1.0,1.5
351524,LOSS,-1.0,5.6
351579,LOSS,-1.0,4.3
351634,LOSS,-1.0,7.0
351774,WIN,0.733,9.0
352943,LOSS,-1.0,7.5
353013,LOSS,-1.0,6.2
353308,OPEN,0.0,19.8
355824,LOSS,-1.0,5.1
355889,LOSS,-1.0,7.2
356094,LOSS,-1.0,9.0
356184,LOSS,-1.0,6.1
356254,LOSS,-1.0,9.9
356324,OPEN,0.0,12.5
357227,LOSS,-1.0,8.3
357287,LOSS,-1.0,4.6
357557,WIN,1.107,13.1
361653,WIN,6.0,2.6
362962,LOSS,-1.0,4.1
363047,WIN,0.0,3.8
372859,LOSS,-1.0,2.5
372899,LOSS,-1.0,4.1
372999,LOSS,-1.0,7.5
373039,LOSS,-1.0,6.2
373074,LOSS,-1.0,7.0
373139,LOSS,-1.0,7.4
373174,LOSS,-1.0,13.1
373344,OPEN,0.0,8.3
375842,LOSS,-1.0,2.4
375902,WIN,9.2,2.0
378595,LOSS,-1.0,6.3
378705,WIN,2.0,6.5
381520,LOSS,-1.0,12.0
381885,LOSS,-1.0,5.7
384360,LOSS,-1.0,5.7
384425,WIN,3.273,7.7
387137,LOSS,-1.0,5.8
387177,LOSS,-1.0,4.2
387292,LOSS,-1.0,8.7
387382,LOSS,-1.0,4.0
387532,LOSS,-1.0,9.1
387637,LOSS,-1.0,13.4
387712,OPEN,0.0,7.5
388666,WIN,0.864,11.0
390060,LOSS,-1.0,8.0
390130,LOSS,-1.0,5.6
390185,LOSS,-1.0,7.1
390400,LOSS,-1.0,7.0
390470,LOSS,-1.0,6.4
390505,LOSS,-1.0,6.8
398626,LOSS,-1.0,7.0
398746,LOSS,-1.0,4.9
398826,LOSS,-1.0,8.8
399051,LOSS,-1.0,9.3
399171,OPEN,0.0,18.3
400148,LOSS,-1.0,16.2
400353,OPEN,0.0,8.7
410165,LOSS,-1.0,8.9
410255,WIN,4.07,5.7
414411,LOSS,-1.0,7.7
414526,LOSS,-1.0,11.6
414576,LOSS,-1.0,13.0
414811,LOSS,-1.0,8.8
415829,LOSS,-1.0,5.8
415929,LOSS,-1.0,11.1
416109,OPEN,0.0,8.5
417326,OPEN,0.0,19.2
418701,LOSS,-1.0,2.6
418741,LOSS,-1.0,8.3
418786,LOSS,-1.0,3.1
418856,LOSS,-1.0,1.3
419026,WIN,1.024,4.2
420134,LOSS,-1.0,4.8
420199,WIN,7.885,6.1
421822,OPEN,0.0,21.1
427355,LOSS,-1.0,18.1
427565,LOSS,-1.0,25.8
427790,LOSS,-1.0,7.9
427880,OPEN,0.0,21.9
428767,LOSS,-1.0,8.1
428802,LOSS,-1.0,10.8
428877,WIN,2.976,8.3
434516,WIN,1.802,27.3
437391,LOSS,-1.0,10.6
437466,LOSS,-1.0,7.6
437566,LOSS,-1.0,11.4
437806,LOSS,-1.0,9.4
437826,LOSS,-1.0,18.3
437941,OPEN,0.0,21.7
438849,WIN,0.247,24.3
441785,LOSS,-1.0,3.9
441930,LOSS,-1.0,21.2
442310,OPEN,0.0,13.7
443250,OPEN,0.0,23.2
444614,WIN,1.267,11.6
446144,WIN,1.634,14.2
451797,WIN,1.8,5.0
457470,LOSS,-1.0,8.3
457525,LOSS,-1.0,5.5
457700,LOSS,-1.0,11.5
457825,LOSS,-1.0,14.3
457885,OPEN,0.0,19.1
458895,LOSS,-1.0,2.9
458960,LOSS,-1.0,11.6
459060,LOSS,-1.0,8.3
459390,OPEN,0.0,12.9
467478,WIN,1.534,14.8
473187,LOSS,-1.0,11.0
473527,WIN,0.655,22.0
474660,WIN,5.565,6.2
476261,LOSS,-1.0,5.5
476456,OPEN,0.0,8.2
478975,LOSS,-1.0,6.0
479075,LOSS,-1.0,9.4
479150,LOSS,-1.0,12.1
479405,OPEN,0.0,13.1
480537,LOSS,-1.0,7.7
480627,LOSS,-1.0,11.4
480917,OPEN,0.0,15.7
481926,OPEN,0.0,21.3
483255,WIN,1.179,7.8
490430,LOSS,-1.0,8.8
490520,LOSS,-1.0,19.3
490560,LOSS,-1.0,8.9
490635,LOSS,-1.0,9.9
490725,OPEN,0.0,13.9
501867,LOSS,-1.0,8.6
501912,LOSS,-1.0,8.4
501972,LOSS,-1.0,3.9
502007,LOSS,-1.0,7.0
502052,WIN,3.623,10.6
504738,LOSS,-1.0,10.1
504783,LOSS,-1.0,6.5
504893,WIN,1.24,20.8
506342,LOSS,-1.0,6.3
506482,OPEN,0.0,13.2
507651,LOSS,-1.0,4.9
507681,LOSS,-1.0,18.6
507776,LOSS,-1.0,11.5
507966,OPEN,0.0,19.9
511902,WIN,2.207,12.1
513384,LOSS,-1.0,10.3
513559,LOSS,-1.0,12.6
514869,LOSS,-1.0,14.9
515294,LOSS,-1.0,4.3
520523,LOSS,-1.0,12.8
520718,LOSS,-1.0,8.9
520798,LOSS,-1.0,8.6
521058,OPEN,0.0,6.0
524886,LOSS,-1.0,7.4
524911,LOSS,-1.0,6.4
524946,LOSS,-1.0,8.9
525076,LOSS,-1.0,3.8
525161,LOSS,-1.0,13.6
525241,LOSS,-1.0,21.4
525336,LOSS,-1.0,6.6
527721,LOSS,-1.0,9.5
527786,WIN,3.457,9.4
533480,WIN,1.147,12.9
536336,LOSS,-1.0,9.4
536371,LOSS,-1.0,10.8
536416,OPEN,0.0,11.2
537782,LOSS,-1.0,28.5
537872,WIN,2.449,23.6
542034,LOSS,-1.0,19.2
542189,OPEN,0.0,12.1
547695,LOSS,-1.0,3.4
547955,LOSS,-1.0,11.4
548210,OPEN,0.0,14.7
549265,LOSS,-1.0,9.7
549705,OPEN,0.0,10.3
550685,LOSS,-1.0,10.7
550765,WIN,1.007,13.5
553476,WIN,5.111,5.4
557733,WIN,1.518,8.5
560654,WIN,2.246,11.8
566332,LOSS,-1.0,5.6
566387,LOSS,-1.0,14.6
566407,WIN,0.16,20.6
572268,LOSS,-1.0,24.6
572348,OPEN,0.0,23.0
574972,WIN,3.99,9.7
577930,WIN,0.357,30.5
580696,WIN,1.451,9.1
582136,LOSS,-1.0,4.6
582166,WIN,1.551,18.7
583641,WIN,2.337,19.0
585247,LOSS,-1.0,12.2
585577,OPEN,0.0,3.7
589396,LOSS,-1.0,9.0
589491,LOSS,-1.0,7.9
589526,LOSS,-1.0,7.2
589566,LOSS,-1.0,6.4
589596,LOSS,-1.0,16.8
589776,LOSS,-1.0,10.1
589866,OPEN,0.0,13.3
592177,LOSS,-1.0,5.5
592327,LOSS,-1.0,6.1
592352,LOSS,-1.0,12.2
592507,LOSS,-1.0,7.1
592567,LOSS,-1.0,13.8
592592,LOSS,-1.0,6.4
592757,OPEN,0.0,13.1
593662,LOSS,-1.0,5.8
593812,OPEN,0.0,8.3
602233,WIN,0.8,7.5
605225,WIN,0.947,13.2
610897,WIN,3.123,17.1
613811,LOSS,-1.0,12.2
613936,LOSS,-1.0,8.6
614026,LOSS,-1.0,13.0
614136,LOSS,-1.0,12.1
614231,OPEN,0.0,16.3
615300,LOSS,-1.0,10.3
615400,OPEN,0.0,21.0
616745,WIN,0.0,9.4
619586,LOSS,-1.0,5.5
619771,LOSS,-1.0,8.1
619821,LOSS,-1.0,3.0
619911,LOSS,-1.0,10.0
620046,LOSS,-1.0,8.4
622454,WIN,2.726,11.7
623859,LOSS,-1.0,16.5
623914,WIN,2.941,13.5
625290,WIN,0.888,11.6
626804,LOSS,-1.0,15.3
626834,OPEN,0.0,13.3
628212,OPEN,0.0,30.2
629546,LOSS,-1.0,8.2
629591,LOSS,-1.0,22.0
629711,LOSS,-1.0,10.1
629781,LOSS,-1.0,6.9
629856,WIN,6.79,8.1
639735,OPEN,0.0,32.3
642539,LOSS,-1.0,10.1
642564,LOSS,-1.0,20.4
642639,OPEN,0.0,21.0
643873,LOSS,-1.0,7.4
643908,WIN,1.399,21.8
648186,WIN,3.786,7.0
651149,LOSS,-1.0,21.6
651339,LOSS,-1.0,13.4
651549,LOSS,-1.0,19.9
652554,WIN,0.0,17.4
659651,LOSS,-1.0,1.4
659701,WIN,3.615,10.9
663973,WIN,0.5,12.6
665444,LOSS,-1.0,3.6
665449,WIN,2.333,14.4
668282,LOSS,-1.0,10.6
668307,LOSS,-1.0,15.6
668387,LOSS,-1.0,10.6
668577,LOSS,-1.0,15.9
668642,LOSS,-1.0,18.0
668767,LOSS,-1.0,15.5
668812,OPEN,0.0,22.5
674017,LOSS,-1.0,8.6
674052,LOSS,-1.0,3.6
674117,LOSS,-1.0,9.6
674187,LOSS,-1.0,21.6
674572,OPEN,0.0,6.4
679767,LOSS,-1.0,6.4
679962,LOSS,-1.0,8.9
679987,LOSS,-1.0,11.3
680107,LOSS,-1.0,11.9
680162,WIN,3.011,17.4
684340,LOSS,-1.0,11.2
684465,LOSS,-1.0,29.9
684535,OPEN,0.0,13.1
685660,LOSS,-1.0,9.2
685750,LOSS,-1.0,11.6
685825,LOSS,-1.0,17.5
685885,OPEN,0.0,9.3
689759,WIN,1.105,13.3
691263,LOSS,-1.0,9.5
691403,LOSS,-1.0,24.2
691513,LOSS,-1.0,4.2
691588,LOSS,-1.0,13.3
691638,LOSS,-1.0,17.6
691713,LOSS,-1.0,5.6
691748,LOSS,-1.0,6.8
691768,LOSS,-1.0,12.5
692762,WIN,0.328,34.1
694135,LOSS,-1.0,13.2
694325,LOSS,-1.0,16.6
694590,OPEN,0.0,22.5
695537,LOSS,-1.0,17.3
695582,LOSS,-1.0,17.6
695752,OPEN,0.0,12.4
697051,WIN,1.65,17.7
702756,LOSS,-1.0,7.8
702886,WIN,0.151,15.2
707050,LOSS,-1.0,4.8
707145,LOSS,-1.0,6.6
707245,LOSS,-1.0,9.1
707265,OPEN,0.0,8.7
710085,LOSS,-1.0,18.2
710270,LOSS,-1.0,27.1
710335,WIN,4.68,10.0
711314,LOSS,-1.0,5.5
711334,WIN,1.519,16.0
712747,LOSS,-1.0,1.3
712802,LOSS,-1.0,18.4
712877,WIN,1.66,15.0
718546,WIN,5.117,6.0
719947,LOSS,-1.0,8.6
720037,WIN,0.176,14.8
721366,LOSS,-1.0,7.5
721426,LOSS,-1.0,7.4
721441,LOSS,-1.0,6.1
721561,LOSS,-1.0,10.1
721621,LOSS,-1.0,3.3
721696,LOSS,-1.0,10.1
721801,LOSS,-1.0,14.5
721876,OPEN,0.0,10.3
722851,LOSS,-1.0,10.1
722866,WIN,5.044,4.5
724236,WIN,1.957,6.9
727131,WIN,1.26,9.6
728535,LOSS,-1.0,5.2
728570,LOSS,-1.0,7.8
728705,WIN,1.582,23.9
731473,LOSS,-1.0,9.2
731488,LOSS,-1.0,12.4
731643,WIN,1.056,10.7
732910,LOSS,-1.0,2.2
732945,LOSS,-1.0,19.4
733035,WIN,2.949,9.8
734343,LOSS,-1.0,8.0
734558,LOSS,-1.0,8.0
734653,LOSS,-1.0,9.2
734713,OPEN,0.0,28.9
735732,LOSS,-1.0,2.0
736058,OPEN,0.0,7.5
737062,LOSS,-1.0,8.7
737327,WIN,2.275,10.2
738527,LOSS,-1.0,7.0
738882,LOSS,-1.0,20.3
738967,WIN,0.959,24.2
745704,OPEN,0.0,15.1
749927,LOSS,-1.0,11.5
750017,LOSS,-1.0,5.9
750312,LOSS,-1.0,13.0
750337,LOSS,-1.0,9.7
750462,LOSS,-1.0,3.7
751433,LOSS,-1.0,6.5
751538,WIN,1.434,10.6
752803,WIN,3.254,6.3
755768,WIN,1.006,16.2
758604,LOSS,-1.0,12.3
758899,LOSS,-1.0,10.5
758944,WIN,9.194,6.2
760029,LOSS,-1.0,10.7
760139,LOSS,-1.0,1.2
760384,LOSS,-1.0,3.8
760409,OPEN,0.0,14.9
761476,LOSS,-1.0,7.9
761556,LOSS,-1.0,7.9
761581,LOSS,-1.0,9.5
761716,OPEN,0.0,16.7
764254,LOSS,-1.0,14.3
764429,WIN,2.0,13.3
765671,LOSS,-1.0,6.1
765731,WIN,1.234,12.8
767118,WIN,3.712,5.2
774228,LOSS,-1.0,4.3
774273,LOSS,-1.0,7.2
774313,LOSS,-1.0,8.8
774418,LOSS,-1.0,4.0
774493,LOSS,-1.0,4.9
774528,LOSS,-1.0,4.1
774643,LOSS,-1.0,6.4
774783,OPEN,0.0,5.6
777071,WIN,0.0,14.6
781454,LOSS,-1.0,16.5
781529,WIN,4.0,7.0
782786,LOSS,-1.0,10.0
783041,LOSS,-1.0,15.5
783261,LOSS,-1.0,9.6
783291,OPEN,0.0,19.7
784254,LOSS,-1.0,6.3
784294,LOSS,-1.0,3.9
784354,WIN,1.015,13.7
785717,LOSS,-1.0,11.0
786022,LOSS,-1.0,9.6
787094,LOSS,-1.0,6.3
787294,LOSS,-1.0,13.7
787464,WIN,1.718,15.6
790069,LOSS,-1.0,6.1
790099,LOSS,-1.0,11.1
790189,WIN,3.712,5.2
792821,LOSS,-1.0,4.6
792856,WIN,2.538,8.0
800124,OPEN,0.0,13.8
801938,LOSS,-1.0,12.1
802008,WIN,1.482,11.0
802933,LOSS,-1.0,2.2
802998,LOSS,-1.0,6.5
803183,LOSS,-1.0,5.0
803263,LOSS,-1.0,7.5
805974,LOSS,-1.0,4.4
806134,LOSS,-1.0,4.8
806266,LOSS,-1.0,7.4
806986,WIN,0.267,21.7
808004,WIN,6.69,8.7
810952,LOSS,-1.0,10.7
811027,WIN,3.989,9.3
811992,LOSS,-1.0,8.2
812042,WIN,4.602,9.8
816090,WIN,1.355,20.3
819125,LOSS,-1.0,4.8
819335,LOSS,-1.0,10.2
821053,LOSS,-1.0,11.4
821108,LOSS,-1.0,12.9
821178,LOSS,-1.0,8.1
821243,LOSS,-1.0,16.8
821298,LOSS,-1.0,6.0
821403,OPEN,0.0,15.8
823274,LOSS,-1.0,5.7
823324,LOSS,-1.0,7.8
823424,LOSS,-1.0,9.3
826331,LOSS,-1.0,9.0
826611,LOSS,-1.0,3.0
826626,LOSS,-1.0,13.1
826796,OPEN,0.0,8.8
828792,LOSS,-1.0,7.0
829047,LOSS,-1.0,6.5
829077,LOSS,-1.0,8.5
829157,OPEN,0.0,6.4
829799,LOSS,-1.0,5.8
829879,LOSS,-1.0,4.5
829999,LOSS,-1.0,3.5
830089,LOSS,-1.0,7.3
830149,OPEN,0.0,27.0
831829,WIN,1.727,9.9
833849,LOSS,-1.0,2.9
833909,LOSS,-1.0,6.4
834059,OPEN,0.0,10.5
835944,LOSS,-1.0,5.6
836039,LOSS,-1.0,9.5
836069,WIN,1.295,11.2
839946,LOSS,-1.0,4.9
840166,LOSS,-1.0,10.7
840241,LOSS,-1.0,16.8
840336,OPEN,0.0,24.9
840973,WIN,1.849,8.6
844028,LOSS,-1.0,6.8
844128,WIN,0.006,16.2
845014,LOSS,-1.0,5.1
845044,LOSS,-1.0,7.2
845154,LOSS,-1.0,3.7
845998,WIN,1.243,10.3
847042,LOSS,-1.0,5.3
847092,WIN,0.431,16.0
848077,LOSS,-1.0,6.2
848172,WIN,1.04,17.5
849061,LOSS,-1.0,6.7
849091,WIN,0.085,12.9
852158,LOSS,-1.0,3.3
852258,WIN,0.0,8.3
853162,LOSS,-1.0,6.1
853252,LOSS,-1.0,5.4
853297,LOSS,-1.0,6.4
853472,LOSS,-1.0,3.9
857305,LOSS,-1.0,11.1
857580,LOSS,-1.0,6.7
860278,LOSS,-1.0,2.3
860308,LOSS,-1.0,7.0
860428,WIN,0.905,9.5
862435,LOSS,-1.0,10.8
862635,WIN,1.444,14.4
863320,WIN,3.327,5.5
867341,WIN,1.213,9.4
869453,WIN,2.694,4.9
871477,WIN,0.537,6.7
873418,LOSS,-1.0,5.4
873628,OPEN,0.0,18.6
874453,LOSS,-1.0,3.2
874508,LOSS,-1.0,11.1
874618,LOSS,-1.0,7.7
874653,LOSS,-1.0,9.1
874758,OPEN,0.0,31.1
877515,WIN,0.753,15.4
879461,LOSS,-1.0,6.7
879516,LOSS,-1.0,9.0
879556,WIN,2.449,8.9
883418,WIN,0.692,6.5
884501,LOSS,-1.0,5.9
884556,LOSS,-1.0,4.3
884761,OPEN,0.0,9.1
891534,LOSS,-1.0,4.7
891579,LOSS,-1.0,17.8
891774,OPEN,0.0,19.2
892521,WIN,3.207,2.9
894558,WIN,1.629,9.7
895550,LOSS,-1.0,3.5
895885,LOSS,-1.0,7.3
898580,LOSS,-1.0,2.8
898610,LOSS,-1.0,9.2
898655,LOSS,-1.0,5.4
898720,WIN,1.615,13.0
899628,WIN,2.876,9.7
900549,WIN,0.472,10.6
902638,LOSS,-1.0,4.0
902783,WIN,0.0,12.3
903666,WIN,0.636,13.2
904666,WIN,1.975,8.1
905686,LOSS,-1.0,8.7
905781,LOSS,-1.0,7.9
905821,LOSS,-1.0,6.4
905846,LOSS,-1.0,7.6
905931,OPEN,0.0,25.0
906849,WIN,4.636,11.8
907720,LOSS,-1.0,16.1
908005,LOSS,-1.0,13.0
908070,OPEN,0.0,14.4
917453,WIN,6.429,4.2
918856,LOSS,-1.0,4.7
918936,LOSS,-1.0,6.8
919051,LOSS,-1.0,5.7
919306,LOSS,-1.0,9.0
919386,LOSS,-1.0,6.2
919401,OPEN,0.0,8.9
920385,LOSS,-1.0,11.4
920485,LOSS,-1.0,5.2
920600,LOSS,-1.0,4.8
920680,LOSS,-1.0,9.2
920780,OPEN,0.0,20.6
921770,LOSS,-1.0,12.1
921905,WIN,2.12,7.5
924662,LOSS,-1.0,7.7
924767,LOSS,-1.0,12.2
924837,WIN,4.361,8.3
926019,LOSS,-1.0,6.3
926059,LOSS,-1.0,7.6
926199,LOSS,-1.0,1.1
926319,WIN,2.78,5.9
927534,LOSS,-1.0,8.2
927769,LOSS,-1.0,5.5
927834,LOSS,-1.0,4.0
927894,LOSS,-1.0,7.7
930451,LOSS,-1.0,6.0
930576,LOSS,-1.0,9.3
