entry_bar,outcome,r_multiple,risk_pips
102351,LOSS,-1.0,3.3
102406,LOSS,-1.0,12.1
102441,WIN,0.587,14.3
110564,LOSS,-1.0,5.1
110694,LOSS,-1.0,12.4
110804,LOSS,-1.0,7.5
110849,LOSS,-1.0,7.4
111024,OPEN,0.0,9.7
111991,WIN,1.746,5.9
116293,LOSS,-1.0,6.6
116433,WIN,3.441,5.9
117661,LOSS,-1.0,0.3
117666,LOSS,-1.0,4.3
117741,LOSS,-1.0,7.5
118136,WIN,1.006,16.3
119152,LOSS,-1.0,7.2
119192,LOSS,-1.0,1.1
119217,LOSS,-1.0,4.6
119267,LOSS,-1.0,6.4
119632,OPEN,0.0,12.7
120510,LOSS,-1.0,5.0
120720,LOSS,-1.0,3.0
120820,LOSS,-1.0,6.1
120885,LOSS,-1.0,6.5
120905,LOSS,-1.0,8.3
121025,LOSS,-1.0,16.8
121085,OPEN,0.0,9.3
121969,WIN,1.196,10.2
123520,LOSS,-1.0,4.2
123895,OPEN,0.0,20.6
124848,LOSS,-1.0,8.2
124893,OPEN,0.0,6.7
127621,WIN,0.65,10.3
129138,WIN,1.493,13.6
130498,WIN,1.0,9.9
136125,WIN,2.71,6.2
146233,LOSS,-1.0,15.4
146303,LOSS,-1.0,3.7
146393,LOSS,-1.0,3.3
146493,LOSS,-1.0,4.8
146538,LOSS,-1.0,8.5
148992,LOSS,-1.0,6.0
149052,WIN,0.911,7.9
150744,WIN,0.0,7.7
152068,LOSS,-1.0,6.4
152103,LOSS,-1.0,4.7
152123,LOSS,-1.0,5.0
152238,LOSS,-1.0,10.8
152333,LOSS,-1.0,7.1
152388,OPEN,0.0,6.4
153583,LOSS,-1.0,6.6
153933,LOSS,-1.0,14.2
153988,LOSS,-1.0,6.2
154880,LOSS,-1.0,1.6
154910,LOSS,-1.0,3.2
155200,WIN,1.74,9.6
156376,LOSS,-1.0,3.5
156601,WIN,2.099,7.1
157715,LOSS,-1.0,4.2
157815,OPEN,0.0,9.6
160557,LOSS,-1.0,7.7
160652,WIN,3.015,6.8
163459,WIN,0.0,9.0
167751,LOSS,-1.0,12.9
167911,LOSS,-1.0,8.5
167956,LOSS,-1.0,8.3
168146,LOSS,-1.0,9.5
169094,LOSS,-1.0,8.2
169139,LOSS,-1.0,5.9
169264,LOSS,-1.0,5.2
169329,LOSS,-1.0,9.7
169549,LOSS,-1.0,6.6
169589,LOSS,-1.0,16.9
169629,OPEN,0.0,12.2
171988,LOSS,-1.0,7.7
172023,LOSS,-1.0,7.1
172098,LOSS,-1.0,11.0
172193,LOSS,-1.0,7.0
172368,OPEN,0.0,5.4
173464,WIN,1.007,14.2
174812,WIN,0.45,8.0
179281,LOSS,-1.0,6.6
179426,LOSS,-1.0,6.9
179531,OPEN,0.0,10.9
180556,LOSS,-1.0,9.4
180631,LOSS,-1.0,6.9
180661,LOSS,-1.0,8.0
180721,LOSS,-1.0,11.7
180791,LOSS,-1.0,2.2
180811,LOSS,-1.0,3.8
180851,LOSS,-1.0,7.5
180926,LOSS,-1.0,8.0
180991,LOSS,-1.0,9.2
181046,LOSS,-1.0,15.3
181961,LOSS,-1.0,3.9
181996,WIN,0.049,18.2
183494,LOSS,-1.0,6.1
183624,LOSS,-1.0,6.6
183754,LOSS,-1.0,5.1
183759,WIN,0.0,28.2
190524,LOSS,-1.0,4.5
190574,WIN,1.696,9.2
191961,LOSS,-1.0,5.0
192001,LOSS,-1.0,11.2
