date,side,reached_target,asian_range_pips,yesterday_extreme_taken_when,yesterday_close_vs_daybefore
2022-03-07,high,True,65.0,never,bearish
2022-03-08,low,True,31.6,never,bearish
2022-03-09,high,False,15.1,never,bullish
2022-03-10,high,True,21.0,never,bullish
2022-03-11,low,True,29.8,never,bearish
2022-03-14,high,False,37.0,never,bullish
2022-03-15,high,False,47.8,london,bullish
2022-03-16,high,True,21.3,never,bearish
2022-03-17,high,True,22.4,london,bullish
2022-03-18,low,False,27.2,never,bullish
2022-03-21,low,True,13.1,london,bearish
2022-03-22,low,True,21.2,london,bearish
2022-03-23,high,True,13.7,never,bullish
2022-03-24,low,True,22.6,never,bearish
2022-03-25,low,False,29.9,never,bullish
2022-03-28,low,True,34.0,london,bearish
2022-03-29,high,False,28.0,never,bullish
2022-03-30,high,False,32.6,never,bullish
2022-03-31,low,False,28.8,never,bullish
2022-04-01,low,True,15.0,london,bearish
2022-04-04,low,False,11.1,never,bullish
2022-04-05,low,True,14.4,never,bearish
2022-04-06,low,True,15.5,london,bearish
2022-04-07,high,True,16.0,never,bullish
2022-04-08,low,True,15.2,london,bearish
2022-04-11,low,True,19.6,london,bullish
2022-04-12,low,True,20.8,london,bearish
2022-04-13,high,True,29.5,never,bearish
2022-04-14,high,True,26.7,london,bullish
2022-04-15,high,False,25.2,never,bearish
2022-04-18,low,False,24.9,london,bearish
2022-04-19,high,False,26.4,never,bearish
2022-04-20,high,False,38.8,london,bullish
2022-04-21,high,False,27.1,never,bullish
2022-04-22,high,True,15.7,never,bullish
2022-04-25,low,False,34.7,london,bearish
2022-04-26,low,False,27.2,never,bearish
2022-04-27,low,False,19.8,london,bearish
2022-04-28,low,True,45.2,london,bearish
2022-04-29,high,False,27.8,never,bullish
2022-05-02,low,True,35.7,london,bearish
2022-05-03,low,True,18.8,never,bearish
2022-05-04,low,True,20.3,never,bearish
2022-05-05,low,False,37.8,never,bullish
2022-05-06,low,True,35.0,never,bearish
2022-05-09,low,True,32.6,london,bearish
2022-05-10,low,False,26.5,never,bullish
2022-05-11,high,True,13.4,never,bearish
2022-05-12,low,False,21.7,london,bearish
2022-05-13,high,True,24.9,never,bearish
2022-05-16,high,False,28.1,london,bearish
2022-05-17,high,False,22.2,london,bullish
2022-05-18,low,False,39.3,never,bullish
2022-05-19,low,True,38.6,never,bearish
2022-05-20,high,True,29.0,never,bullish
2022-05-23,high,False,26.7,london,bullish
2022-05-24,high,False,25.1,never,bullish
2022-05-25,low,False,33.5,never,bullish
2022-05-26,low,True,21.1,never,bearish
2022-05-27,low,False,34.5,never,bullish
2022-05-30,high,False,29.1,london,bullish
2022-05-31,low,False,40.2,london,bullish
2022-06-01,low,True,26.8,never,bearish
2022-06-02,high,False,14.8,never,bearish
2022-06-03,low,False,17.7,never,bullish
2022-06-06,high,True,21.7,london,bullish
2022-06-07,low,True,21.3,london,bearish
2022-06-08,low,True,20.1,never,bullish
2022-06-09,low,True,24.3,never,bullish
