date,side,direction,leg_extreme,stop_level,leg_range_pips,outcome,max_retrace_pct,leg_extreme_bar,window_end,target,bucket
2023-06-28,low,long,1.09568,1.09462,10.6,LOSS,106.6,885564,885790,1.09614,>100% (stop)
2023-06-30,low,long,1.08692,1.08583,10.9,LOSS,100.0,887510,887826,1.08754,75-100%
2023-07-03,low,long,1.08913,1.08702,21.1,WIN,72.5,888650,888845,1.09176,50-75%
2023-07-04,low,long,1.09146,1.09033,11.3,LOSS,108.8,889531,889861,1.09163,>100% (stop)
2023-07-05,low,long,1.08956,1.08662,29.4,WIN,68.0,890710,890875,1.08908,50-75%
2023-07-06,high,short,1.08454,1.08691,23.7,LOSS,179.3,891649,891889,1.08399,>100% (stop)
2023-07-07,high,short,1.08699,1.08808,10.9,LOSS,137.6,892701,892956,1.08823,>100% (stop)
2023-07-10,low,long,1.09655,1.09495,16.0,LOSS,107.5,893578,893909,1.09695,>100% (stop)
2023-07-11,high,short,1.10072,1.10269,19.7,WIN,10.2,894668,894923,1.10014,0-25%
2023-07-12,high,short,1.10213,1.10297,8.4,LOSS,515.5,895725,895935,1.10119,>100% (stop)
2023-07-13,low,long,1.11577,1.1139,18.7,LOSS,101.6,896621,896951,1.11486,>100% (stop)
2023-07-14,low,long,1.12448,1.12327,12.1,LOSS,105.0,897776,897971,1.12429,>100% (stop)
2023-07-17,high,short,1.12347,1.1245,10.3,WIN,84.5,898750,898931,1.12147,75-100%
2023-07-18,high,short,1.12279,1.12756,47.7,WIN,62.7,899723,899949,1.12345,50-75%
2023-07-19,high,short,1.11959,1.12267,30.8,LOSS,100.3,900619,900964,1.12161,>100% (stop)
2023-07-20,low,long,1.12142,1.1198,16.2,LOSS,104.3,901819,901985,1.12291,>100% (stop)
2023-07-21,high,short,1.11248,1.11449,20.1,WIN,21.9,902718,903003,1.11296,0-25%
2023-07-24,high,short,1.10746,1.11322,57.6,WIN,6.9,903721,904007,1.11194,0-25%
2023-07-25,high,short,1.10527,1.10868,34.1,WIN,51.3,904771,905026,1.10627,50-75%
2023-07-26,high,short,1.10571,1.1071,13.9,LOSS,117.3,905731,906047,1.10377,>100% (stop)
2023-07-27,high,short,1.09874,1.11439,156.5,WIN,7.9,907049,907065,1.10774,0-25%
2023-07-28,high,short,1.09435,1.09863,42.8,WIN,28.3,907810,908081,1.09714,25-50%
2023-07-31,low,long,1.10401,1.10157,24.4,WIN,32.4,909109,909395,1.10277,25-50%
2023-08-01,low,long,1.09866,1.097,16.6,LOSS,103.0,910394,910830,1.10015,>100% (stop)
2023-08-02,low,long,1.09871,1.09682,18.9,LOSS,102.1,912055,912266,1.1008,>100% (stop)
2023-08-03,low,long,1.09383,1.09138,24.5,WIN,68.2,913326,913702,1.09492,50-75%
2023-08-04,low,long,1.09462,1.09378,8.4,LOSS,101.2,914804,915135,1.09615,>100% (stop)
2023-08-07,low,long,1.09947,1.09708,23.9,LOSS,100.4,916119,916570,1.10117,>100% (stop)
2023-08-08,high,short,1.09736,1.09949,21.3,WIN,24.9,917523,918004,1.09768,0-25%
2023-08-09,high,short,1.09699,1.0979,9.1,LOSS,102.2,918886,919442,1.09552,>100% (stop)
2023-08-10,high,short,1.10145,1.10263,11.8,LOSS,332.2,920665,920876,1.09673,>100% (stop)
2023-08-11,high,short,1.09763,1.09994,23.1,LOSS,101.7,921965,922311,1.09797,>100% (stop)
2023-08-14,low,long,1.096,1.09261,33.9,WIN,41.6,923320,923741,1.09467,25-50%
2023-08-15,high,short,1.09277,1.09448,17.1,WIN,49.1,924902,925173,1.09003,25-50%
2023-08-16,high,short,1.09105,1.09175,7.0,LOSS,141.4,926099,926610,1.08989,>100% (stop)
2023-08-17,high,short,1.0875,1.08866,11.6,LOSS,108.6,927574,928040,1.08618,>100% (stop)
2023-08-18,low,long,1.0878,1.08644,13.6,LOSS,105.1,929011,929477,1.08938,>100% (stop)
2023-08-21,high,short,1.08822,1.08888,6.6,LOSS,103.0,930476,930912,1.08695,>100% (stop)
2023-08-22,high,short,1.08983,1.09208,22.5,WIN,52.4,931980,932341,1.08932,50-75%
2023-08-23,high,short,1.0852,1.08627,10.7,LOSS,100.0,933212,933768,1.08446,75-100%
2023-08-24,low,long,1.08563,1.08465,9.8,LOSS,110.2,934921,935207,1.0875,>100% (stop)
2023-08-25,low,long,1.08113,1.07798,31.5,WIN,29.5,936387,936643,1.0804,25-50%
2023-08-28,high,short,1.07993,1.0819,19.7,LOSS,103.6,937641,938077,1.07961,>100% (stop)
2023-08-29,low,long,1.08296,1.08202,9.4,LOSS,106.4,939029,939510,1.08382,>100% (stop)
2023-08-30,high,short,1.08587,1.08766,17.9,WIN,45.8,940450,940946,1.08636,25-50%
2023-09-01,low,long,1.08532,1.08452,8.0,WIN,-2.5,943305,943816,1.08541,<0%
2023-09-04,high,short,1.07834,1.07904,7.0,LOSS,125.7,944693,945249,1.07731,>100% (stop)
2023-09-05,low,long,1.07569,1.0742,14.9,LOSS,102.7,946258,946634,1.07982,>100% (stop)
2023-09-06,high,short,1.07274,1.07365,9.1,LOSS,120.9,947493,948064,1.07131,>100% (stop)
2023-09-07,low,long,1.07256,1.07155,10.1,LOSS,104.0,948935,949491,1.07317,>100% (stop)
2023-09-08,high,short,1.07117,1.07174,5.7,LOSS,100.0,950410,950921,1.06971,75-100%
2023-09-11,high,short,1.07222,1.07412,19.0,LOSS,105.3,951905,952356,1.07099,>100% (stop)
2023-09-13,low,long,1.07488,1.07348,14.0,LOSS,107.1,954755,955218,1.07648,>100% (stop)
2023-09-14,high,short,1.07415,1.07488,7.3,WIN,23.3,956106,956632,1.07301,0-25%
2023-09-15,high,short,1.06607,1.06688,8.1,LOSS,232.1,957689,958065,1.06332,>100% (stop)
2023-09-18,high,short,1.06578,1.0673,15.2,WIN,28.9,958999,959488,1.06609,25-50%
2023-09-19,low,long,1.06821,1.06788,3.3,LOSS,106.1,960350,960921,1.06965,>100% (stop)
2023-09-20,low,long,1.06929,1.06782,14.7,LOSS,103.4,961814,962355,1.06897,>100% (stop)
2023-09-21,high,short,1.0647,1.06645,17.5,LOSS,104.0,963456,963787,1.06167,>100% (stop)
2023-09-22,high,short,1.06392,1.06598,20.6,WIN,45.6,964788,965224,1.06409,25-50%
2023-09-25,low,long,1.06531,1.06421,11.0,LOSS,105.5,966130,966602,1.06555,>100% (stop)
2023-09-26,low,long,1.05999,1.05826,17.3,WIN,28.3,967604,968025,1.05919,25-50%
2023-09-27,high,short,1.05626,1.0574,11.4,WIN,38.6,969022,969458,1.05559,25-50%
2023-09-28,low,long,1.05188,1.04958,23.0,WIN,61.3,970399,970895,1.0516,50-75%
2023-10-02,low,long,1.05919,1.05679,24.0,WIN,37.9,973257,973768,1.05707,25-50%
2023-10-03,low,long,1.04797,1.04598,19.9,WIN,54.3,974692,975203,1.04803,50-75%
2023-10-04,low,long,1.04887,1.04542,34.5,WIN,12.5,976199,976635,1.04755,0-25%
2023-10-05,low,long,1.05145,1.05047,9.8,LOSS,107.1,977605,978071,1.05288,>100% (stop)
2023-10-06,low,long,1.05498,1.05334,16.4,WIN,0.6,979021,979502,1.05479,0-25%
2023-10-09,low,long,1.0545,1.05281,16.9,LOSS,104.7,980564,980940,1.05742,>100% (stop)
2023-10-10,low,long,1.05663,1.05588,7.5,WIN,94.7,981868,982379,1.05836,75-100%
2023-10-11,low,long,1.06145,1.06018,12.7,WIN,78.7,983285,983811,1.06142,75-100%
2023-10-12,high,short,1.06277,1.06336,5.9,LOSS,186.4,984690,985246,1.06199,>100% (stop)
2023-10-13,high,short,1.05377,1.0548,10.3,WIN,64.1,986129,986685,1.05345,50-75%
2023-10-16,high,short,1.05235,1.05338,10.3,LOSS,101.9,987625,988121,1.05156,>100% (stop)
2023-10-17,low,long,1.05547,1.05458,8.9,LOSS,101.1,989075,989556,1.05607,>100% (stop)
2023-10-18,high,short,1.05704,1.05786,8.2,LOSS,101.2,990514,990995,1.05604,>100% (stop)
2023-10-19,low,long,1.05482,1.05301,18.1,WIN,85.1,991934,992430,1.05418,75-100%
2023-10-20,low,long,1.05766,1.05716,5.0,LOSS,132.0,993370,993866,1.05864,>100% (stop)
2023-10-23,low,long,1.05878,1.05754,12.4,WIN,74.2,994775,995301,1.05902,50-75%
2023-10-24,high,short,1.0647,1.06865,39.5,WIN,7.1,996302,996738,1.06668,0-25%
2023-10-25,low,long,1.05789,1.05704,8.5,LOSS,108.2,997932,998173,1.0605,>100% (stop)
2023-10-26,low,long,1.05525,1.0533,19.5,LOSS,100.0,999160,999611,1.05691,75-100%
2023-10-27,high,short,1.05547,1.05687,14.0,WIN,40.7,1000491,1001047,1.05525,25-50%
2023-10-30,high,short,1.05471,1.05642,17.1,WIN,62.0,1002044,1002540,1.05584,50-75%
2023-10-31,high,short,1.06553,1.06748,19.5,WIN,28.7,1003675,1003976,1.05906,25-50%
2023-11-01,high,short,1.0559,1.05721,13.1,WIN,66.4,1004887,1005413,1.05659,50-75%
2023-11-02,high,short,1.0591,1.06021,11.1,LOSS,139.6,1006354,1006850,1.05932,>100% (stop)
2023-11-03,high,short,1.0625,1.06314,6.4,LOSS,125.0,1007715,1008286,1.06146,>100% (stop)
2023-11-06,high,short,1.07315,1.07425,11.0,LOSS,131.8,1009137,1009663,1.07222,>100% (stop)
2023-11-07,low,long,1.07063,1.06918,14.5,LOSS,106.2,1010633,1011099,1.07139,>100% (stop)
2023-11-08,low,long,1.06777,1.06606,17.1,LOSS,102.9,1012232,1012533,1.06992,>100% (stop)
2023-11-09,low,long,1.07064,1.07022,4.2,LOSS,169.0,1013503,1013969,1.07156,>100% (stop)
2023-11-10,low,long,1.06783,1.06667,11.6,WIN,69.0,1014925,1015406,1.0675,50-75%
2023-11-13,high,short,1.06855,1.06974,11.9,LOSS,113.4,1016388,1016839,1.0681,>100% (stop)
2023-11-14,high,short,1.0696,1.07096,13.6,LOSS,100.0,1017806,1018272,1.06945,75-100%
2023-11-15,low,long,1.08794,1.08647,14.7,LOSS,104.8,1019213,1019709,1.08836,>100% (stop)
2023-11-16,high,short,1.08429,1.08607,17.8,LOSS,116.3,1020807,1021138,1.083,>100% (stop)
2023-11-17,low,long,1.08583,1.0851,7.3,WIN,-39.7,1022170,1022576,1.08569,<0%
2023-11-20,high,short,1.09206,1.09351,14.5,LOSS,100.7,1023729,1024015,1.09014,>100% (stop)
2023-11-21,low,long,1.09537,1.09424,11.3,LOSS,105.3,1025093,1025454,1.09651,>100% (stop)
2023-11-22,low,long,1.09197,1.09107,9.0,LOSS,222.2,1026380,1026891,1.09229,>100% (stop)
2023-11-23,high,short,1.08955,1.09176,22.1,LOSS,119.5,1027828,1028324,1.08885,>100% (stop)
2023-11-24,high,short,1.09014,1.09193,17.9,LOSS,101.7,1029326,1029732,1.08949,>100% (stop)
2023-11-27,high,short,1.09411,1.0956,14.9,LOSS,102.7,1030670,1031166,1.09267,>100% (stop)
2023-11-28,low,long,1.09539,1.09435,10.4,WIN,81.7,1032164,1032600,1.09628,75-100%
2023-11-29,low,long,1.09777,1.09698,7.9,LOSS,102.5,1033692,1034036,1.10171,>100% (stop)
2023-11-30,low,long,1.09318,1.0909,22.8,LOSS,106.1,1035250,1035476,1.09825,>100% (stop)
2023-12-04,low,long,1.08807,1.08498,30.9,LOSS,106.5,1037948,1038354,1.08858,>100% (stop)
2023-12-05,low,long,1.08338,1.08152,18.6,LOSS,104.8,1039623,1039789,1.08444,>100% (stop)
2023-12-06,low,long,1.07933,1.0778,15.3,LOSS,116.3,1040713,1041224,1.07996,>100% (stop)
2023-12-07,low,long,1.07827,1.07569,25.8,WIN,28.3,1042134,1042660,1.07711,25-50%
2023-12-08,low,long,1.07875,1.07823,5.2,LOSS,132.7,1043604,1044100,1.08005,>100% (stop)
2023-12-11,low,long,1.07706,1.07667,3.9,LOSS,246.2,1045083,1045534,1.07739,>100% (stop)
2023-12-12,high,short,1.07735,1.08058,32.3,OPEN,81.7,1046803,1046969,1.07612,75-100%
2023-12-13,low,long,1.07889,1.0781,7.9,LOSS,105.1,1047862,1048403,1.07961,>100% (stop)
2023-12-14,low,long,1.0913,1.088,33.0,WIN,44.8,1049392,1049843,1.09153,25-50%
2023-12-15,low,long,1.09694,1.09491,20.3,LOSS,107.4,1050997,1051283,1.10036,>100% (stop)
2023-12-18,high,short,1.09158,1.09199,4.1,LOSS,102.4,1052223,1052719,1.08945,>100% (stop)
2023-12-19,high,short,1.09365,1.09493,12.8,LOSS,110.9,1053781,1054157,1.09148,>100% (stop)
2023-12-20,low,long,1.09703,1.09555,14.8,LOSS,116.9,1055065,1055591,1.09742,>100% (stop)
2023-12-21,low,long,1.09501,1.09441,6.0,WIN,80.0,1056489,1057030,1.09542,75-100%
2023-12-22,low,long,1.10117,1.09955,16.2,WIN,28.4,1057987,1058468,1.10064,25-50%
2023-12-26,low,long,1.10245,1.10109,13.6,WIN,78.7,1060039,1060220,1.10286,75-100%
2023-12-27,high,short,1.10364,1.10451,8.7,LOSS,113.8,1061127,1061653,1.10286,>100% (stop)
2023-12-28,high,short,1.11142,1.11149,0.7,LOSS,3285.7,1062653,1063089,1.11096,>100% (stop)
2023-12-29,low,long,1.10672,1.10458,21.4,LOSS,113.1,1064180,1064526,1.10842,>100% (stop)
2024-01-02,low,long,1.10387,1.10245,14.2,LOSS,107.0,1065479,1065960,1.10432,>100% (stop)
2024-01-03,high,short,1.09154,1.09627,47.3,WIN,24.5,1067109,1067395,1.09448,0-25%
2024-01-04,high,short,1.09462,1.09721,25.9,OPEN,73.4,1068561,1068832,1.0916,50-75%
2024-01-05,low,long,1.09189,1.09036,15.3,LOSS,270.6,1069994,1070265,1.09558,>100% (stop)
2024-01-08,low,long,1.09424,1.09293,13.1,WIN,44.3,1071305,1071696,1.0953,25-50%
2024-01-09,low,long,1.09629,1.09496,13.3,LOSS,103.0,1072589,1073130,1.09663,>100% (stop)
2024-01-10,low,long,1.09453,1.09269,18.4,LOSS,104.9,1074027,1074568,1.0936,>100% (stop)
2024-01-11,high,short,1.09717,1.09813,9.6,LOSS,100.0,1075494,1076005,1.09749,75-100%
2024-01-12,low,long,1.09827,1.09736,9.1,LOSS,114.3,1076946,1077442,1.09853,>100% (stop)
2024-01-15,low,long,1.09489,1.09335,15.4,OPEN,70.1,1078579,1078880,1.09675,50-75%
2024-01-16,low,long,1.09265,1.09126,13.9,LOSS,112.2,1079714,1080239,1.09315,>100% (stop)
2024-01-17,low,long,1.08735,1.08554,18.1,LOSS,109.4,1080884,1081440,1.08844,>100% (stop)
2024-01-18,high,short,1.08905,1.09063,15.8,WIN,-15.2,1082337,1082878,1.08905,<0%
2024-01-19,low,long,1.08862,1.08754,10.8,LOSS,120.4,1083792,1084318,1.08896,>100% (stop)
2024-01-22,low,long,1.09023,1.08906,11.7,LOSS,101.7,1085319,1085755,1.09091,>100% (stop)
2024-01-23,high,short,1.09014,1.09162,14.8,WIN,-16.2,1086695,1087191,1.08766,<0%
2024-01-26,low,long,1.08477,1.08388,8.9,LOSS,112.4,1091049,1091500,1.08488,>100% (stop)
2024-01-29,high,short,1.08331,1.08474,14.3,WIN,31.5,1092444,1092940,1.08393,25-50%
2024-01-30,low,long,1.08321,1.08218,10.3,LOSS,121.4,1093867,1094378,1.08407,>100% (stop)
2024-01-31,low,long,1.0826,1.08149,11.1,WIN,88.3,1095333,1095814,1.08436,75-100%
2024-02-01,low,long,1.08027,1.07838,18.9,WIN,59.8,1096857,1097248,1.08217,50-75%
2024-02-02,high,short,1.08735,1.08869,13.4,LOSS,100.0,1098201,1098682,1.08701,75-100%
2024-02-05,high,short,1.07635,1.07847,21.2,WIN,16.5,1099656,1100122,1.07686,0-25%
2024-02-06,high,short,1.0739,1.07623,23.3,WIN,-2.1,1101123,1101559,1.07415,<0%
2024-02-07,high,short,1.07604,1.0772,11.6,LOSS,109.5,1102512,1102993,1.07566,>100% (stop)
2024-02-08,high,short,1.07767,1.07863,9.6,WIN,56.2,1103907,1104433,1.07751,50-75%
2024-02-09,high,short,1.07728,1.07827,9.9,WIN,40.4,1105373,1105869,1.07693,25-50%
2024-02-12,high,short,1.07775,1.07964,18.9,WIN,-12.2,1106820,1107301,1.07893,<0%
2024-02-13,high,short,1.07657,1.07724,6.7,WIN,79.1,1108212,1108738,1.07606,75-100%
2024-02-15,high,short,1.07279,1.07413,13.4,LOSS,109.0,1111177,1111613,1.07246,>100% (stop)
2024-02-16,high,short,1.07653,1.07678,2.5,LOSS,120.0,1112615,1113051,1.07573,>100% (stop)
2024-02-19,high,short,1.07696,1.07817,12.1,WIN,64.5,1114265,1114491,1.07748,50-75%
2024-02-20,high,short,1.07674,1.07727,5.3,LOSS,113.2,1115367,1115908,1.07615,>100% (stop)
2024-02-21,low,long,1.08154,1.07942,21.2,WIN,43.9,1117193,1117344,1.08191,25-50%
2024-02-22,high,short,1.08448,1.08574,12.6,LOSS,109.5,1118467,1118783,1.0819,>100% (stop)
2024-02-23,high,short,1.0814,1.08308,16.8,WIN,61.9,1119812,1120218,1.08216,50-75%
2024-02-26,high,short,1.08483,1.0854,5.7,LOSS,122.8,1121456,1121652,1.08126,>100% (stop)
2024-02-27,high,short,1.08518,1.08626,10.8,WIN,9.3,1122662,1123083,1.08454,0-25%
2024-02-28,low,long,1.08208,1.07966,24.2,OPEN,58.3,1124247,1124518,1.08447,50-75%
2024-02-29,low,long,1.08473,1.08303,17.0,WIN,57.6,1125474,1125955,1.08403,50-75%
2024-03-01,low,long,1.08174,1.08114,6.0,LOSS,131.7,1126834,1127390,1.08218,>100% (stop)
2024-03-04,high,short,1.08377,1.08527,15.0,LOSS,101.3,1128343,1128824,1.08385,>100% (stop)
2024-03-05,low,long,1.08518,1.08445,7.3,LOSS,120.5,1129755,1130251,1.08547,>100% (stop)
2024-03-06,high,short,1.08715,1.08795,8.0,LOSS,108.8,1131387,1131688,1.08421,>100% (stop)
2024-03-07,low,long,1.08979,1.08912,6.7,LOSS,100.0,1132675,1133126,1.09055,75-100%
2024-03-08,low,long,1.0939,1.09261,12.9,LOSS,160.5,1134245,1134561,1.09528,>100% (stop)
2024-03-11,high,short,1.0937,1.09453,8.3,LOSS,110.8,1135533,1136059,1.09369,>100% (stop)
2024-03-12,high,short,1.09212,1.09391,17.9,WIN,18.4,1137026,1137492,1.09267,0-25%
2024-03-13,high,short,1.09207,1.09292,8.5,LOSS,101.2,1138384,1138925,1.0922,>100% (stop)
2024-03-14,low,long,1.09428,1.09391,3.7,LOSS,259.5,1139799,1140355,1.09527,>100% (stop)
2024-03-15,high,short,1.08843,1.08963,12.0,OPEN,87.5,1141561,1141787,1.0873,75-100%
2024-03-18,high,short,1.08855,1.09005,15.0,WIN,51.3,1143053,1143219,1.08829,50-75%
2024-03-19,low,long,1.08516,1.08423,9.3,OPEN,49.5,1144377,1144648,1.08765,25-50%
2024-03-20,high,short,1.08388,1.08704,31.6,WIN,11.7,1145644,1146080,1.08622,0-25%
2024-03-21,high,short,1.08872,1.09381,50.9,WIN,35.2,1147068,1147519,1.09326,25-50%
2024-03-22,low,long,1.08223,1.08143,8.0,LOSS,102.5,1148638,1148954,1.08657,>100% (stop)
2024-03-25,high,short,1.08119,1.08204,8.5,LOSS,100.0,1149873,1150384,1.08021,75-100%
2024-03-26,high,short,1.08386,1.0852,13.4,LOSS,100.7,1151297,1151808,1.08358,>100% (stop)
2024-03-27,high,short,1.08229,1.08325,9.6,LOSS,113.5,1152709,1153235,1.08205,>100% (stop)
2024-03-28,low,long,1.07948,1.07771,17.7,OPEN,68.4,1154353,1154669,1.0826,50-75%
2024-03-29,low,long,1.07879,1.07678,20.1,WIN,19.4,1155741,1156097,1.07848,0-25%
2024-04-01,low,long,1.07921,1.07827,9.4,LOSS,101.1,1156918,1157412,1.07987,>100% (stop)
2024-04-02,low,long,1.07427,1.07249,17.8,WIN,91.6,1158371,1158837,1.07388,75-100%
2024-04-03,low,long,1.07773,1.0764,13.3,WIN,91.7,1159846,1160267,1.07793,75-100%
2024-04-04,high,short,1.08507,1.08616,10.9,LOSS,105.5,1161483,1161694,1.08347,>100% (stop)
2024-04-05,low,long,1.08357,1.08251,10.6,WIN,20.8,1162623,1163134,1.08439,0-25%
2024-04-08,low,long,1.0834,1.08208,13.2,WIN,94.7,1164271,1164572,1.08432,75-100%
2024-04-09,low,long,1.08601,1.08542,5.9,LOSS,105.1,1165505,1166001,1.08635,>100% (stop)
2024-04-10,low,long,1.08561,1.08479,8.2,WIN,58.5,1166918,1167429,1.08588,50-75%
2024-04-11,low,long,1.07446,1.07346,10.0,WIN,61.0,1168371,1168867,1.07489,50-75%
2024-04-12,low,long,1.06463,1.06313,15.0,LOSS,137.3,1170193,1170299,1.07281,>100% (stop)
2024-04-15,high,short,1.06499,1.06648,14.9,LOSS,102.0,1171242,1171738,1.06391,>100% (stop)
2024-04-16,low,long,1.06228,1.06166,6.2,LOSS,137.1,1172676,1173172,1.06253,>100% (stop)
2024-04-17,low,long,1.06378,1.06267,11.1,LOSS,116.2,1174100,1174611,1.06355,>100% (stop)
2024-04-18,high,short,1.06748,1.069,15.2,WIN,42.8,1175626,1176047,1.06643,25-50%
2024-04-19,high,short,1.0643,1.06528,9.8,LOSS,109.2,1177036,1177472,1.06104,>100% (stop)
2024-04-22,low,long,1.06623,1.06524,9.9,LOSS,102.0,1178515,1178906,1.06706,>100% (stop)
2024-04-23,low,long,1.0695,1.06545,40.5,WIN,44.9,1179872,1180338,1.06605,25-50%
2024-04-25,high,short,1.07171,1.07297,12.6,LOSS,183.3,1182977,1183203,1.06969,>100% (stop)
2024-04-26,high,short,1.07261,1.07368,10.7,WIN,76.6,1184332,1184633,1.07185,75-100%
2024-04-29,high,short,1.06973,1.07243,27.0,WIN,43.0,1185663,1186054,1.07061,25-50%
2024-04-30,low,long,1.07098,1.06951,14.7,LOSS,104.8,1186977,1187488,1.07178,>100% (stop)
2024-05-01,low,long,1.06705,1.06538,16.7,WIN,8.4,1188503,1188924,1.06671,0-25%
2024-05-02,high,short,1.06998,1.07273,27.5,WIN,19.6,1189943,1190364,1.07069,0-25%
2024-05-03,high,short,1.07387,1.07453,6.6,LOSS,125.8,1191501,1191802,1.07243,>100% (stop)
2024-05-06,high,short,1.07745,1.07907,16.2,OPEN,31.5,1193209,1193225,1.07553,25-50%
2024-05-07,low,long,1.07672,1.07554,11.8,LOSS,101.7,1194136,1194647,1.07768,>100% (stop)
2024-05-08,low,long,1.07528,1.07386,14.2,WIN,92.3,1195735,1196081,1.07541,75-100%
2024-05-09,low,long,1.07384,1.07263,12.1,LOSS,106.6,1197203,1197504,1.07515,>100% (stop)
2024-05-10,high,short,1.07715,1.07768,5.3,LOSS,213.2,1198405,1198931,1.07731,>100% (stop)
2024-05-13,high,short,1.07687,1.07717,3.0,LOSS,100.0,1199834,1200360,1.07658,75-100%
2024-05-14,low,long,1.07888,1.07828,6.0,LOSS,113.3,1201290,1201786,1.07922,>100% (stop)
2024-05-15,high,short,1.08247,1.08345,9.8,LOSS,100.0,1202869,1203215,1.0813,75-100%
2024-05-16,low,long,1.08818,1.08775,4.3,LOSS,158.1,1204154,1204650,1.08949,>100% (stop)
2024-05-17,low,long,1.08456,1.08409,4.7,LOSS,102.1,1205845,1206071,1.08688,>100% (stop)
2024-05-20,high,short,1.08664,1.08754,9.0,WIN,80.0,1207144,1207490,1.08689,75-100%
2024-05-21,high,short,1.08425,1.08747,32.2,WIN,48.4,1208767,1208918,1.08509,25-50%
2024-05-22,low,long,1.08422,1.08326,9.6,OPEN,67.7,1210349,1210350,1.08633,50-75%
2024-05-23,low,long,1.08304,1.08231,7.3,LOSS,234.2,1211275,1211786,1.08312,>100% (stop)
2024-05-24,high,short,1.08419,1.08537,11.8,LOSS,105.1,1213111,1213217,1.08056,>100% (stop)
2024-05-27,low,long,1.08517,1.08477,4.0,LOSS,102.5,1214108,1214634,1.08519,>100% (stop)
2024-05-28,high,short,1.08747,1.08795,4.8,LOSS,102.1,1215847,1216028,1.08608,>100% (stop)
2024-05-29,low,long,1.08585,1.0841,17.5,LOSS,100.0,1217266,1217462,1.08569,75-100%
2024-05-30,low,long,1.08026,1.07883,14.3,WIN,30.8,1218400,1218896,1.08044,25-50%
2024-05-31,high,short,1.08416,1.08822,40.6,OPEN,29.8,1220311,1220327,1.08112,25-50%
2024-06-03,low,long,1.08587,1.08483,10.4,LOSS,101.9,1221238,1221764,1.08587,>100% (stop)
2024-06-04,low,long,1.08701,1.08643,5.8,LOSS,108.6,1223006,1223202,1.0916,>100% (stop)
2024-06-05,low,long,1.08767,1.08708,5.9,LOSS,122.0,1224217,1224623,1.0886,>100% (stop)
2024-06-06,low,long,1.0882,1.08711,10.9,LOSS,104.6,1225720,1226051,1.08957,>100% (stop)
2024-06-07,high,short,1.08831,1.08983,15.2,LOSS,105.3,1227065,1227471,1.08867,>100% (stop)
2024-06-10,low,long,1.07586,1.0749,9.6,LOSS,102.1,1228382,1228908,1.07814,>100% (stop)
2024-06-11,high,short,1.0761,1.07693,8.3,WIN,86.7,1229834,1230330,1.07612,75-100%
2024-06-12,high,short,1.07355,1.07432,7.7,LOSS,102.6,1231253,1231749,1.07346,>100% (stop)
2024-06-13,low,long,1.08163,1.08009,15.4,LOSS,100.6,1232721,1233187,1.08157,>100% (stop)
2024-06-14,low,long,1.07058,1.06717,34.1,LOSS,102.6,1234385,1234626,1.07449,>100% (stop)
2024-06-17,low,long,1.07088,1.06863,22.5,WIN,74.2,1235563,1236059,1.07072,50-75%
2024-06-18,low,long,1.07256,1.07149,10.7,LOSS,105.6,1237114,1237490,1.07407,>100% (stop)
2024-06-19,low,long,1.07414,1.07352,6.2,LOSS,180.6,1238348,1238904,1.07423,>100% (stop)
2024-06-20,low,long,1.07307,1.07126,18.1,LOSS,104.4,1239953,1240284,1.07483,>100% (stop)
2024-06-21,high,short,1.0671,1.07198,48.8,WIN,37.9,1241247,1241713,1.07033,25-50%
2024-06-24,high,short,1.07262,1.07341,7.9,LOSS,144.3,1242966,1243147,1.06837,>100% (stop)
2024-06-25,high,short,1.07322,1.07389,6.7,WIN,-1.5,1244026,1244567,1.07319,<0%
2024-06-26,low,long,1.06947,1.0682,12.7,LOSS,111.8,1245781,1245992,1.07179,>100% (stop)
2024-06-27,high,short,1.069,1.06972,7.2,LOSS,105.6,1246918,1247429,1.0677,>100% (stop)
2024-07-01,high,short,1.07495,1.07763,26.8,WIN,84.0,1249847,1250298,1.07348,75-100%
2024-07-02,low,long,1.07357,1.07308,4.9,LOSS,120.4,1251180,1251736,1.07385,>100% (stop)
2024-07-03,low,long,1.07408,1.07363,4.5,WIN,88.9,1252590,1253161,1.07542,75-100%
2024-07-04,high,short,1.07952,1.0803,7.8,LOSS,100.0,1254213,1254572,1.07836,75-100%
2024-07-05,high,short,1.08164,1.08227,6.3,LOSS,112.7,1255419,1255945,1.08102,>100% (stop)
2024-07-08,low,long,1.0843,1.08209,22.1,WIN,28.5,1256979,1257385,1.08363,25-50%
2024-07-09,low,long,1.08258,1.08151,10.7,LOSS,103.7,1258443,1258789,1.08333,>100% (stop)
2024-07-10,high,short,1.08118,1.08211,9.3,LOSS,112.9,1259794,1260215,1.08108,>100% (stop)
2024-07-11,low,long,1.0841,1.08343,6.7,WIN,-43.3,1261207,1261643,1.084,<0%
2024-07-12,low,long,1.08893,1.08676,21.7,WIN,29.0,1262689,1263080,1.08744,25-50%
2024-07-15,high,short,1.08862,1.08958,9.6,LOSS,100.0,1263973,1264514,1.08833,75-100%
2024-07-16,low,long,1.09003,1.08837,16.6,WIN,16.9,1265480,1265946,1.08981,0-25%
2024-07-17,low,long,1.09134,1.08988,14.6,WIN,40.4,1266900,1267381,1.09068,25-50%
