entry_bar,outcome,r_multiple,risk_pips
1555524,WIN,0.097,15.5
1558448,WIN,1.224,20.1
1561373,LOSS,-1.0,15.5
1561553,LOSS,-1.0,9.5
1561793,OPEN,0.0,22.3
1564307,LOSS,-1.0,26.2
1564652,OPEN,0.0,17.4
1565626,LOSS,-1.0,6.8
1565746,LOSS,-1.0,15.2
1565956,OPEN,0.0,14.6
1568652,LOSS,-1.0,10.2
1571472,LOSS,-1.0,14.4
1574409,LOSS,-1.0,9.6
1574694,WIN,0.41,33.9
1575713,WIN,3.965,5.7
1577393,OPEN,0.0,16.3
1578668,OPEN,0.0,27.4
1580017,LOSS,-1.0,19.5
1580287,OPEN,0.0,35.7
1582891,LOSS,-1.0,2.2
1583131,LOSS,-1.0,16.9
1583161,LOSS,-1.0,20.2
1588694,LOSS,-1.0,8.4
1588889,LOSS,-1.0,6.8
1589024,LOSS,-1.0,18.2
1591705,LOSS,-1.0,19.0
1592005,OPEN,0.0,14.0
1598729,LOSS,-1.0,8.3
1598894,WIN,2.113,11.5
1602979,LOSS,-1.0,11.4
1603399,OPEN,0.0,47.3
1606059,LOSS,-1.0,8.4
1606359,OPEN,0.0,13.9
1607315,LOSS,-1.0,12.7
1607585,LOSS,-1.0,3.6
1607645,WIN,0.289,24.2
1608810,LOSS,-1.0,12.4
1609125,LOSS,-1.0,8.5
1613018,WIN,2.209,15.3
1614503,WIN,0.771,20.1
1617571,OPEN,0.0,13.6
1620297,WIN,0.446,18.6
1625924,LOSS,-1.0,4.7
1626194,LOSS,-1.0,7.6
1626254,LOSS,-1.0,8.2
1629054,WIN,0.0,10.8
1630323,WIN,0.537,12.1
1635988,LOSS,-1.0,5.6
1636168,WIN,2.135,8.9
1637500,LOSS,-1.0,10.7
1637605,WIN,2.083,7.2
1641960,LOSS,-1.0,16.3
1647590,WIN,0.484,18.2
1653412,WIN,1.827,16.8
1654716,WIN,1.345,14.2
1659045,LOSS,-1.0,12.9
1659540,LOSS,-1.0,3.2
1660408,LOSS,-1.0,7.6
1660618,WIN,1.273,21.6
1666395,OPEN,0.0,9.3
1669278,LOSS,-1.0,8.2
1669548,OPEN,0.0,11.6
1672241,OPEN,0.0,8.3
1673312,LOSS,-1.0,14.6
1673447,LOSS,-1.0,11.2
1673612,LOSS,-1.0,12.3
1673777,OPEN,0.0,15.9
1677717,LOSS,-1.0,11.1
1678137,WIN,0.0,19.9
1683572,WIN,0.795,19.0
1685018,OPEN,0.0,17.8
1687719,WIN,0.0,17.7
1690826,LOSS,-1.0,9.5
1691964,LOSS,-1.0,4.9
1692189,LOSS,-1.0,22.1
1692459,OPEN,0.0,16.2
1693401,WIN,0.16,11.9
1694867,WIN,0.393,19.1
1700711,LOSS,-1.0,11.5
1700861,LOSS,-1.0,14.4
1700936,LOSS,-1.0,11.0
1706679,LOSS,-1.0,5.3
1706769,OPEN,0.0,10.8
1712080,LOSS,-1.0,7.9
1712305,LOSS,-1.0,16.8
1713773,LOSS,-1.0,8.4
1713953,OPEN,0.0,12.6
1714991,LOSS,-1.0,4.5
1715141,OPEN,0.0,19.5
1716426,WIN,0.474,25.3
1717920,LOSS,-1.0,7.9
1718160,WIN,1.153,13.7
1726663,WIN,1.126,8.7
1727862,WIN,0.768,16.8
1729252,WIN,1.947,13.1
1730849,LOSS,-1.0,12.9
1733619,LOSS,-1.0,5.5
1733724,WIN,0.037,18.8
1734998,WIN,0.522,11.3
1738239,WIN,0.0,4.3
1749363,LOSS,-1.0,3.6
1749708,WIN,0.0,8.7
1750826,WIN,6.386,4.4
1753738,LOSS,-1.0,7.9
1753813,LOSS,-1.0,11.3
1756710,LOSS,-1.0,7.7
1756935,WIN,1.273,12.8
1758038,LOSS,-1.0,5.9
1758293,LOSS,-1.0,8.3
1758428,OPEN,0.0,11.1
1759490,WIN,0.529,11.9
1761104,LOSS,-1.0,13.7
1762705,WIN,0.0,24.9
1763766,WIN,1.015,6.7
1765233,WIN,0.739,8.8
1766610,WIN,0.699,11.3
1769499,LOSS,-1.0,2.2
1769544,WIN,0.554,13.0
1771005,LOSS,-1.0,9.3
1771305,OPEN,0.0,16.6
1772577,LOSS,-1.0,9.1
1772877,OPEN,0.0,26.2
1773759,WIN,1.026,15.1
1778431,OPEN,0.0,17.7
1779500,WIN,1.315,5.4
1780904,LOSS,-1.0,7.2
1781219,LOSS,-1.0,6.2
1781309,OPEN,0.0,14.9
1782489,WIN,1.624,10.9
1783850,WIN,1.016,6.4
1785229,WIN,0.765,14.9
1788219,LOSS,-1.0,4.2
1788414,LOSS,-1.0,4.8
1796690,WIN,2.382,3.4
1799709,LOSS,-1.0,9.2
1800099,OPEN,0.0,8.5
1801267,LOSS,-1.0,5.8
1801327,WIN,2.111,10.8
1805712,WIN,0.041,24.3
1806921,WIN,0.457,7.0
