entry_bar,outcome,r_multiple,risk_pips
1215817,LOSS,-1.0,3.8
1220206,OPEN,0.0,14.3
1227005,WIN,0.275,9.1
1229804,WIN,0.209,6.7
1231238,LOSS,-1.0,2.3
1231748,OPEN,0.0,10.8
1241157,WIN,1.143,7.7
1242936,LOSS,-1.0,6.2
1243056,OPEN,0.0,9.3
1243981,WIN,0.628,4.3
1246873,LOSS,-1.0,5.5
1247188,LOSS,-1.0,12.6
1247323,OPEN,0.0,7.6
1249787,WIN,1.231,18.6
1254198,LOSS,-1.0,6.4
1255404,LOSS,-1.0,4.5
1255569,LOSS,-1.0,4.6
1255629,LOSS,-1.0,6.8
1255824,OPEN,0.0,24.2
1259749,LOSS,-1.0,3.3
1260049,LOSS,-1.0,5.4
1260154,LOSS,-1.0,3.3
1263943,LOSS,-1.0,9.5
1264198,LOSS,-1.0,4.6
1264438,LOSS,-1.0,4.9
1273972,LOSS,-1.0,4.3
1274032,WIN,0.0,15.1
1275395,WIN,0.269,6.7
1279784,LOSS,-1.0,9.1
1279979,WIN,3.078,5.1
1284041,LOSS,-1.0,4.8
1284236,LOSS,-1.0,7.0
1289932,WIN,1.039,10.2
1291306,LOSS,-1.0,4.8
1291486,WIN,0.857,7.7
1292737,LOSS,-1.0,12.1
1292947,LOSS,-1.0,10.0
1293097,LOSS,-1.0,11.1
1294049,WIN,1.053,5.7
1297006,WIN,0.809,6.8
1298383,LOSS,-1.0,5.8
1298743,LOSS,-1.0,9.7
1298878,LOSS,-1.0,5.1
1299806,LOSS,-1.0,8.8
1299941,LOSS,-1.0,12.4
1304184,WIN,0.0,12.5
1305618,WIN,0.105,14.3
1308651,WIN,0.274,11.3
1311270,WIN,1.077,6.5
1312857,WIN,0.282,14.9
1314378,OPEN,0.0,15.4
1317234,WIN,0.862,6.5
1318476,LOSS,-1.0,6.4
1318596,LOSS,-1.0,6.0
1318791,LOSS,-1.0,17.0
1319897,LOSS,-1.0,1.9
1320002,WIN,0.0,10.6
1322688,LOSS,-1.0,6.4
1322838,WIN,0.664,12.8
1324168,LOSS,-1.0,7.3
1324228,LOSS,-1.0,8.8
1324513,WIN,0.0,47.2
1325603,WIN,0.112,9.8
1328647,LOSS,-1.0,6.6
1328932,OPEN,0.0,19.0
1329899,WIN,0.0,9.0
1332968,LOSS,-1.0,3.6
1333028,OPEN,0.0,17.1
1334249,WIN,0.934,10.6
1337028,LOSS,-1.0,9.4
1337253,LOSS,-1.0,10.4
1337493,LOSS,-1.0,0.9
1339969,LOSS,-1.0,4.5
1340284,WIN,2.812,8.5
1351443,LOSS,-1.0,4.4
1351608,WIN,1.631,8.4
1355762,LOSS,-1.0,2.4
1355972,WIN,0.523,8.8
1357220,LOSS,-1.0,3.1
1357400,WIN,0.699,9.3
1362854,LOSS,-1.0,3.7
1362914,LOSS,-1.0,5.1
1363304,LOSS,-1.0,7.7
1363424,OPEN,0.0,7.3
1365878,WIN,0.983,12.0
1367151,WIN,1.585,5.3
1368633,WIN,0.373,6.7
1371790,LOSS,-1.0,5.0
1371970,LOSS,-1.0,7.0
1374486,WIN,1.991,10.6
1376177,OPEN,0.0,28.2
1380083,LOSS,-1.0,4.6
1380368,LOSS,-1.0,7.0
1380503,LOSS,-1.0,1.3
1383045,LOSS,-1.0,17.8
1383420,OPEN,0.0,6.7
1391575,LOSS,-1.0,5.7
1391695,LOSS,-1.0,10.7
1391830,LOSS,-1.0,7.5
1391920,WIN,1.921,17.7
1393209,LOSS,-1.0,17.7
1401981,OPEN,0.0,20.1
1403301,LOSS,-1.0,12.7
1405979,LOSS,-1.0,6.0
1406054,WIN,0.005,21.2
1409004,OPEN,0.0,17.1
1410247,WIN,3.182,7.7
1411776,LOSS,-1.0,11.8
1412136,OPEN,0.0,14.7
1413212,LOSS,-1.0,15.5
1413512,LOSS,-1.0,7.1
1414802,LOSS,-1.0,8.4
1415117,OPEN,0.0,15.4
1416001,WIN,0.795,12.7
1419000,WIN,0.8,9.0
1424580,WIN,0.984,6.4
1426257,WIN,2.672,12.2
1427665,LOSS,-1.0,5.7
1427890,LOSS,-1.0,7.8
1436499,LOSS,-1.0,3.1
1439282,LOSS,-1.0,8.2
1439372,LOSS,-1.0,15.6
1439567,LOSS,-1.0,10.0
1439672,LOSS,-1.0,6.7
1440810,LOSS,-1.0,24.4
1440945,LOSS,-1.0,34.4
1441065,OPEN,0.0,56.4
1442249,LOSS,-1.0,7.7
1442309,WIN,2.854,15.1
1449374,LOSS,-1.0,13.0
1452177,WIN,0.724,9.8
1455120,LOSS,-1.0,10.2
1455300,LOSS,-1.0,11.0
1460925,LOSS,-1.0,23.7
1461315,OPEN,0.0,7.1
1467997,WIN,2.558,5.2
1469527,LOSS,-1.0,21.7
1469782,LOSS,-1.0,17.5
1469947,OPEN,0.0,60.4
1472614,LOSS,-1.0,18.2
1472779,OPEN,0.0,29.2
1476567,LOSS,-1.0,10.1
1476837,OPEN,0.0,15.1
1477989,LOSS,-1.0,4.1
1478049,LOSS,-1.0,3.4
1479786,WIN,0.844,17.3
1481145,WIN,0.548,27.0
1482491,LOSS,-1.0,13.6
1486591,WIN,1.345,8.7
1488176,LOSS,-1.0,11.2
1488446,LOSS,-1.0,8.3
1492341,WIN,1.184,7.6
1495412,LOSS,-1.0,7.9
1495502,LOSS,-1.0,12.4
1495607,WIN,0.0,25.5
1497178,OPEN,0.0,15.3
1499712,LOSS,-1.0,12.4
1499967,OPEN,0.0,32.5
1501211,LOSS,-1.0,37.7
1502530,WIN,0.416,26.9
1504021,LOSS,-1.0,9.1
1504351,LOSS,-1.0,40.4
1506960,LOSS,-1.0,26.5
1507200,LOSS,-1.0,10.5
1514163,WIN,1.569,18.8
1519740,LOSS,-1.0,6.9
1519845,LOSS,-1.0,17.6
1520280,WIN,0.0,19.1
1522787,WIN,0.851,13.4
1526861,WIN,0.0,22.5
1531087,LOSS,-1.0,4.0
1531522,LOSS,-1.0,11.4
1531627,OPEN,0.0,45.3
1533993,LOSS,-1.0,19.7
1534143,WIN,0.596,64.6
1535457,WIN,1.265,34.0
1536908,LOSS,-1.0,19.8
1537268,OPEN,0.0,44.3
1538600,LOSS,-1.0,19.3
1541276,WIN,0.924,43.5
1542744,WIN,0.756,36.0
1544122,OPEN,0.0,17.0
1548536,OPEN,0.0,18.3
1549766,WIN,2.705,17.6
1552777,LOSS,-1.0,19.3
1552957,OPEN,0.0,14.3
