date,day_of_week,asian_bar_count,london_kz_bar_count,data_gap,asian_open,asian_close,asian_high,asian_high_time,asian_low,asian_low_time,asian_high_before_low,asian_range_pips,london_kz_open,london_kz_close,london_kz_high,london_kz_low,london_kz_range_pips,both_sides_swept_in_kz,first_sweep_side,first_sweep_time,sweep_depth_pips,sweep_close_beyond_level,reversal_reached_opposite,direction_if_faded,mfe_pips,mae_pips,progress_pct_of_asian_range,reversal_time,minutes_to_reversal,atr14_pips_prior,low_liquidity_flag
2021-04-21,Wednesday,239,180,False,1.20323,1.20304,1.20436,20:42,1.20283,22:43,True,15.3,1.20307,1.20059,1.20354,1.20032,32.2,False,low,02:00,29.8,True,False,long,10.8,29.8,70.6,,,55.285714285714064,False
2021-04-22,Thursday,240,180,False,1.20372,1.20362,1.20467,22:30,1.20323,20:29,False,14.4,1.20336,1.20261,1.20494,1.20243,25.1,True,low,02:04,29.9,True,True,long,15.9,2.8,257.6,03:04,60.0,54.79999999999977,False
2021-04-23,Friday,239,180,False,1.20144,1.20214,1.20263,21:59,1.20127,20:03,False,13.6,1.20293,1.20588,1.2061,1.20226,38.4,False,high,02:00,49.3,True,False,short,4.3,48.7,27.2,,,56.59999999999967,False
2021-04-26,Monday,239,180,False,1.20893,1.21101,1.21167,23:18,1.20885,20:01,False,28.2,1.21065,1.20996,1.21154,1.20887,26.7,,none,,,,,,,,,,,54.71428571428556,False
2021-04-27,Tuesday,240,180,False,1.20794,1.2069,1.2084,20:12,1.20651,22:57,True,18.9,1.20754,1.20581,1.20801,1.20572,22.9,False,low,03:02,8.4,True,True,long,19.2,9.2,145.5,06:56,234.0,55.96428571428566,False
2021-04-28,Wednesday,239,180,False,1.2089,1.20762,1.2089,20:00,1.20751,21:42,True,13.9,1.20707,1.20748,1.20796,1.2056,23.6,False,low,02:00,19.1,True,True,long,18.1,15.5,197.1,10:16,496.0,59.235714285714245,False
2021-04-29,Thursday,238,180,False,1.2135,1.21258,1.21498,21:44,1.2124,23:57,True,25.8,1.21346,1.21155,1.21366,1.21111,25.5,False,low,02:37,21.9,True,False,long,13.7,19.9,45.3,,,55.60714285714284,False
2021-04-30,Friday,240,180,False,1.21243,1.21174,1.21265,21:01,1.21152,23:32,True,11.3,1.21176,1.2095,1.21198,1.20944,25.4,False,low,02:01,91.3,True,False,long,4.4,91.5,40.7,,,60.21428571428559,False
2021-05-03,Monday,237,180,False,1.20272,1.20223,1.20354,21:03,1.20183,22:57,True,17.1,1.20217,1.20472,1.20495,1.2013,36.5,True,low,02:01,5.3,True,True,long,22.1,4.3,337.4,02:58,57.0,60.15714285714283,False
2021-05-04,Tuesday,234,180,False,1.2059,1.20394,1.20598,20:00,1.20389,23:58,True,20.9,1.20362,1.20032,1.2039,1.20021,36.9,False,low,02:00,40.0,True,False,long,4.2,35.9,0.5,,,60.8142857142857,False
2021-05-05,Wednesday,236,180,False,1.20145,1.20241,1.20265,23:24,1.2014,20:13,False,12.5,1.2012,1.19965,1.20158,1.19859,29.9,False,low,02:00,28.1,True,False,long,5.8,28.0,45.6,,,55.31428571428552,False
2021-05-06,Thursday,239,180,False,1.20076,1.19988,1.20116,22:29,1.19929,22:54,True,18.7,1.20078,1.20394,1.20445,1.2005,39.5,False,high,02:36,60.0,True,False,short,3.9,57.8,9.1,,,56.471428571428355,False
2021-05-07,Friday,238,180,False,1.20651,1.20678,1.20697,20:08,1.20594,21:09,True,10.3,1.20608,1.20874,1.20905,1.20527,37.8,True,low,02:02,6.7,True,True,long,23.2,6.7,1025.2,03:14,72.0,61.499999999999886,False
2021-05-10,Monday,239,180,False,1.21704,1.21548,1.21705,20:00,1.21509,23:02,True,19.6,1.21517,1.21709,1.21752,1.21366,38.6,True,low,03:13,14.3,True,True,long,24.7,9.6,139.3,04:45,92.0,56.02857142857131,False
2021-05-11,Tuesday,240,180,False,1.21406,1.21397,1.21493,23:07,1.21259,20:57,False,23.4,1.21425,1.21624,1.21642,1.2123,41.2,True,low,03:11,2.9,True,True,long,23.2,3.6,237.6,04:36,85.0,58.742857142857055,False
2021-05-12,Wednesday,240,180,False,1.21441,1.21168,1.21491,20:07,1.21153,23:56,True,33.8,1.2122,1.21343,1.21438,1.2122,21.8,,none,,,,,,,,,,,61.02142857142849,False
2021-05-13,Thursday,240,180,False,1.20776,1.20764,1.20888,21:47,1.20706,20:10,False,18.2,1.2073,1.20622,1.2106,1.20514,54.6,True,high,02:22,17.2,True,True,short,25.2,17.0,205.5,04:47,145.0,62.349999999999746,False
2021-05-14,Friday,239,180,False,1.20768,1.20854,1.20857,23:56,1.20708,20:28,False,14.9,1.20965,1.21251,1.21293,1.20926,36.7,False,high,02:00,62.0,True,False,short,2.4,52.7,-46.3,,,60.18571428571397,False
2021-05-17,Monday,240,180,False,1.21497,1.21315,1.21497,20:00,1.21289,22:31,True,20.8,1.21269,1.2148,1.21497,1.21264,23.3,False,low,02:00,2.5,True,True,long,23.3,0.0,191.3,04:56,176.0,55.0071428571424,False
2021-05-18,Tuesday,240,180,False,1.21561,1.21675,1.21691,22:05,1.21534,20:06,False,15.7,1.21667,1.22183,1.22195,1.21649,54.6,False,high,02:04,64.8,True,False,short,0.7,64.6,3.2,,,58.85714285714224,False
2021-05-19,Wednesday,240,180,False,1.22225,1.22294,1.22327,20:47,1.22172,22:05,True,15.5,1.22393,1.22165,1.22451,1.22046,40.5,True,high,02:00,12.4,True,True,short,23.6,5.3,283.2,03:54,114.0,60.44999999999935,False
2021-05-20,Thursday,240,180,False,1.21704,1.21822,1.21851,21:00,1.21689,20:00,False,16.2,1.21787,1.21881,1.22047,1.2178,26.7,False,high,02:08,41.3,True,False,short,6.1,39.3,25.3,,,61.749999999999304,False
2021-05-21,Friday,240,180,False,1.2225,1.22321,1.22391,21:38,1.22238,20:00,False,15.3,1.22336,1.22235,1.22396,1.22097,29.9,True,high,02:04,0.5,False,True,short,14.8,1.1,449.0,02:40,36.0,64.56428571428505,False
