date,entry_bar,outcome,r_multiple,risk_pips
2023-05-19,857448,LOSS,-1.0,2.6
2023-05-19,857462,LOSS,-1.0,6.3
2023-05-19,857528,LOSS,-1.0,2.7
2023-05-19,857538,LOSS,-1.0,2.3
2023-05-19,857563,LOSS,-1.0,4.5
2023-05-24,860274,LOSS,-1.0,3.0
2023-05-24,860295,LOSS,-1.0,2.1
2023-05-24,860397,LOSS,-1.0,1.2
2023-05-24,860410,WIN,3.133,4.5
2023-05-26,862387,LOSS,-1.0,4.2
2023-05-26,862421,LOSS,-1.0,5.9
2023-05-26,862596,LOSS,-1.0,2.8
2023-05-26,862608,LOSS,-1.0,2.6
2023-05-26,862631,WIN,1.335,16.4
2023-05-29,863271,LOSS,-1.0,3.4
2023-05-29,863301,WIN,11.333,2.1
2023-06-02,867323,WIN,5.355,3.1
2023-06-06,869409,LOSS,-1.0,3.8
2023-06-06,869439,WIN,2.75,5.6
2023-06-08,871423,LOSS,-1.0,2.6
2023-06-08,871465,WIN,2.522,4.6
2023-06-12,873392,LOSS,-1.0,2.2
2023-06-12,873396,LOSS,-1.0,3.1
2023-06-12,873415,LOSS,-1.0,3.5
2023-06-12,873477,LOSS,-1.0,3.6
2023-06-12,873501,LOSS,-1.0,4.4
2023-06-12,873524,LOSS,-1.0,5.1
2023-06-12,873549,LOSS,-1.0,3.7
2023-06-12,873608,OPEN,0.0,3.6
2023-06-13,874410,LOSS,-1.0,2.1
2023-06-13,874421,LOSS,-1.0,1.6
2023-06-13,874424,LOSS,-1.0,3.0
2023-06-13,874436,LOSS,-1.0,4.7
2023-06-13,874466,LOSS,-1.0,2.0
2023-06-13,874482,LOSS,-1.0,7.0
2023-06-13,874496,LOSS,-1.0,9.5
2023-06-13,874574,LOSS,-1.0,3.5
2023-06-13,874584,LOSS,-1.0,8.7
2023-06-13,874734,OPEN,0.0,20.1
2023-06-16,877489,WIN,4.294,5.1
2023-06-20,879432,LOSS,-1.0,3.6
2023-06-20,879444,LOSS,-1.0,3.8
2023-06-20,879501,LOSS,-1.0,4.5
2023-06-20,879513,LOSS,-1.0,5.1
2023-06-20,879525,WIN,3.437,8.0
2023-06-26,883412,WIN,1.2,5.5
2023-06-27,884482,LOSS,-1.0,4.8
2023-06-27,884498,LOSS,-1.0,2.5
2023-06-27,884529,LOSS,-1.0,3.1
2023-06-27,884552,LOSS,-1.0,3.0
2023-06-27,884592,LOSS,-1.0,4.2
2023-06-27,884649,LOSS,-1.0,2.5
2023-06-27,884666,LOSS,-1.0,3.1
2023-06-27,884711,LOSS,-1.0,2.5
2023-06-27,884714,LOSS,-1.0,4.5
2023-06-27,884750,LOSS,-1.0,4.9
2023-06-27,884758,OPEN,0.0,6.4
2023-07-06,891483,LOSS,-1.0,3.7
2023-07-06,891505,LOSS,-1.0,4.7
2023-07-06,891528,LOSS,-1.0,5.6
2023-07-06,891564,LOSS,-1.0,13.6
2023-07-06,891741,LOSS,-1.0,4.5
2023-07-06,891755,OPEN,0.0,3.1
2023-07-07,892494,WIN,2.377,5.3
2023-07-11,894536,WIN,1.742,9.3
2023-07-12,895542,LOSS,-1.0,3.6
2023-07-12,895557,LOSS,-1.0,4.4
2023-07-12,895798,LOSS,-1.0,10.8
2023-07-12,895821,LOSS,-1.0,9.7
2023-07-12,895841,LOSS,-1.0,10.2
2023-07-12,895867,LOSS,-1.0,3.6
2023-07-12,895875,LOSS,-1.0,4.1
2023-07-12,895918,OPEN,0.0,9.1
2023-07-17,898516,LOSS,-1.0,7.7
2023-07-17,898567,LOSS,-1.0,8.4
2023-07-17,898589,LOSS,-1.0,5.1
2023-07-17,898604,LOSS,-1.0,4.8
2023-07-17,898650,LOSS,-1.0,3.8
2023-07-17,898672,WIN,13.125,2.4
2023-07-18,899579,LOSS,-1.0,3.7
2023-07-18,899605,LOSS,-1.0,2.7
2023-07-18,899626,WIN,3.318,8.5
2023-07-19,900557,WIN,0.893,5.6
2023-07-21,902592,LOSS,-1.0,3.9
2023-07-21,902601,LOSS,-1.0,3.0
2023-07-21,902614,LOSS,-1.0,2.0
2023-07-21,902631,LOSS,-1.0,3.6
2023-07-21,902649,WIN,2.0,4.7
2023-07-24,903646,LOSS,-1.0,2.4
2023-07-24,903662,WIN,0.297,21.2
2023-07-25,904631,LOSS,-1.0,1.7
2023-07-25,904638,LOSS,-1.0,1.8
2023-07-25,904651,WIN,2.597,6.7
2023-07-26,905629,LOSS,-1.0,2.8
2023-07-26,905658,LOSS,-1.0,1.7
2023-07-26,905696,LOSS,-1.0,3.7
2023-07-26,905739,LOSS,-1.0,2.9
2023-07-26,905796,LOSS,-1.0,6.6
2023-07-26,905817,LOSS,-1.0,6.0
2023-07-26,905840,LOSS,-1.0,4.6
2023-07-26,905902,LOSS,-1.0,3.6
2023-07-26,905925,OPEN,0.0,5.1
2023-07-27,906752,LOSS,-1.0,1.5
2023-07-27,906763,LOSS,-1.0,4.7
2023-07-27,906831,WIN,20.29,3.1
2023-07-28,907711,WIN,0.378,14.3
2023-08-08,917444,LOSS,-1.0,1.4
2023-08-08,917449,WIN,4.197,6.6
2023-08-09,918852,LOSS,-1.0,2.6
2023-08-09,918890,LOSS,-1.0,5.5
2023-08-09,918914,LOSS,-1.0,3.1
2023-08-09,918950,LOSS,-1.0,3.5
2023-08-09,918977,LOSS,-1.0,8.0
2023-08-09,919331,OPEN,0.0,6.3
2023-08-10,920312,LOSS,-1.0,2.0
2023-08-10,920329,LOSS,-1.0,6.3
2023-08-10,920360,LOSS,-1.0,4.3
2023-08-10,920425,LOSS,-1.0,4.6
2023-08-10,920567,LOSS,-1.0,0.8
2023-08-10,920574,LOSS,-1.0,2.2
2023-08-10,920587,LOSS,-1.0,4.3
2023-08-10,920675,OPEN,0.0,32.9
2023-08-11,921737,LOSS,-1.0,4.1
2023-08-11,921881,WIN,4.85,4.0
2023-08-15,924582,LOSS,-1.0,5.1
2023-08-15,924603,LOSS,-1.0,5.0
2023-08-15,924632,LOSS,-1.0,3.9
2023-08-15,924647,LOSS,-1.0,5.4
2023-08-15,924747,LOSS,-1.0,6.8
2023-08-15,924809,WIN,9.548,4.2
2023-08-16,926013,LOSS,-1.0,3.0
2023-08-16,926050,LOSS,-1.0,4.0
2023-08-16,926059,LOSS,-1.0,5.8
2023-08-16,926096,LOSS,-1.0,3.7
2023-08-16,926123,LOSS,-1.0,6.0
2023-08-16,926147,LOSS,-1.0,4.3
2023-08-16,926168,WIN,6.417,4.8
2023-08-17,927497,LOSS,-1.0,3.2
2023-08-17,927720,LOSS,-1.0,1.7
2023-08-17,927737,LOSS,-1.0,2.7
2023-08-17,927756,LOSS,-1.0,5.7
2023-08-17,927781,LOSS,-1.0,4.5
2023-08-17,927791,LOSS,-1.0,3.6
2023-08-17,927818,LOSS,-1.0,3.1
2023-08-17,927830,LOSS,-1.0,4.4
2023-08-17,927846,LOSS,-1.0,7.5
2023-08-17,927879,OPEN,0.0,4.5
2023-08-21,930406,LOSS,-1.0,2.1
2023-08-21,930417,LOSS,-1.0,2.2
2023-08-21,930434,LOSS,-1.0,3.0
2023-08-21,930442,LOSS,-1.0,2.4
2023-08-21,930445,LOSS,-1.0,3.6
2023-08-21,930501,LOSS,-1.0,3.5
2023-08-21,930519,LOSS,-1.0,3.7
2023-08-21,930549,LOSS,-1.0,3.2
2023-08-21,930646,LOSS,-1.0,3.7
2023-08-21,930663,LOSS,-1.0,3.7
2023-08-21,930677,OPEN,0.0,3.6
2023-08-22,931776,LOSS,-1.0,2.6
2023-08-22,931788,LOSS,-1.0,3.0
2023-08-22,931824,LOSS,-1.0,1.8
2023-08-22,931832,LOSS,-1.0,1.7
2023-08-22,931853,WIN,7.244,4.5
2023-08-23,933175,LOSS,-1.0,7.8
2023-08-23,933227,LOSS,-1.0,4.3
2023-08-23,933258,WIN,0.0,32.4
2023-08-28,937517,LOSS,-1.0,3.4
2023-08-28,937541,LOSS,-1.0,1.3
2023-08-28,937548,LOSS,-1.0,3.4
2023-08-28,937567,LOSS,-1.0,2.3
2023-08-28,937578,LOSS,-1.0,4.8
2023-08-28,937762,OPEN,0.0,5.6
2023-08-30,940367,LOSS,-1.0,1.4
2023-08-30,940372,WIN,2.903,3.1
2023-09-04,944663,LOSS,-1.0,5.5
2023-09-04,944684,LOSS,-1.0,2.8
2023-09-04,944702,LOSS,-1.0,1.6
2023-09-04,944707,LOSS,-1.0,2.9
2023-09-04,944713,LOSS,-1.0,4.6
2023-09-04,944746,LOSS,-1.0,3.3
2023-09-04,944975,OPEN,0.0,2.0
2023-09-06,947480,LOSS,-1.0,2.9
2023-09-06,947494,LOSS,-1.0,4.5
2023-09-06,947562,LOSS,-1.0,3.1
2023-09-06,947722,LOSS,-1.0,1.9
2023-09-06,947759,LOSS,-1.0,4.4
2023-09-06,947785,LOSS,-1.0,2.4
2023-09-06,947790,LOSS,-1.0,3.1
2023-09-06,947808,LOSS,-1.0,3.8
2023-09-06,947825,LOSS,-1.0,3.0
2023-09-06,947836,WIN,9.133,3.0
2023-09-08,950327,LOSS,-1.0,4.3
2023-09-08,950345,WIN,3.278,7.2
2023-09-11,951773,LOSS,-1.0,3.5
2023-09-11,951806,LOSS,-1.0,3.0
2023-09-11,951818,LOSS,-1.0,1.9
2023-09-11,951834,LOSS,-1.0,4.2
2023-09-11,952264,OPEN,0.0,6.7
2023-09-14,956052,WIN,5.0,3.1
2023-09-15,957495,LOSS,-1.0,4.4
2023-09-15,957514,LOSS,-1.0,3.1
2023-09-15,957608,LOSS,-1.0,3.6
2023-09-15,957687,LOSS,-1.0,2.3
2023-09-15,957957,OPEN,0.0,9.7
2023-09-18,958902,LOSS,-1.0,2.5
2023-09-18,958916,WIN,4.692,2.6
2023-09-21,963252,LOSS,-1.0,5.0
2023-09-21,963277,LOSS,-1.0,2.9
2023-09-21,963308,LOSS,-1.0,5.4
2023-09-21,963318,LOSS,-1.0,5.9
2023-09-21,963334,LOSS,-1.0,2.9
2023-09-21,963384,LOSS,-1.0,4.3
2023-09-21,963709,OPEN,0.0,4.2
2023-09-22,964696,LOSS,-1.0,2.2
2023-09-22,964706,WIN,0.0,51.2
2023-09-27,968924,LOSS,-1.0,4.6
2023-09-27,968952,WIN,3.425,4.0
2023-09-29,971753,LOSS,-1.0,3.4
2023-09-29,971788,LOSS,-1.0,3.7
2023-09-29,971803,LOSS,-1.0,6.3
2023-09-29,971816,LOSS,-1.0,8.7
2023-09-29,971834,LOSS,-1.0,3.7
2023-09-29,971899,LOSS,-1.0,6.1
2023-09-29,971911,LOSS,-1.0,4.0
2023-09-29,971929,LOSS,-1.0,3.4
2023-09-29,971951,LOSS,-1.0,2.4
2023-09-29,971963,OPEN,0.0,2.3
2023-10-12,984657,LOSS,-1.0,6.2
2023-10-12,984697,WIN,2.536,5.6
2023-10-13,986087,LOSS,-1.0,2.8
2023-10-13,986094,WIN,1.235,5.1
2023-10-16,987539,LOSS,-1.0,2.2
2023-10-16,987567,LOSS,-1.0,1.9
2023-10-16,987581,LOSS,-1.0,3.8
2023-10-16,987586,LOSS,-1.0,4.7
2023-10-16,987644,LOSS,-1.0,1.1
2023-10-16,987671,LOSS,-1.0,2.5
2023-10-16,987701,LOSS,-1.0,4.0
2023-10-16,987731,LOSS,-1.0,3.7
2023-10-16,987744,LOSS,-1.0,5.5
2023-10-16,987938,LOSS,-1.0,5.5
2023-10-16,988064,LOSS,-1.0,3.4
2023-10-16,988071,LOSS,-1.0,3.3
2023-10-16,988102,OPEN,0.0,3.8
2023-10-18,990414,WIN,6.17,4.7
2023-10-24,996209,LOSS,-1.0,3.6
2023-10-24,996258,WIN,0.0,8.2
2023-10-27,1000491,LOSS,-1.0,3.5
2023-10-27,1000506,WIN,0.923,2.6
2023-10-30,1001950,WIN,0.452,6.2
2023-10-31,1003435,LOSS,-1.0,4.8
2023-10-31,1003462,LOSS,-1.0,3.2
2023-10-31,1003502,LOSS,-1.0,3.0
2023-10-31,1003562,WIN,2.88,21.7
2023-11-01,1004820,WIN,1.347,4.9
2023-11-02,1006292,WIN,2.886,3.5
2023-11-03,1007702,LOSS,-1.0,2.9
2023-11-03,1007711,LOSS,-1.0,3.0
2023-11-03,1007722,LOSS,-1.0,3.6
2023-11-03,1007830,LOSS,-1.0,4.8
2023-11-03,1007861,LOSS,-1.0,1.7
2023-11-03,1007869,LOSS,-1.0,4.1
2023-11-03,1007887,LOSS,-1.0,3.6
2023-11-03,1007961,LOSS,-1.0,3.1
2023-11-03,1008015,LOSS,-1.0,3.4
2023-11-03,1008041,LOSS,-1.0,15.3
2023-11-03,1008098,LOSS,-1.0,5.8
2023-11-03,1008107,LOSS,-1.0,6.5
2023-11-03,1008129,LOSS,-1.0,5.3
2023-11-03,1008169,LOSS,-1.0,4.1
2023-11-03,1008185,LOSS,-1.0,3.8
2023-11-03,1008207,LOSS,-1.0,6.2
2023-11-03,1008230,LOSS,-1.0,6.0
2023-11-03,1008252,LOSS,-1.0,4.4
2023-11-06,1009071,LOSS,-1.0,6.0
2023-11-06,1009091,LOSS,-1.0,3.4
2023-11-06,1009112,LOSS,-1.0,3.1
2023-11-06,1009166,OPEN,0.0,3.7
2023-11-13,1016263,LOSS,-1.0,2.9
2023-11-13,1016271,LOSS,-1.0,3.5
2023-11-13,1016290,LOSS,-1.0,2.2
2023-11-13,1016400,WIN,2.5,5.6
2023-11-14,1017678,LOSS,-1.0,2.7
2023-11-14,1017687,LOSS,-1.0,0.9
2023-11-14,1017700,LOSS,-1.0,3.2
2023-11-14,1017706,LOSS,-1.0,1.4
2023-11-14,1017716,LOSS,-1.0,3.3
2023-11-14,1017733,LOSS,-1.0,3.1
2023-11-14,1017777,LOSS,-1.0,3.3
2023-11-14,1017819,LOSS,-1.0,2.4
2023-11-14,1017832,LOSS,-1.0,5.6
2023-11-14,1017842,LOSS,-1.0,2.8
2023-11-14,1017870,LOSS,-1.0,5.3
2023-11-14,1017885,LOSS,-1.0,5.8
2023-11-14,1018080,LOSS,-1.0,5.0
2023-11-14,1018107,LOSS,-1.0,8.4
2023-11-14,1018132,LOSS,-1.0,3.4
2023-11-14,1018143,LOSS,-1.0,10.5
2023-11-14,1018155,LOSS,-1.0,7.5
2023-11-14,1018168,LOSS,-1.0,8.4
2023-11-14,1018181,LOSS,-1.0,2.5
2023-11-14,1018186,LOSS,-1.0,5.0
2023-11-14,1018230,LOSS,-1.0,10.2
2023-11-14,1018263,OPEN,0.0,5.0
2023-11-16,1020666,LOSS,-1.0,2.1
2023-11-16,1020679,LOSS,-1.0,4.0
2023-11-16,1020942,LOSS,-1.0,2.1
2023-11-16,1020947,LOSS,-1.0,3.3
2023-11-16,1020962,LOSS,-1.0,6.4
2023-11-16,1021028,LOSS,-1.0,5.8
2023-11-16,1021053,OPEN,0.0,4.5
2023-11-20,1023562,LOSS,-1.0,5.0
2023-11-20,1023576,LOSS,-1.0,4.7
2023-11-20,1023889,LOSS,-1.0,5.3
2023-11-20,1023964,LOSS,-1.0,6.2
2023-11-23,1027730,LOSS,-1.0,3.7
2023-11-23,1027761,LOSS,-1.0,3.0
2023-11-23,1027791,LOSS,-1.0,6.8
2023-11-23,1027821,WIN,3.058,10.3
2023-11-24,1029172,LOSS,-1.0,1.8
2023-11-24,1029181,LOSS,-1.0,3.5
2023-11-24,1029201,LOSS,-1.0,3.7
2023-11-24,1029219,LOSS,-1.0,3.6
2023-11-24,1029245,LOSS,-1.0,2.7
2023-11-24,1029254,LOSS,-1.0,5.1
2023-11-24,1029270,LOSS,-1.0,4.9
2023-11-24,1029462,LOSS,-1.0,4.9
2023-11-24,1029575,LOSS,-1.0,6.4
2023-11-24,1029597,LOSS,-1.0,5.2
2023-11-24,1029618,LOSS,-1.0,3.1
2023-11-24,1029650,LOSS,-1.0,4.6
2023-11-24,1029663,LOSS,-1.0,5.0
2023-11-24,1029705,OPEN,0.0,3.7
2023-11-27,1030581,WIN,5.891,4.6
2023-12-12,1046385,LOSS,-1.0,4.8
2023-12-12,1046460,LOSS,-1.0,3.5
2023-12-12,1046470,LOSS,-1.0,4.9
2023-12-12,1046549,LOSS,-1.0,5.8
2023-12-12,1046581,LOSS,-1.0,3.5
2023-12-12,1046603,LOSS,-1.0,4.6
2023-12-12,1046749,LOSS,-1.0,3.1
2023-12-12,1046768,OPEN,0.0,32.6
2023-12-18,1052129,LOSS,-1.0,1.3
2023-12-18,1052143,LOSS,-1.0,2.6
2023-12-18,1052163,LOSS,-1.0,4.3
2023-12-18,1052573,LOSS,-1.0,6.3
2023-12-18,1052602,OPEN,0.0,3.0
2023-12-19,1053568,LOSS,-1.0,0.3
2023-12-19,1053587,LOSS,-1.0,5.5
2023-12-19,1053673,LOSS,-1.0,2.4
2023-12-19,1053703,LOSS,-1.0,3.8
2023-12-19,1053721,LOSS,-1.0,3.3
2023-12-19,1053753,LOSS,-1.0,2.3
2023-12-19,1053769,LOSS,-1.0,3.5
2023-12-19,1053882,LOSS,-1.0,2.7
2023-12-19,1053902,LOSS,-1.0,2.6
2023-12-19,1053919,LOSS,-1.0,5.0
2023-12-19,1054036,LOSS,-1.0,6.0
2023-12-19,1054097,OPEN,0.0,3.5
2023-12-27,1061077,LOSS,-1.0,2.3
2023-12-27,1061083,LOSS,-1.0,3.4
2023-12-27,1061140,LOSS,-1.0,3.5
2023-12-27,1061183,LOSS,-1.0,1.9
2023-12-27,1061193,LOSS,-1.0,3.3
2023-12-27,1061220,LOSS,-1.0,1.7
2023-12-27,1061239,LOSS,-1.0,2.6
2023-12-27,1061276,LOSS,-1.0,3.5
2023-12-27,1061353,LOSS,-1.0,1.8
2023-12-27,1061359,LOSS,-1.0,1.9
2023-12-27,1061372,LOSS,-1.0,2.3
2023-12-27,1061391,LOSS,-1.0,3.3
2023-12-27,1061415,LOSS,-1.0,3.8
2023-12-27,1061448,LOSS,-1.0,3.1
2023-12-27,1061485,LOSS,-1.0,4.5
2023-12-27,1061497,LOSS,-1.0,5.1
2023-12-27,1061539,LOSS,-1.0,1.9
2023-12-27,1061577,LOSS,-1.0,4.8
2023-12-27,1061594,LOSS,-1.0,12.5
2023-12-27,1061625,OPEN,0.0,11.9
2023-12-28,1062529,LOSS,-1.0,1.3
2023-12-28,1062547,LOSS,-1.0,2.6
2023-12-28,1062555,WIN,0.837,4.9
2024-01-03,1066829,LOSS,-1.0,3.5
2024-01-03,1066856,LOSS,-1.0,4.5
2024-01-03,1066866,LOSS,-1.0,4.2
2024-01-03,1066876,WIN,6.148,2.7
2024-01-04,1068236,LOSS,-1.0,2.2
2024-01-04,1068252,LOSS,-1.0,3.8
2024-01-04,1068283,LOSS,-1.0,4.1
2024-01-04,1068303,LOSS,-1.0,4.9
2024-01-04,1068312,LOSS,-1.0,3.8
2024-01-04,1068320,LOSS,-1.0,7.1
2024-01-04,1068356,LOSS,-1.0,4.3
2024-01-04,1068374,LOSS,-1.0,4.4
2024-01-04,1068406,LOSS,-1.0,5.5
2024-01-04,1068417,OPEN,0.0,3.8
2024-01-11,1075408,LOSS,-1.0,1.2
2024-01-11,1075415,LOSS,-1.0,1.2
2024-01-11,1075420,WIN,1.923,3.9
2024-01-18,1082331,WIN,0.0,6.6
2024-01-23,1086599,LOSS,-1.0,1.8
2024-01-23,1086607,LOSS,-1.0,2.9
2024-01-23,1086639,LOSS,-1.0,4.5
2024-01-23,1086648,LOSS,-1.0,3.7
2024-01-23,1086652,WIN,9.581,3.1
2024-01-24,1088038,LOSS,-1.0,4.2
2024-01-24,1088079,LOSS,-1.0,2.3
2024-01-24,1088096,LOSS,-1.0,3.6
2024-01-24,1088135,LOSS,-1.0,2.4
2024-01-24,1088174,LOSS,-1.0,4.6
2024-01-24,1088206,LOSS,-1.0,6.6
2024-01-24,1088407,LOSS,-1.0,3.1
2024-01-24,1088421,LOSS,-1.0,4.2
2024-01-24,1088449,LOSS,-1.0,6.4
2024-01-24,1088481,OPEN,0.0,7.1
2024-01-25,1089489,LOSS,-1.0,4.9
2024-01-25,1089543,LOSS,-1.0,6.1
2024-01-25,1089571,LOSS,-1.0,3.0
2024-01-25,1089585,LOSS,-1.0,3.1
2024-01-25,1089600,LOSS,-1.0,2.7
2024-01-25,1089612,LOSS,-1.0,2.9
2024-01-25,1089630,LOSS,-1.0,3.8
2024-01-25,1089646,LOSS,-1.0,2.0
2024-01-25,1089661,LOSS,-1.0,2.8
2024-01-25,1089841,LOSS,-1.0,7.5
2024-01-25,1089866,LOSS,-1.0,5.8
2024-01-25,1089878,WIN,0.837,9.8
2024-01-29,1092380,WIN,3.304,2.3
2024-02-02,1098111,LOSS,-1.0,4.8
2024-02-02,1098123,LOSS,-1.0,2.2
2024-02-02,1098134,LOSS,-1.0,5.1
2024-02-02,1098145,LOSS,-1.0,3.1
2024-02-02,1098161,LOSS,-1.0,4.6
2024-02-02,1098230,LOSS,-1.0,0.7
2024-02-02,1098237,LOSS,-1.0,3.0
2024-02-02,1098247,WIN,10.87,2.3
2024-02-05,1099569,LOSS,-1.0,2.3
2024-02-05,1099589,LOSS,-1.0,4.3
2024-02-05,1099601,WIN,1.105,7.6
2024-02-06,1100980,WIN,7.0,2.6
2024-02-07,1102420,LOSS,-1.0,2.8
2024-02-07,1102426,LOSS,-1.0,3.9
2024-02-07,1102455,LOSS,-1.0,3.7
2024-02-07,1102670,LOSS,-1.0,2.0
2024-02-07,1102686,LOSS,-1.0,1.7
2024-02-07,1102694,LOSS,-1.0,3.3
2024-02-07,1102706,LOSS,-1.0,3.1
2024-02-07,1102766,LOSS,-1.0,1.8
2024-02-07,1102770,LOSS,-1.0,2.8
2024-02-07,1102774,LOSS,-1.0,3.3
2024-02-07,1102780,LOSS,-1.0,0.3
2024-02-07,1102790,WIN,7.321,2.8
2024-02-08,1103859,WIN,2.237,3.8
2024-02-09,1105290,LOSS,-1.0,2.3
2024-02-09,1105307,LOSS,-1.0,2.5
2024-02-09,1105319,LOSS,-1.0,2.5
2024-02-09,1105335,LOSS,-1.0,5.6
2024-02-09,1105365,WIN,1.406,6.4
2024-02-12,1106730,LOSS,-1.0,3.1
2024-02-12,1106769,WIN,0.421,11.4
2024-02-13,1108149,LOSS,-1.0,2.9
2024-02-13,1108161,WIN,4.152,3.3
2024-02-14,1109597,LOSS,-1.0,4.5
2024-02-14,1109632,WIN,3.75,2.0
2024-02-15,1111050,LOSS,-1.0,6.0
2024-02-15,1111357,LOSS,-1.0,1.5
2024-02-15,1111363,LOSS,-1.0,2.7
2024-02-15,1111398,LOSS,-1.0,6.0
2024-02-15,1111421,LOSS,-1.0,7.7
2024-02-15,1111477,LOSS,-1.0,4.5
2024-02-15,1111505,LOSS,-1.0,2.7
2024-02-15,1111514,OPEN,0.0,3.2
2024-02-16,1112482,LOSS,-1.0,3.0
2024-02-16,1112497,LOSS,-1.0,6.4
2024-02-16,1112568,LOSS,-1.0,2.6
2024-02-16,1112579,LOSS,-1.0,2.1
2024-02-16,1112594,LOSS,-1.0,2.2
2024-02-16,1112609,LOSS,-1.0,3.8
2024-02-16,1112703,LOSS,-1.0,1.6
2024-02-16,1112718,LOSS,-1.0,1.4
2024-02-16,1112734,LOSS,-1.0,2.2
2024-02-16,1112740,LOSS,-1.0,1.7
2024-02-16,1112744,LOSS,-1.0,2.9
2024-02-16,1112769,LOSS,-1.0,2.0
2024-02-16,1112773,LOSS,-1.0,1.8
2024-02-16,1112778,LOSS,-1.0,2.7
2024-02-16,1112841,WIN,0.0,22.2
2024-02-19,1113909,LOSS,-1.0,1.5
2024-02-19,1113913,WIN,4.034,2.9
2024-02-20,1115313,LOSS,-1.0,2.4
2024-02-20,1115329,LOSS,-1.0,2.6
2024-02-20,1115379,LOSS,-1.0,4.5
2024-02-20,1115390,LOSS,-1.0,4.0
2024-02-20,1115428,LOSS,-1.0,3.8
2024-02-20,1115472,LOSS,-1.0,3.0
2024-02-20,1115498,LOSS,-1.0,3.8
2024-02-20,1115507,LOSS,-1.0,2.1
2024-02-20,1115520,LOSS,-1.0,2.2
2024-02-20,1115542,LOSS,-1.0,2.9
2024-02-20,1115704,LOSS,-1.0,4.6
2024-02-20,1115729,LOSS,-1.0,4.5
2024-02-20,1115766,OPEN,0.0,8.2
2024-02-22,1118206,LOSS,-1.0,3.6
2024-02-22,1118232,LOSS,-1.0,2.4
2024-02-22,1118262,WIN,5.017,11.5
2024-02-23,1119687,WIN,1.769,3.9
2024-02-26,1121072,LOSS,-1.0,1.6
2024-02-26,1121095,LOSS,-1.0,4.3
2024-02-26,1121109,LOSS,-1.0,3.6
2024-02-26,1121149,LOSS,-1.0,2.7
2024-02-26,1121185,LOSS,-1.0,2.7
2024-02-26,1121221,LOSS,-1.0,1.1
2024-02-26,1121250,LOSS,-1.0,3.4
2024-02-26,1121293,LOSS,-1.0,3.6
2024-02-26,1121306,LOSS,-1.0,1.6
2024-02-26,1121312,LOSS,-1.0,2.9
2024-02-26,1121323,LOSS,-1.0,3.9
2024-02-26,1121341,LOSS,-1.0,3.4
2024-02-26,1121361,LOSS,-1.0,1.9
2024-02-26,1121379,LOSS,-1.0,2.0
2024-02-26,1121406,OPEN,0.0,6.4
2024-02-27,1122514,LOSS,-1.0,3.2
2024-02-27,1122593,WIN,3.571,4.2
2024-03-04,1128238,LOSS,-1.0,1.5
2024-03-04,1128280,LOSS,-1.0,3.0
2024-03-04,1128293,LOSS,-1.0,2.1
2024-03-04,1128330,LOSS,-1.0,4.8
2024-03-04,1128341,LOSS,-1.0,2.4
2024-03-04,1128362,LOSS,-1.0,4.2
2024-03-04,1128397,LOSS,-1.0,2.2
2024-03-04,1128431,LOSS,-1.0,2.1
2024-03-04,1128470,LOSS,-1.0,2.1
2024-03-04,1128496,LOSS,-1.0,2.3
2024-03-04,1128513,LOSS,-1.0,2.2
2024-03-04,1128529,LOSS,-1.0,2.6
2024-03-04,1128703,LOSS,-1.0,3.0
2024-03-04,1128727,LOSS,-1.0,2.8
2024-03-04,1128781,OPEN,0.0,3.7
2024-03-06,1131103,LOSS,-1.0,2.5
2024-03-06,1131115,LOSS,-1.0,2.8
2024-03-06,1131131,LOSS,-1.0,3.4
2024-03-06,1131174,LOSS,-1.0,4.7
2024-03-06,1131199,LOSS,-1.0,1.4
2024-03-06,1131213,LOSS,-1.0,3.5
2024-03-06,1131267,LOSS,-1.0,2.1
2024-03-06,1131279,LOSS,-1.0,1.5
2024-03-06,1131292,LOSS,-1.0,2.6
2024-03-06,1131499,LOSS,-1.0,2.6
2024-03-06,1131516,LOSS,-1.0,4.3
2024-03-06,1131555,LOSS,-1.0,2.3
2024-03-06,1131572,LOSS,-1.0,7.2
2024-03-06,1131586,LOSS,-1.0,3.9
2024-03-06,1131598,LOSS,-1.0,4.4
2024-03-06,1131632,LOSS,-1.0,8.0
2024-03-11,1135493,LOSS,-1.0,2.2
2024-03-11,1135549,WIN,0.609,6.9
2024-03-12,1136903,LOSS,-1.0,1.8
2024-03-12,1136907,LOSS,-1.0,2.5
2024-03-12,1136932,WIN,2.405,3.7
2024-03-13,1138343,WIN,1.742,3.1
2024-03-15,1141189,LOSS,-1.0,2.6
2024-03-15,1141200,LOSS,-1.0,2.8
2024-03-15,1141210,LOSS,-1.0,1.7
2024-03-15,1141228,LOSS,-1.0,2.2
2024-03-15,1141238,LOSS,-1.0,2.3
2024-03-15,1141283,LOSS,-1.0,2.5
2024-03-15,1141335,LOSS,-1.0,2.3
2024-03-15,1141377,LOSS,-1.0,1.9
2024-03-15,1141380,OPEN,0.0,2.8
2024-03-18,1142631,LOSS,-1.0,2.3
2024-03-18,1142637,LOSS,-1.0,1.2
2024-03-18,1142650,LOSS,-1.0,1.7
2024-03-18,1142656,LOSS,-1.0,1.3
2024-03-18,1142660,LOSS,-1.0,1.9
2024-03-18,1142707,LOSS,-1.0,2.1
