date,side,direction,leg_extreme,stop_level,leg_range_pips,outcome,max_retrace_pct,leg_extreme_bar,window_end,target,bucket
2021-03-11,high,short,1.19568,1.19687,11.9,LOSS,142.9,69433,69869,1.19172,>100% (stop)
2021-03-12,low,long,1.19508,1.19379,12.9,LOSS,120.9,70751,71297,1.19884,>100% (stop)
2021-03-15,low,long,1.19313,1.19269,4.4,LOSS,190.9,72236,72792,1.19674,>100% (stop)
2021-03-16,low,long,1.19241,1.19173,6.8,LOSS,127.9,73672,74228,1.19385,>100% (stop)
2021-03-17,high,short,1.18959,1.19076,11.7,WIN,41.9,75088,75659,1.18926,25-50%
2021-03-18,high,short,1.19427,1.19791,36.4,WIN,26.6,76552,77088,1.19552,25-50%
2021-03-19,high,short,1.19242,1.19371,12.9,WIN,31.0,78024,78520,1.1902,25-50%
2021-03-22,low,long,1.18888,1.18843,4.5,LOSS,115.6,79402,79958,1.18989,>100% (stop)
2021-03-23,low,long,1.18998,1.18917,8.1,LOSS,102.5,80986,81392,1.19369,>100% (stop)
2021-03-24,low,long,1.18236,1.18176,6.0,LOSS,146.7,82307,82823,1.18508,>100% (stop)
2021-03-25,low,long,1.18163,1.18027,13.6,LOSS,101.5,83753,84254,1.18277,>100% (stop)
2021-03-26,high,short,1.17756,1.17875,11.9,LOSS,103.4,85162,85683,1.17746,>100% (stop)
2021-03-29,low,long,1.17784,1.17734,5.0,WIN,54.0,86400,86983,1.17911,50-75%
2021-03-30,low,long,1.17551,1.17409,14.2,LOSS,115.5,87901,88412,1.17737,>100% (stop)
2021-03-31,high,short,1.17301,1.17376,7.5,LOSS,140.0,89370,89841,1.17044,>100% (stop)
2021-04-01,low,long,1.17259,1.17156,10.3,WIN,69.9,90707,91272,1.17328,50-75%
2021-04-02,high,short,1.17803,1.17866,6.3,WIN,76.2,92295,92689,1.17691,75-100%
2021-04-05,low,long,1.17534,1.17478,5.6,LOSS,110.7,93533,94103,1.17718,>100% (stop)
2021-04-06,low,long,1.18116,1.17968,14.8,LOSS,106.8,95015,95521,1.18215,>100% (stop)
2021-04-07,low,long,1.18818,1.18639,17.9,WIN,76.5,96393,96949,1.18777,75-100%
2021-04-08,high,short,1.18779,1.1893,15.1,LOSS,106.0,97888,98374,1.18609,>100% (stop)
2021-04-09,low,long,1.18937,1.18872,6.5,LOSS,101.5,99255,99796,1.19201,>100% (stop)
2021-04-12,low,long,1.18807,1.1871,9.7,WIN,36.1,100779,101225,1.19029,25-50%
2021-04-13,low,long,1.19085,1.18948,13.7,LOSS,113.9,102152,102647,1.1912,>100% (stop)
2021-04-14,high,short,1.19632,1.19688,5.6,LOSS,117.9,103536,104077,1.19526,>100% (stop)
2021-04-15,high,short,1.19759,1.199,14.1,LOSS,119.1,105017,105483,1.19722,>100% (stop)
2021-04-16,high,short,1.19723,1.19791,6.8,LOSS,101.5,106514,106895,1.19503,>100% (stop)
2021-04-19,high,short,1.20218,1.20325,10.7,LOSS,104.7,107916,108322,1.19424,>100% (stop)
2021-04-20,high,short,1.20627,1.20746,11.9,WIN,79.0,109287,109753,1.20373,75-100%
2021-04-21,low,long,1.20354,1.20295,5.9,LOSS,111.9,110574,111155,1.20436,>100% (stop)
2021-04-22,low,long,1.20426,1.20305,12.1,WIN,30.6,112011,112562,1.20467,25-50%
2021-04-23,high,short,1.20233,1.20292,5.9,LOSS,106.8,113403,113984,1.20127,>100% (stop)
2021-04-27,low,long,1.20757,1.20658,9.9,LOSS,116.2,116323,116829,1.2084,>100% (stop)
2021-04-28,low,long,1.20785,1.20712,7.3,LOSS,172.6,117681,118257,1.2089,>100% (stop)
2021-04-29,low,long,1.21227,1.21171,5.6,LOSS,116.1,119177,119683,1.21498,>100% (stop)
2021-04-30,low,long,1.21198,1.21155,4.3,LOSS,146.5,120515,121101,1.21265,>100% (stop)
2021-05-03,low,long,1.20225,1.2013,9.5,WIN,31.6,121979,122525,1.20354,25-50%
2021-05-05,low,long,1.19982,1.19871,11.1,LOSS,100.9,124853,125329,1.20265,>100% (stop)
2021-05-06,high,short,1.20122,1.20202,8.0,LOSS,145.0,126197,126733,1.19929,>100% (stop)
2021-05-07,low,long,1.20893,1.20527,36.6,WIN,46.4,127641,128157,1.20697,25-50%
2021-05-10,low,long,1.21752,1.21366,38.6,WIN,16.6,129173,129594,1.21705,0-25%
2021-05-11,low,long,1.21402,1.21295,10.7,WIN,38.3,130508,131014,1.21493,25-50%
2021-05-13,high,short,1.20843,1.20992,14.9,WIN,68.5,133389,133865,1.20706,50-75%
2021-05-14,high,short,1.21044,1.2109,4.6,LOSS,110.9,134751,135287,1.20708,>100% (stop)
2021-05-17,low,long,1.21383,1.21267,11.6,WIN,58.6,136140,136716,1.21497,50-75%
2021-05-18,high,short,1.2213,1.22195,6.5,LOSS,150.8,137746,138132,1.21534,>100% (stop)
2021-05-19,high,short,1.22366,1.22425,5.9,LOSS,111.9,138998,139554,1.22172,>100% (stop)
2021-05-20,high,short,1.21829,1.21978,14.9,LOSS,102.0,140445,140976,1.21689,>100% (stop)
2021-05-21,high,short,1.22223,1.2237,14.7,WIN,19.0,141849,142400,1.22238,0-25%
2021-05-24,high,short,1.21889,1.21945,5.6,LOSS,126.8,143301,143832,1.2175,>100% (stop)
2021-05-25,high,short,1.22527,1.22605,7.8,LOSS,115.4,144780,145266,1.22113,>100% (stop)
2021-05-26,low,long,1.22483,1.22326,15.7,LOSS,101.3,146238,146699,1.22604,>100% (stop)
2021-05-27,high,short,1.21867,1.21965,9.8,LOSS,105.1,147569,148130,1.21751,>100% (stop)
2021-05-28,low,long,1.21817,1.21755,6.2,LOSS,138.7,149002,149558,1.21927,>100% (stop)
2021-06-01,low,long,1.2237,1.22347,2.3,WIN,34.8,150834,151225,1.22364,25-50%
2021-06-02,low,long,1.22179,1.22105,7.4,LOSS,135.1,152078,152639,1.22265,>100% (stop)
2021-06-03,low,long,1.21936,1.2179,14.6,LOSS,136.3,153613,154049,1.22141,>100% (stop)
2021-06-04,low,long,1.21099,1.21077,2.2,LOSS,159.1,154890,155476,1.21302,>100% (stop)
2021-06-07,low,long,1.21662,1.21514,14.8,LOSS,100.7,156406,156892,1.21726,>100% (stop)
2021-06-08,low,long,1.21852,1.2178,7.2,LOSS,108.3,157725,158311,1.21941,>100% (stop)
2021-06-09,high,short,1.21773,1.21814,4.1,LOSS,114.6,159182,159723,1.21714,>100% (stop)
2021-06-10,low,long,1.2174,1.21616,12.4,LOSS,106.5,160587,161133,1.21806,>100% (stop)
2021-06-11,high,short,1.21827,1.21902,7.5,LOSS,109.3,162009,162555,1.21717,>100% (stop)
2021-06-14,low,long,1.21206,1.21031,17.5,WIN,33.7,163484,163969,1.21102,25-50%
2021-06-15,high,short,1.21241,1.21267,2.6,LOSS,138.5,164794,165375,1.21137,>100% (stop)
2021-06-16,high,short,1.21227,1.213,7.3,LOSS,105.5,166217,166793,1.21165,>100% (stop)
2021-06-17,low,long,1.19643,1.19425,21.8,LOSS,101.4,167771,168232,1.20047,>100% (stop)
2021-06-18,low,long,1.19086,1.18953,13.3,LOSS,103.8,169099,169670,1.19249,>100% (stop)
2021-06-21,high,short,1.18511,1.18807,29.6,LOSS,100.7,170597,171108,1.18476,>100% (stop)
2021-06-22,low,long,1.19046,1.18956,9.0,LOSS,101.1,171998,172544,1.19151,>100% (stop)
2021-06-23,low,long,1.19368,1.19113,25.5,WIN,17.3,173489,173975,1.19398,0-25%
2021-06-24,low,long,1.19294,1.19216,7.8,WIN,38.5,174822,175403,1.19332,25-50%
2021-06-25,high,short,1.19431,1.19479,4.8,LOSS,131.2,176294,176830,1.19266,>100% (stop)
2021-06-28,high,short,1.19255,1.19442,18.7,WIN,97.3,177807,178258,1.192,75-100%
2021-06-29,low,long,1.19113,1.18994,11.9,LOSS,101.7,179326,179687,1.19295,>100% (stop)
2021-06-30,low,long,1.19052,1.1894,11.2,LOSS,108.9,180561,181112,1.1909,>100% (stop)
2021-07-01,low,long,1.18461,1.18386,7.5,WIN,53.3,181991,182537,1.18564,50-75%
2021-07-02,low,long,1.18326,1.18229,9.7,LOSS,107.2,183514,183965,1.18476,>100% (stop)
2021-07-05,high,short,1.1852,1.18595,7.5,LOSS,168.0,184874,185380,1.18518,>100% (stop)
2021-07-06,high,short,1.18884,1.18947,6.3,WIN,61.9,186256,186812,1.18583,50-75%
2021-07-07,high,short,1.18216,1.183,8.4,LOSS,104.8,187662,188243,1.18155,>100% (stop)
2021-07-08,high,short,1.17921,1.18068,14.7,LOSS,102.0,189122,189678,1.17834,>100% (stop)
2021-07-09,low,long,1.18356,1.18307,4.9,LOSS,151.0,190534,191105,1.18499,>100% (stop)
2021-07-12,low,long,1.1868,1.18625,5.5,LOSS,121.8,191966,192527,1.18802,>100% (stop)
2021-07-13,low,long,1.18643,1.18556,8.7,LOSS,128.7,193384,193950,1.18751,>100% (stop)
2021-07-14,high,short,1.17853,1.17919,6.6,LOSS,104.5,194867,195383,1.17717,>100% (stop)
2021-07-15,high,short,1.18392,1.18433,4.1,LOSS,109.8,196252,196818,1.18211,>100% (stop)
2021-07-16,low,long,1.18066,1.1797,9.6,WIN,88.5,197772,198253,1.18168,75-100%
2021-07-19,low,long,1.17836,1.1777,6.6,LOSS,110.6,199230,199676,1.18136,>100% (stop)
2021-07-20,low,long,1.17851,1.17776,7.5,LOSS,116.0,200537,201098,1.18021,>100% (stop)
2021-07-21,low,long,1.17632,1.17518,11.4,WIN,81.6,202047,202523,1.17829,75-100%
2021-07-22,high,short,1.17938,1.18012,7.4,LOSS,106.8,203413,203939,1.17866,>100% (stop)
2021-07-23,low,long,1.17732,1.17686,4.6,LOSS,100.0,204802,205363,1.17804,75-100%
2021-07-26,high,short,1.17773,1.17817,4.4,LOSS,106.8,206192,206778,1.17632,>100% (stop)
2021-07-27,low,long,1.17798,1.17698,10.0,WIN,55.0,207789,208210,1.1812,50-75%
2021-07-28,low,long,1.18106,1.1805,5.6,LOSS,108.9,209117,209638,1.18274,>100% (stop)
2021-07-29,high,short,1.18502,1.18635,13.3,LOSS,100.8,210531,211072,1.18406,>100% (stop)
2021-07-30,low,long,1.18955,1.1875,20.5,WIN,10.7,212008,212504,1.18916,0-25%
2021-08-02,high,short,1.18709,1.18746,3.7,LOSS,210.8,213356,213922,1.18587,>100% (stop)
2021-08-03,high,short,1.18716,1.18774,5.8,LOSS,105.2,214790,215346,1.1868,>100% (stop)
2021-08-04,high,short,1.18746,1.18795,4.9,WIN,77.6,216240,216761,1.18606,75-100%
2021-08-05,low,long,1.18396,1.18312,8.4,LOSS,109.5,217611,218177,1.18392,>100% (stop)
2021-08-06,low,long,1.18138,1.18104,3.4,LOSS,152.9,219163,219589,1.18333,>100% (stop)
2021-08-09,high,short,1.17605,1.17656,5.1,LOSS,103.9,220447,221013,1.17424,>100% (stop)
2021-08-10,high,short,1.17382,1.17419,3.7,LOSS,121.6,221862,222408,1.1732,>100% (stop)
2021-08-11,low,long,1.17149,1.17099,5.0,LOSS,128.0,223286,223827,1.17255,>100% (stop)
2021-08-12,low,long,1.17401,1.17326,7.5,WIN,44.0,224749,225239,1.17449,25-50%
2021-08-13,low,long,1.17383,1.17302,8.1,WIN,53.1,226171,226652,1.17424,50-75%
2021-08-16,low,long,1.17928,1.17865,6.3,LOSS,133.3,227495,228056,1.18006,>100% (stop)
2021-08-17,low,long,1.17673,1.17631,4.2,LOSS,169.0,228914,229455,1.17776,>100% (stop)
2021-08-18,high,short,1.17196,1.17294,9.8,WIN,63.3,230416,230882,1.17075,50-75%
2021-08-20,low,long,1.16766,1.16706,6.0,LOSS,101.7,233328,233734,1.16873,>100% (stop)
2021-08-23,high,short,1.17214,1.17319,10.5,LOSS,107.6,234766,235142,1.1695,>100% (stop)
2021-08-24,low,long,1.17393,1.17329,6.4,LOSS,110.9,236080,236541,1.17473,>100% (stop)
2021-08-25,low,long,1.17566,1.17363,20.3,WIN,21.2,237498,237944,1.17575,0-25%
2021-08-26,low,long,1.17632,1.17599,3.3,LOSS,206.1,238816,239362,1.17736,>100% (stop)
2021-08-27,high,short,1.17606,1.17635,2.9,LOSS,127.6,240194,240775,1.1742,>100% (stop)
2021-08-30,low,long,1.18033,1.17995,3.8,LOSS,163.2,241672,242203,1.18097,>100% (stop)
2021-08-31,high,short,1.18232,1.18298,6.6,LOSS,101.5,243069,243605,1.17952,>100% (stop)
2021-09-01,low,long,1.18135,1.17951,18.4,WIN,98.4,244497,245028,1.18111,75-100%
2021-09-02,high,short,1.18398,1.18465,6.7,LOSS,152.2,245869,246430,1.18367,>100% (stop)
2021-09-03,low,long,1.18826,1.18713,11.3,LOSS,111.5,247410,247841,1.18842,>100% (stop)
2021-09-06,low,long,1.18685,1.18602,8.3,LOSS,108.4,248824,249270,1.18857,>100% (stop)
2021-09-07,low,long,1.1874,1.18719,2.1,LOSS,204.8,250102,250688,1.18851,>100% (stop)
2021-09-08,low,long,1.18349,1.183,4.9,LOSS,132.7,251557,252113,1.18511,>100% (stop)
2021-09-09,low,long,1.18242,1.18137,10.5,LOSS,100.0,252973,253539,1.18252,75-100%
2021-09-13,low,long,1.17853,1.17759,9.4,LOSS,108.5,255884,256385,1.18127,>100% (stop)
2021-09-14,high,short,1.18237,1.18292,5.5,WIN,52.7,257313,257789,1.18054,50-75%
2021-09-15,low,long,1.18117,1.18022,9.5,WIN,65.3,258657,259198,1.18119,50-75%
2021-09-16,low,long,1.18062,1.18013,4.9,LOSS,249.0,260067,260613,1.18204,>100% (stop)
2021-09-17,high,short,1.17693,1.17747,5.4,LOSS,150.0,261488,262039,1.17586,>100% (stop)
2021-09-20,low,long,1.17134,1.17058,7.6,LOSS,107.9,262971,263452,1.17296,>100% (stop)
2021-09-21,low,long,1.17347,1.1727,7.7,WIN,62.3,264456,264882,1.17399,50-75%
2021-09-22,high,short,1.17241,1.17374,13.3,LOSS,104.5,265853,266309,1.17164,>100% (stop)
2021-09-23,high,short,1.17064,1.17101,3.7,LOSS,135.1,267154,267740,1.16834,>100% (stop)
2021-09-24,low,long,1.17414,1.17366,4.8,LOSS,108.3,268583,269169,1.17476,>100% (stop)
2021-09-27,low,long,1.17007,1.16846,16.1,OPEN,71.4,270221,270597,1.1725,50-75%
2021-09-28,high,short,1.16742,1.17031,28.9,WIN,7.3,271473,272009,1.1685,0-25%
2021-09-29,low,long,1.16853,1.16798,5.5,LOSS,100.0,272892,273438,1.169,75-100%
2021-09-30,low,long,1.16049,1.15949,10.0,LOSS,109.0,274326,274867,1.16085,>100% (stop)
2021-10-01,high,short,1.15751,1.15913,16.2,LOSS,108.6,275842,276303,1.15628,>100% (stop)
2021-10-04,high,short,1.16056,1.16142,8.6,LOSS,103.5,277303,277734,1.15876,>100% (stop)
2021-10-05,low,long,1.16049,1.15939,11.0,LOSS,100.0,278655,279161,1.16198,75-100%
2021-10-06,low,long,1.15832,1.15758,7.4,LOSS,101.4,280031,280582,1.15977,>100% (stop)
2021-10-07,low,long,1.1557,1.15493,7.7,WIN,22.1,281434,282005,1.1561,0-25%
2021-10-08,low,long,1.15488,1.15413,7.5,WIN,74.7,282870,283431,1.15596,50-75%
2021-10-11,high,short,1.15736,1.15816,8.0,WIN,58.7,284358,284864,1.15649,50-75%
2021-10-12,high,short,1.15602,1.15633,3.1,LOSS,125.8,285703,286284,1.15471,>100% (stop)
2021-10-13,high,short,1.15503,1.15577,7.4,LOSS,104.1,287299,287695,1.15299,>100% (stop)
2021-10-14,high,short,1.16052,1.16114,6.2,LOSS,103.2,288623,289114,1.15886,>100% (stop)
2021-10-15,high,short,1.16087,1.16148,6.1,LOSS,154.1,290025,290536,1.15881,>100% (stop)
2021-10-18,low,long,1.15767,1.15734,3.3,WIN,24.2,291432,291968,1.15977,0-25%
2021-10-19,high,short,1.16461,1.16543,8.2,LOSS,111.0,292843,293384,1.1613,>100% (stop)
2021-10-20,low,long,1.16298,1.16168,13.0,WIN,66.2,294371,294812,1.16475,50-75%
2021-10-21,low,long,1.16425,1.16363,6.2,LOSS,101.6,295800,296231,1.16674,>100% (stop)
2021-10-22,high,short,1.16389,1.16465,7.6,LOSS,105.3,297179,297650,1.1621,>100% (stop)
2021-10-26,low,long,1.16042,1.15956,8.6,WIN,97.7,299988,300479,1.16101,75-100%
2021-10-27,low,long,1.16064,1.16014,5.0,WIN,72.0,301348,301904,1.16043,50-75%
2021-10-28,high,short,1.15967,1.16137,17.0,WIN,-14.1,302885,303326,1.15892,<0%
2021-10-29,low,long,1.16753,1.1665,10.3,LOSS,104.9,304238,304754,1.16899,>100% (stop)
2021-11-01,high,short,1.15616,1.15723,10.7,LOSS,101.9,305828,306249,1.1546,>100% (stop)
2021-11-02,high,short,1.16033,1.16084,5.1,LOSS,103.9,307111,307677,1.1595,>100% (stop)
2021-11-03,high,short,1.15802,1.15875,7.3,LOSS,113.7,308550,309096,1.15772,>100% (stop)
2021-11-04,low,long,1.15563,1.1549,7.3,LOSS,109.6,310047,310528,1.16125,>100% (stop)
2021-11-05,high,short,1.15582,1.15629,4.7,WIN,66.0,311419,311960,1.15409,50-75%
2021-11-08,high,short,1.15624,1.15686,6.2,WIN,41.9,312752,313333,1.15531,25-50%
2021-11-09,high,short,1.15909,1.16009,10.0,WIN,75.0,314204,314760,1.1577,50-75%
2021-11-10,low,long,1.15729,1.15577,15.2,LOSS,108.6,315667,316193,1.15951,>100% (stop)
2021-11-11,low,long,1.14765,1.14591,17.4,LOSS,101.1,317146,317627,1.14845,>100% (stop)
2021-11-12,high,short,1.14412,1.14452,4.0,LOSS,102.5,318473,319059,1.14359,>100% (stop)
2021-11-15,low,long,1.14538,1.14367,17.1,LOSS,115.8,320058,320489,1.14638,>100% (stop)
2021-11-16,low,long,1.13765,1.1371,5.5,LOSS,121.8,321370,321926,1.13856,>100% (stop)
2021-11-18,low,long,1.13351,1.13256,9.5,LOSS,100.0,324334,324805,1.13379,75-100%
2021-11-19,low,long,1.13052,1.12938,11.4,LOSS,107.0,325863,326234,1.13653,>100% (stop)
2021-11-22,low,long,1.12739,1.12665,7.4,LOSS,112.2,327100,327671,1.12896,>100% (stop)
2021-11-23,high,short,1.12392,1.12641,24.9,LOSS,119.3,328582,329108,1.12259,>100% (stop)
2021-11-24,high,short,1.12402,1.12473,7.1,LOSS,119.7,329990,330541,1.12325,>100% (stop)
2021-11-25,high,short,1.12126,1.12184,5.8,LOSS,125.9,331406,331967,1.12058,>100% (stop)
2021-11-26,high,short,1.1258,1.12749,16.9,LOSS,103.6,332964,333400,1.12122,>100% (stop)
2021-11-29,low,long,1.12707,1.12635,7.2,LOSS,126.4,334274,334840,1.129,>100% (stop)
2021-11-30,high,short,1.13578,1.13663,8.5,LOSS,101.2,335861,336277,1.12871,>100% (stop)
2021-12-01,high,short,1.13219,1.13372,15.3,LOSS,116.3,337151,337717,1.13163,>100% (stop)
2021-12-02,low,long,1.13189,1.13092,9.7,WIN,85.6,338627,339153,1.13392,75-100%
2021-12-03,low,long,1.12872,1.1282,5.2,WIN,61.5,340019,340590,1.13021,50-75%
2021-12-06,low,long,1.12882,1.1278,10.2,LOSS,104.9,341472,342028,1.12964,>100% (stop)
2021-12-07,high,short,1.12901,1.12965,6.4,LOSS,114.1,342873,343459,1.12758,>100% (stop)
2021-12-08,high,short,1.12836,1.12899,6.3,LOSS,144.4,344356,344892,1.12729,>100% (stop)
2021-12-09,low,long,1.13309,1.13268,4.1,LOSS,214.6,345744,346325,1.13396,>100% (stop)
2021-12-10,low,long,1.12948,1.12867,8.1,LOSS,102.5,347227,347758,1.13015,>100% (stop)
2021-12-13,low,long,1.12888,1.12839,4.9,LOSS,102.0,348612,349178,1.13131,>100% (stop)
2021-12-14,low,long,1.1281,1.12717,9.3,WIN,9.7,350100,350604,1.12837,0-25%
2021-12-15,high,short,1.12672,1.1271,3.8,LOSS,113.2,351469,352025,1.12575,>100% (stop)
2021-12-16,high,short,1.1303,1.1312,9.0,LOSS,103.3,352948,353464,1.12818,>100% (stop)
2021-12-17,low,long,1.13264,1.1317,9.4,WIN,-7.4,354390,354901,1.13359,<0%
2021-12-20,high,short,1.12582,1.12591,0.9,LOSS,455.6,355879,356335,1.12363,>100% (stop)
2021-12-21,high,short,1.12846,1.12947,10.1,LOSS,104.0,357232,357763,1.12738,>100% (stop)
2021-12-22,low,long,1.12696,1.12657,3.9,LOSS,100.0,358646,359197,1.1294,75-100%
2021-12-23,low,long,1.13184,1.13118,6.6,LOSS,112.1,360172,360623,1.13422,>100% (stop)
2021-12-24,high,short,1.13358,1.13414,5.6,WIN,98.2,361683,362049,1.13232,75-100%
2021-12-27,high,short,1.13157,1.13197,4.0,WIN,72.5,362967,363468,1.13162,50-75%
2021-12-28,low,long,1.13309,1.13198,11.1,LOSS,106.3,364369,364880,1.13312,>100% (stop)
2021-12-29,low,long,1.13018,1.12972,4.6,LOSS,113.0,365759,366305,1.13116,>100% (stop)
2021-12-30,low,long,1.132,1.1316,4.0,LOSS,107.5,367143,367729,1.13514,>100% (stop)
2021-12-31,low,long,1.13152,1.13062,9.0,WIN,85.6,368620,369146,1.13285,75-100%
2022-01-03,low,long,1.135,1.13349,15.1,WIN,98.0,370039,370570,1.13651,75-100%
2022-01-04,low,long,1.12927,1.12837,9.0,LOSS,106.7,371465,372001,1.13094,>100% (stop)
2022-01-05,high,short,1.12946,1.12981,3.5,LOSS,128.6,372864,373435,1.12773,>100% (stop)
2022-01-06,low,long,1.12907,1.12881,2.6,LOSS,230.8,374315,374871,1.13205,>100% (stop)
2022-01-07,high,short,1.13094,1.13145,5.1,LOSS,119.6,375847,376298,1.1295,>100% (stop)
2022-01-10,low,long,1.13325,1.13205,12.0,LOSS,100.8,377227,377728,1.13563,>100% (stop)
2022-01-11,high,short,1.13356,1.13432,7.6,LOSS,168.4,378605,379156,1.13321,>100% (stop)
2022-01-12,low,long,1.13665,1.13555,11.0,LOSS,107.3,380068,380584,1.13755,>100% (stop)
2022-01-13,high,short,1.14666,1.14782,11.6,LOSS,110.3,381525,382016,1.14357,>100% (stop)
2022-01-17,high,short,1.14215,1.14279,6.4,LOSS,104.7,384370,384886,1.14,>100% (stop)
2022-01-19,high,short,1.13297,1.13362,6.5,LOSS,123.1,387147,387728,1.13187,>100% (stop)
2022-01-20,high,short,1.13567,1.13688,12.1,WIN,14.9,388671,389167,1.13483,0-25%
2022-01-21,high,short,1.13225,1.13307,8.2,LOSS,137.8,390070,390606,1.13009,>100% (stop)
2022-01-24,low,long,1.13292,1.132,9.2,LOSS,117.4,391479,392040,1.13394,>100% (stop)
2022-01-25,low,long,1.13156,1.13073,8.3,LOSS,101.2,392905,393471,1.13234,>100% (stop)
2022-01-26,low,long,1.1296,1.12892,6.8,LOSS,126.5,394357,394903,1.13107,>100% (stop)
