entry_bar,outcome,r_multiple,risk_pips
227905,LOSS,-1.0,3.2
228929,WIN,2.271,4.8
233358,LOSS,-1.0,4.6
233403,LOSS,-1.0,9.9
233568,WIN,1.273,9.9
236090,LOSS,-1.0,0.8
236165,WIN,2.346,5.2
237478,WIN,0.769,14.3
238851,WIN,0.202,8.9
241677,LOSS,-1.0,0.3
241872,LOSS,-1.0,6.3
241962,LOSS,-1.0,6.4
242142,OPEN,0.0,18.2
244487,WIN,0.06,15.0
247405,LOSS,-1.0,8.3
247555,WIN,2.214,5.6
248969,OPEN,0.0,9.8
251587,LOSS,-1.0,9.7
251857,LOSS,-1.0,9.8
252112,OPEN,0.0,10.4
252953,WIN,0.443,9.7
255934,LOSS,-1.0,12.3
256159,WIN,4.6,7.0
258657,WIN,0.54,6.3
260342,LOSS,-1.0,7.5
260537,OPEN,0.0,15.5
263016,LOSS,-1.0,4.6
263106,LOSS,-1.0,9.4
263226,WIN,2.471,7.0
264446,WIN,0.385,15.6
268583,LOSS,-1.0,3.4
268658,LOSS,-1.0,4.5
270266,OPEN,0.0,17.4
273017,LOSS,-1.0,5.9
274311,LOSS,-1.0,8.3
274356,WIN,0.228,9.2
278605,LOSS,-1.0,8.8
279040,LOSS,-1.0,10.1
280296,OPEN,0.0,9.4
281434,WIN,1.536,2.8
282905,WIN,0.694,10.8
291442,LOSS,-1.0,5.8
291652,WIN,1.215,7.9
294361,WIN,1.344,13.1
295870,LOSS,-1.0,8.2
296035,LOSS,-1.0,9.1
296170,LOSS,-1.0,7.4
300013,WIN,0.231,13.0
301348,WIN,0.0,3.6
304228,LOSS,-1.0,9.8
310227,LOSS,-1.0,12.8
315757,LOSS,-1.0,19.4
315952,LOSS,-1.0,13.6
316012,LOSS,-1.0,9.2
317341,OPEN,0.0,20.2
320113,LOSS,-1.0,15.5
320383,LOSS,-1.0,9.3
321385,LOSS,-1.0,6.3
321595,LOSS,-1.0,21.8
321820,OPEN,0.0,22.9
324399,WIN,1.157,5.1
326068,OPEN,0.0,27.3
327145,WIN,2.288,8.0
334344,WIN,1.573,10.3
338657,LOSS,-1.0,11.5
340169,WIN,0.276,13.4
341472,LOSS,-1.0,2.0
341502,WIN,0.736,10.6
345934,LOSS,-1.0,4.5
346009,LOSS,-1.0,10.4
346114,LOSS,-1.0,10.2
347472,WIN,2.25,11.2
348652,LOSS,-1.0,9.7
348847,OPEN,0.0,17.3
350095,WIN,0.807,5.7
354645,LOSS,-1.0,11.7
358671,WIN,2.447,8.5
360427,LOSS,-1.0,8.7
360517,LOSS,-1.0,15.5
364369,LOSS,-1.0,1.2
365914,WIN,2.032,12.5
367173,LOSS,-1.0,9.8
367398,LOSS,-1.0,9.5
368635,LOSS,-1.0,6.7
368905,WIN,0.307,7.5
370029,LOSS,-1.0,13.1
371550,LOSS,-1.0,15.5
371790,WIN,1.302,14.9
374345,WIN,2.857,8.4
377157,LOSS,-1.0,8.0
377262,LOSS,-1.0,11.2
377397,LOSS,-1.0,11.0
377622,OPEN,0.0,17.7
380298,WIN,1.019,10.3
391544,LOSS,-1.0,11.8
391934,OPEN,0.0,12.8
392900,LOSS,-1.0,9.1
393275,LOSS,-1.0,9.6
393350,OPEN,0.0,8.8
394392,LOSS,-1.0,4.5
394647,LOSS,-1.0,5.6
394737,LOSS,-1.0,15.7
396204,LOSS,-1.0,25.1
397308,LOSS,-1.0,9.4
397758,WIN,0.0,18.4
401468,WIN,0.327,5.2
402955,LOSS,-1.0,2.4
403195,LOSS,-1.0,18.2
403285,WIN,0.0,52.6
404499,WIN,0.314,24.5
406029,WIN,1.398,16.1
407315,OPEN,0.0,9.8
408808,WIN,0.196,25.0
411529,WIN,2.0,12.3
413283,LOSS,-1.0,36.5
423025,WIN,0.0,16.9
426150,WIN,2.099,20.2
430458,LOSS,-1.0,12.4
430743,OPEN,0.0,18.0
431925,LOSS,-1.0,20.5
432015,LOSS,-1.0,14.7
433167,LOSS,-1.0,12.5
433572,OPEN,0.0,23.4
435940,WIN,0.684,19.3
440477,WIN,1.062,24.3
447642,LOSS,-1.0,10.1
447912,OPEN,0.0,20.1
449290,OPEN,0.0,13.3
450424,WIN,0.458,21.4
453315,LOSS,-1.0,2.7
453510,LOSS,-1.0,13.2
453675,WIN,4.98,4.9
454894,LOSS,-1.0,14.7
455059,LOSS,-1.0,4.0
455999,LOSS,-1.0,7.6
456119,WIN,1.011,18.4
460329,LOSS,-1.0,12.3
460659,LOSS,-1.0,23.8
460809,OPEN,0.0,52.2
461756,WIN,0.0,11.4
463508,LOSS,-1.0,5.6
463673,OPEN,0.0,14.3
465029,LOSS,-1.0,15.5
466371,WIN,0.0,24.0
468976,WIN,0.357,9.8
470386,WIN,0.0,29.8
471852,LOSS,-1.0,11.2
472137,WIN,0.0,35.1
477663,LOSS,-1.0,8.4
484821,LOSS,-1.0,39.6
486297,LOSS,-1.0,23.0
486552,LOSS,-1.0,12.3
487794,LOSS,-1.0,38.2
489019,WIN,0.651,44.4
491849,WIN,4.612,6.7
493298,LOSS,-1.0,9.5
493343,WIN,0.519,18.9
494712,LOSS,-1.0,4.4
494982,WIN,0.379,9.5
496294,LOSS,-1.0,17.8
497670,WIN,2.127,13.4
499058,LOSS,-1.0,15.2
499583,WIN,0.0,25.0
500721,LOSS,-1.0,18.8
503605,LOSS,-1.0,13.6
503830,LOSS,-1.0,29.5
509113,LOSS,-1.0,2.3
509233,LOSS,-1.0,5.9
509593,LOSS,-1.0,17.7
510559,LOSS,-1.0,8.1
510814,WIN,0.0,8.3
516409,LOSS,-1.0,9.9
516514,LOSS,-1.0,5.5
516679,LOSS,-1.0,23.3
517678,WIN,2.825,10.3
519394,LOSS,-1.0,1.1
522382,OPEN,0.0,34.6
523365,WIN,2.845,7.1
526305,LOSS,-1.0,6.1
526530,LOSS,-1.0,6.4
526680,OPEN,0.0,41.1
529110,WIN,0.244,16.8
530721,WIN,0.0,25.8
532112,WIN,2.652,6.6
534876,LOSS,-1.0,5.7
535086,LOSS,-1.0,9.7
535191,LOSS,-1.0,20.6
535401,OPEN,0.0,17.3
539129,LOSS,-1.0,9.2
539279,WIN,1.997,29.5
540640,LOSS,-1.0,5.6
543432,WIN,2.573,8.2
544840,LOSS,-1.0,3.5
544930,WIN,1.75,17.6
546495,OPEN,0.0,36.2
552068,LOSS,-1.0,5.7
552413,LOSS,-1.0,10.2
555028,LOSS,-1.0,23.9
555448,OPEN,0.0,24.2
556475,WIN,0.335,16.7
559180,WIN,0.939,14.8
562190,OPEN,0.0,44.7
563737,LOSS,-1.0,18.9
563977,OPEN,0.0,35.2
565055,LOSS,-1.0,7.5
565130,WIN,3.217,12.9
567870,WIN,0.302,26.2
569288,WIN,0.825,16.6
570695,WIN,0.096,25.0
573570,WIN,0.0,15.3
576416,LOSS,-1.0,15.6
576671,WIN,3.723,16.6
579334,LOSS,-1.0,21.9
579679,LOSS,-1.0,3.1
586647,LOSS,-1.0,24.2
587007,OPEN,0.0,23.4
590790,LOSS,-1.0,7.2
590985,LOSS,-1.0,6.6
595205,WIN,0.0,19.3
596491,WIN,0.894,15.1
598138,LOSS,-1.0,15.1
598393,LOSS,-1.0,13.1
598513,OPEN,0.0,17.5
599439,LOSS,-1.0,4.2
599679,LOSS,-1.0,15.6
601044,LOSS,-1.0,16.1
601179,WIN,2.411,12.9
603790,LOSS,-1.0,15.4
603910,LOSS,-1.0,16.0
604195,LOSS,-1.0,18.0
606916,LOSS,-1.0,9.5
608069,WIN,0.145,42.0
609462,LOSS,-1.0,15.4
609777,LOSS,-1.0,19.2
609912,WIN,1.42,23.1
612295,LOSS,-1.0,5.7
612370,WIN,0.36,12.5
620916,WIN,2.075,15.9
631086,WIN,0.0,41.4
632448,WIN,2.436,7.8
634015,WIN,2.068,21.9
635432,OPEN,0.0,15.3
636701,LOSS,-1.0,17.5
636896,LOSS,-1.0,9.0
637001,LOSS,-1.0,8.4
637151,OPEN,0.0,28.1
638321,LOSS,-1.0,23.1
638531,LOSS,-1.0,4.8
641254,LOSS,-1.0,12.2
641419,LOSS,-1.0,33.3
645423,LOSS,-1.0,35.4
645528,LOSS,-1.0,14.4
645693,WIN,0.56,32.3
646786,LOSS,-1.0,16.4
646921,WIN,1.537,30.9
654226,LOSS,-1.0,10.7
654451,LOSS,-1.0,23.4
655455,WIN,1.02,10.2
656847,LOSS,-1.0,8.9
656967,LOSS,-1.0,1.9
657162,LOSS,-1.0,27.0
658237,WIN,2.209,13.9
661188,WIN,1.685,12.7
662913,LOSS,-1.0,13.7
663063,OPEN,0.0,47.3
667242,OPEN,0.0,19.9
669752,WIN,2.303,6.6
671475,WIN,1.061,29.5
672683,LOSS,-1.0,18.4
672953,WIN,1.841,17.6
675555,LOSS,-1.0,11.7
675750,LOSS,-1.0,19.5
675900,LOSS,-1.0,21.2
677030,LOSS,-1.0,24.7
677165,LOSS,-1.0,21.7
678503,LOSS,-1.0,9.0
681274,WIN,0.885,11.3
682944,LOSS,-1.0,19.9
687059,WIN,1.136,20.6
688331,LOSS,-1.0,12.8
688601,LOSS,-1.0,27.1
688751,LOSS,-1.0,15.9
698540,WIN,0.0,24.2
700024,LOSS,-1.0,7.7
700189,LOSS,-1.0,12.3
701297,WIN,0.925,10.6
704264,LOSS,-1.0,18.8
704444,OPEN,0.0,11.5
706033,OPEN,0.0,21.4
714432,WIN,1.741,23.2
715658,WIN,2.101,13.9
717076,WIN,1.5,11.6
726020,WIN,3.262,17.2
729980,WIN,2.142,23.3
739977,WIN,0.744,13.3
741407,WIN,1.518,11.4
743064,LOSS,-1.0,12.7
744505,OPEN,0.0,21.3
747113,LOSS,-1.0,9.9
748480,LOSS,-1.0,4.7
748540,LOSS,-1.0,15.7
748690,LOSS,-1.0,18.3
748870,WIN,0.261,42.1
754254,LOSS,-1.0,7.8
754344,LOSS,-1.0,12.0
754524,LOSS,-1.0,7.1
754569,WIN,0.066,13.6
757346,OPEN,0.0,31.7
762824,WIN,0.237,15.6
768600,LOSS,-1.0,12.3
768915,LOSS,-1.0,8.4
770048,LOSS,-1.0,19.5
770288,LOSS,-1.0,12.0
770378,LOSS,-1.0,29.1
771334,LOSS,-1.0,2.2
771394,WIN,0.0,26.4
772766,LOSS,-1.0,11.1
773036,WIN,1.948,13.5
775921,LOSS,-1.0,19.7
778581,LOSS,-1.0,15.5
778821,LOSS,-1.0,18.5
780239,LOSS,-1.0,14.2
780479,OPEN,0.0,10.4
788563,LOSS,-1.0,18.7
789073,OPEN,0.0,16.9
791422,LOSS,-1.0,8.5
791527,LOSS,-1.0,18.9
791827,WIN,0.612,20.6
793835,WIN,0.229,9.6
795093,OPEN,0.0,20.0
796029,LOSS,-1.0,11.5
797018,LOSS,-1.0,10.9
797855,WIN,0.559,13.6
798900,WIN,1.514,10.5
800939,LOSS,-1.0,4.7
801239,OPEN,0.0,27.7
803936,WIN,2.0,4.2
809079,WIN,0.493,28.4
809990,LOSS,-1.0,8.1
813152,WIN,0.757,33.4
814037,WIN,1.192,5.2
815102,WIN,0.955,6.6
817350,OPEN,0.0,33.9
818086,LOSS,-1.0,5.3
818311,WIN,0.715,12.3
820117,WIN,1.481,10.6
822120,LOSS,-1.0,3.0
822255,LOSS,-1.0,21.2
822390,LOSS,-1.0,5.9
824164,WIN,0.752,12.5
825229,LOSS,-1.0,11.2
825349,LOSS,-1.0,15.4
825469,LOSS,-1.0,9.2
830850,LOSS,-1.0,2.0
830880,WIN,0.423,15.6
834949,LOSS,-1.0,12.2
835219,OPEN,0.0,10.6
837018,WIN,0.838,19.1
838037,WIN,0.468,15.4
838939,LOSS,-1.0,10.1
839089,LOSS,-1.0,13.9
842038,LOSS,-1.0,20.7
842293,WIN,0.761,33.1
843028,LOSS,-1.0,8.4
843148,WIN,1.313,9.9
850076,WIN,0.173,12.7
851320,LOSS,-1.0,16.8
854307,WIN,0.0,5.3
855456,LOSS,-1.0,12.7
858269,LOSS,-1.0,4.6
858404,OPEN,0.0,17.8
859420,LOSS,-1.0,19.6
859630,LOSS,-1.0,18.9
861342,LOSS,-1.0,0.3
861507,LOSS,-1.0,20.4
864419,WIN,1.632,17.1
865618,LOSS,-1.0,28.2
866322,LOSS,-1.0,4.7
866472,WIN,0.553,14.1
868486,LOSS,-1.0,6.2
868756,WIN,0.0,35.0
870499,WIN,1.62,12.1
872545,LOSS,-1.0,7.7
872695,LOSS,-1.0,10.0
875456,WIN,1.06,8.3
876551,WIN,0.74,22.3
878515,LOSS,-1.0,5.4
878785,OPEN,0.0,8.5
880514,WIN,0.07,14.2
881443,WIN,0.985,6.8
882700,OPEN,0.0,32.8
885549,LOSS,-1.0,7.3
885594,LOSS,-1.0,10.6
885654,LOSS,-1.0,11.6
887495,LOSS,-1.0,10.4
887720,WIN,0.0,50.3
888620,WIN,1.418,19.6
889471,LOSS,-1.0,5.0
889726,OPEN,0.0,11.0
890680,WIN,0.0,28.0
893563,LOSS,-1.0,10.8
893863,WIN,0.0,27.1
896561,WIN,0.067,9.0
897746,WIN,0.0,11.1
901789,LOSS,-1.0,13.9
908974,WIN,0.0,18.9
910364,LOSS,-1.0,16.1
910529,LOSS,-1.0,17.2
910769,LOSS,-1.0,17.5
912040,LOSS,-1.0,16.5
913296,WIN,0.595,22.2
914774,LOSS,-1.0,7.8
914909,LOSS,-1.0,7.0
914939,WIN,0.0,45.6
916089,LOSS,-1.0,22.9
916329,OPEN,0.0,19.5
923215,WIN,0.248,16.5
928996,LOSS,-1.0,9.6
929356,OPEN,0.0,26.7
934906,LOSS,-1.0,9.1
935071,OPEN,0.0,21.6
936267,WIN,1.521,9.6
938999,LOSS,-1.0,4.6
939389,WIN,1.826,18.4
942157,LOSS,-1.0,17.4
943275,LOSS,-1.0,5.0
943545,LOSS,-1.0,6.0
943620,WIN,0.0,24.7
946228,LOSS,-1.0,14.4
946453,LOSS,-1.0,15.7
946633,OPEN,0.0,10.8
948905,LOSS,-1.0,9.6
949070,LOSS,-1.0,3.2
949100,LOSS,-1.0,7.9
949415,OPEN,0.0,22.9
953198,LOSS,-1.0,1.2
953408,LOSS,-1.0,13.4
953543,LOSS,-1.0,7.0
953588,LOSS,-1.0,8.4
953738,OPEN,0.0,10.1
954740,LOSS,-1.0,9.9
954920,LOSS,-1.0,10.2
955025,LOSS,-1.0,15.1
960335,LOSS,-1.0,0.7
960395,LOSS,-1.0,1.6
960410,WIN,1.707,7.5
961769,WIN,0.264,9.1
966115,LOSS,-1.0,5.1
966265,LOSS,-1.0,7.0
967559,WIN,0.022,9.1
970369,WIN,0.287,15.7
973212,WIN,0.0,6.9
974617,WIN,1.33,8.8
976109,WIN,0.821,11.7
977575,LOSS,-1.0,9.2
977755,WIN,0.434,18.2
978976,WIN,0.394,10.4
980519,LOSS,-1.0,14.5
980759,OPEN,0.0,9.6
981793,LOSS,-1.0,1.8
981883,WIN,1.266,12.8
983255,WIN,0.127,11.0
989045,LOSS,-1.0,3.8
989210,WIN,0.0,28.7
991859,WIN,1.659,4.4
993340,LOSS,-1.0,1.2
993400,WIN,1.143,8.4
994745,WIN,1.085,7.1
997917,LOSS,-1.0,6.5
997962,LOSS,-1.0,1.1
997992,LOSS,-1.0,6.0
998097,OPEN,0.0,21.2
999130,LOSS,-1.0,16.2
999415,LOSS,-1.0,16.8
999550,LOSS,-1.0,10.4
1010588,LOSS,-1.0,10.0
1010843,LOSS,-1.0,16.6
1011023,OPEN,0.0,3.0
1012187,LOSS,-1.0,13.2
1012367,WIN,3.333,7.8
1013443,LOSS,-1.0,2.2
1013713,WIN,3.636,6.6
1014880,WIN,1.075,4.0
1019168,LOSS,-1.0,9.0
1019348,WIN,1.856,13.9
1022110,WIN,0.0,6.4
1025063,LOSS,-1.0,7.1
1025183,LOSS,-1.0,8.6
1026350,LOSS,-1.0,4.8
1026605,LOSS,-1.0,14.2
1032104,LOSS,-1.0,1.5
1032254,LOSS,-1.0,7.0
1032389,WIN,0.152,12.5
1033677,LOSS,-1.0,7.8
1033930,LOSS,-1.0,8.8
1035205,LOSS,-1.0,11.3
1036463,LOSS,-1.0,9.3
1036583,LOSS,-1.0,8.8
1036883,OPEN,0.0,27.3
1037903,LOSS,-1.0,28.3
1039563,LOSS,-1.0,5.1
1039683,LOSS,-1.0,10.9
1040683,LOSS,-1.0,13.1
1040758,LOSS,-1.0,12.7
1041043,WIN,0.043,11.6
1042089,WIN,0.0,17.7
1045353,LOSS,-1.0,12.3
1045428,LOSS,-1.0,15.9
1047847,LOSS,-1.0,7.3
1048207,WIN,0.0,24.6
1049377,WIN,0.226,28.8
1050967,LOSS,-1.0,19.9
1055035,LOSS,-1.0,9.8
1055365,WIN,1.757,14.4
1056444,LOSS,-1.0,5.5
1056639,WIN,1.436,7.8
1057897,WIN,0.514,7.2
1060009,WIN,0.658,11.4
1064120,LOSS,-1.0,8.3
1065434,LOSS,-1.0,8.8
1065854,LOSS,-1.0,6.8
1069934,LOSS,-1.0,9.3
1070099,WIN,2.197,13.2
1071275,WIN,1.756,8.6
1072544,LOSS,-1.0,5.0
1072739,LOSS,-1.0,9.2
1072904,LOSS,-1.0,18.0
1073997,WIN,0.282,7.1
1076931,LOSS,-1.0,5.2
1077246,LOSS,-1.0,2.7
1078519,OPEN,0.0,7.5
1079684,LOSS,-1.0,11.0
1080044,LOSS,-1.0,10.0
1080209,OPEN,0.0,23.7
1080854,LOSS,-1.0,10.9
1081334,LOSS,-1.0,14.6
1083762,LOSS,-1.0,11.2
1083897,WIN,0.361,15.8
1085304,LOSS,-1.0,7.0
1085454,LOSS,-1.0,5.9
1085664,OPEN,0.0,15.7
1091034,LOSS,-1.0,1.5
1091274,WIN,0.0,7.2
1093852,LOSS,-1.0,4.6
1094137,WIN,0.0,11.0
1095303,WIN,5.239,4.6
1096797,WIN,1.461,15.4
1117103,WIN,1.515,9.9
1124202,OPEN,0.0,19.7
1125429,WIN,0.0,10.1
1126804,LOSS,-1.0,5.5
1127104,WIN,0.0,15.2
1129740,LOSS,-1.0,4.2
1130025,LOSS,-1.0,4.4
1130085,LOSS,-1.0,6.1
1130145,WIN,0.0,28.4
1132645,LOSS,-1.0,7.6
1132855,LOSS,-1.0,10.6
1132975,WIN,0.379,9.5
1134230,LOSS,-1.0,12.2
1134365,WIN,0.0,44.3
1139784,LOSS,-1.0,3.7
1139844,LOSS,-1.0,6.4
1140024,LOSS,-1.0,4.5
1140099,LOSS,-1.0,5.3
1144347,OPEN,0.0,9.0
1148608,LOSS,-1.0,8.0
1148683,LOSS,-1.0,11.8
1154278,OPEN,0.0,9.5
1155681,WIN,0.111,15.3
1156888,LOSS,-1.0,8.9
1158326,WIN,0.655,8.4
1159816,WIN,0.577,9.7
1162593,WIN,2.032,6.2
1164226,WIN,1.383,9.4
1165475,LOSS,-1.0,5.0
1165565,WIN,0.835,7.9
1166888,WIN,0.758,6.2
1168341,LOSS,-1.0,8.2
1168611,LOSS,-1.0,5.1
1168671,WIN,2.656,6.4
1170178,LOSS,-1.0,12.3
1170268,OPEN,0.0,18.6
1172661,LOSS,-1.0,3.7
1173081,WIN,0.0,4.3
1174070,LOSS,-1.0,8.9
1174160,WIN,0.0,18.9
1178485,LOSS,-1.0,5.4
1178590,LOSS,-1.0,4.1
1178845,OPEN,0.0,15.2
1179827,WIN,0.0,11.4
1181437,LOSS,-1.0,11.0
1181542,LOSS,-1.0,0.8
1181617,OPEN,0.0,19.7
1186947,LOSS,-1.0,10.6
1187067,WIN,0.594,10.1
1188398,WIN,1.18,6.1
1194091,LOSS,-1.0,6.4
1194316,WIN,1.371,8.9
1195705,WIN,0.24,12.5
1197128,LOSS,-1.0,6.0
1197308,WIN,0.0,28.5
1201260,LOSS,-1.0,5.9
1201380,WIN,0.5,4.4
1204124,LOSS,-1.0,0.4
1204364,LOSS,-1.0,5.2
1204574,OPEN,0.0,7.6
1205830,LOSS,-1.0,3.2
1210334,OPEN,0.0,9.5
1211215,LOSS,-1.0,3.8
1211290,WIN,0.42,6.9
1214093,LOSS,-1.0,4.5
1214198,WIN,0.0,6.2
1217236,WIN,0.026,15.5
1218370,WIN,0.278,12.6
1221208,WIN,0.552,6.7
1222946,LOSS,-1.0,0.5
1223066,OPEN,0.0,11.2
1224202,LOSS,-1.0,6.0
1224397,WIN,1.512,8.4
1225690,LOSS,-1.0,9.7
1225840,WIN,0.329,15.2
1228352,LOSS,-1.0,7.5
1228397,LOSS,-1.0,13.0
1228697,LOSS,-1.0,3.3
1228892,OPEN,0.0,12.9
1232661,WIN,0.609,9.2
1234340,LOSS,-1.0,27.4
1234565,OPEN,0.0,20.4
1235548,WIN,0.0,21.0
1237084,LOSS,-1.0,7.5
1237294,WIN,0.351,22.8
1238318,LOSS,-1.0,5.1
1238468,WIN,0.108,15.8
1239923,LOSS,-1.0,13.6
1245751,LOSS,-1.0,13.0
1245931,LOSS,-1.0,1.6
1251150,LOSS,-1.0,2.0
1251495,WIN,1.271,10.7
1252575,WIN,5.393,2.8
1256829,LOSS,-1.0,8.5
1257129,WIN,0.306,9.8
1258413,LOSS,-1.0,9.7
1258623,LOSS,-1.0,7.8
1261147,WIN,0.239,4.6
1262599,WIN,0.0,8.8
1265405,WIN,1.483,5.8
1266855,WIN,0.143,7.0
1268377,LOSS,-1.0,5.0
1268602,LOSS,-1.0,5.4
1268797,OPEN,0.0,8.6
1269914,OPEN,0.0,10.3
1271093,LOSS,-1.0,4.4
1271123,LOSS,-1.0,5.9
1271213,LOSS,-1.0,11.8
1271633,OPEN,0.0,10.4
1273088,OPEN,0.0,11.7
1276908,LOSS,-1.0,1.4
1276998,WIN,0.89,8.2
1278522,LOSS,-1.0,15.4
1278792,OPEN,0.0,10.2
1281282,WIN,0.571,11.9
1282811,OPEN,0.0,9.6
1285496,WIN,0.0,39.2
1287218,OPEN,0.0,13.6
1288313,WIN,3.472,5.3
1295516,WIN,0.2,7.0
1301251,LOSS,-1.0,7.1
1301326,WIN,0.0,14.7
1302656,LOSS,-1.0,0.6
1302716,LOSS,-1.0,9.1
1302926,LOSS,-1.0,14.7
1303046,LOSS,-1.0,16.0
1303166,WIN,0.296,25.7
1306992,LOSS,-1.0,7.9
1307427,OPEN,0.0,10.6
1309930,LOSS,-1.0,22.1
1310140,LOSS,-1.0,1.1
1310305,OPEN,0.0,13.1
1315556,LOSS,-1.0,8.4
1315826,OPEN,0.0,6.1
1321440,LOSS,-1.0,8.0
1321650,LOSS,-1.0,10.2
1321845,OPEN,0.0,8.5
1327060,WIN,1.013,7.8
1331364,WIN,0.8,7.0
1336012,OPEN,0.0,45.0
1338698,LOSS,-1.0,2.2
1341346,LOSS,-1.0,8.3
1341466,WIN,3.031,13.1
1342825,WIN,1.732,5.6
1344500,LOSS,-1.0,1.2
1344680,LOSS,-1.0,13.3
1345698,WIN,0.356,14.6
1347208,WIN,0.414,9.9
1348737,LOSS,-1.0,7.9
1348992,LOSS,-1.0,16.9
1349961,LOSS,-1.0,3.2
1350066,WIN,0.356,10.4
