entry_bar,outcome,r_multiple,risk_pips
1353045,LOSS,-1.0,16.6
1353300,LOSS,-1.0,12.5
1354272,LOSS,-1.0,5.7
1354482,LOSS,-1.0,6.8
1354647,WIN,1.779,6.8
1358581,LOSS,-1.0,7.5
1358941,WIN,0.228,10.1
1360045,WIN,2.031,6.4
1361627,WIN,0.195,12.3
1364444,LOSS,-1.0,7.2
1364654,LOSS,-1.0,12.6
1370110,LOSS,-1.0,4.9
1370260,WIN,0.0,6.1
1372929,WIN,0.769,6.5
1377208,LOSS,-1.0,5.5
1377433,WIN,4.138,6.5
1384454,WIN,0.221,24.9
1386313,OPEN,0.0,23.2
1388757,WIN,1.753,9.3
1390121,LOSS,-1.0,5.0
1390361,WIN,2.246,19.5
1394469,LOSS,-1.0,8.0
1394739,WIN,0.657,46.7
1397394,LOSS,-1.0,12.1
1397499,LOSS,-1.0,10.9
1398743,WIN,0.0,18.9
1400333,WIN,0.0,15.6
1404494,LOSS,-1.0,4.6
1404599,LOSS,-1.0,1.5
1404929,OPEN,0.0,14.9
1407463,LOSS,-1.0,18.8
1407763,LOSS,-1.0,14.2
1417657,LOSS,-1.0,12.2
1417972,OPEN,0.0,28.3
1420305,WIN,0.466,18.9
1421772,LOSS,-1.0,1.0
1422042,LOSS,-1.0,16.4
1422192,LOSS,-1.0,13.8
1423298,LOSS,-1.0,6.4
1423418,OPEN,0.0,11.8
1429150,LOSS,-1.0,14.2
1429240,LOSS,-1.0,12.5
1429405,OPEN,0.0,15.0
1432128,WIN,1.489,4.7
1433487,WIN,0.0,13.7
1435046,WIN,0.0,13.9
1443839,OPEN,0.0,20.2
1445051,OPEN,0.0,25.0
1446377,WIN,3.189,5.3
1447859,LOSS,-1.0,1.9
1448039,OPEN,0.0,25.7
1450715,WIN,0.565,6.2
1453610,WIN,2.903,6.2
1456616,WIN,3.388,13.4
1457891,LOSS,-1.0,9.8
1459369,WIN,2.985,6.5
1462185,LOSS,-1.0,5.7
1463745,LOSS,-1.0,17.8
1463985,OPEN,0.0,12.3
1465392,LOSS,-1.0,7.8
1465467,OPEN,0.0,15.1
1466527,WIN,0.429,7.0
1471130,WIN,0.0,4.6
1473932,LOSS,-1.0,12.0
1474067,OPEN,0.0,9.0
1475114,WIN,2.043,4.7
1483730,LOSS,-1.0,5.0
1483865,LOSS,-1.0,8.8
1484135,OPEN,0.0,6.8
1485453,LOSS,-1.0,0.9
1485588,LOSS,-1.0,7.6
1489735,LOSS,-1.0,5.1
1489855,LOSS,-1.0,14.3
1491278,LOSS,-1.0,8.2
1491443,OPEN,0.0,15.1
1493841,LOSS,-1.0,10.0
1494021,LOSS,-1.0,10.6
1494156,LOSS,-1.0,7.1
1494276,OPEN,0.0,14.9
1498213,WIN,0.399,15.8
1505475,WIN,0.926,32.4
1508265,WIN,0.848,15.1
1509657,LOSS,-1.0,6.0
1509732,LOSS,-1.0,24.3
1510122,OPEN,0.0,43.7
1511152,WIN,0.051,15.8
1512603,WIN,1.345,8.7
1515495,LOSS,-1.0,4.4
1515690,LOSS,-1.0,9.5
1517144,LOSS,-1.0,17.9
1517339,OPEN,0.0,30.3
1518522,WIN,0.67,18.5
1521264,WIN,1.017,11.8
1524107,WIN,0.732,19.0
1525466,WIN,0.0,13.6
1528260,WIN,1.287,12.9
1529742,WIN,0.736,12.5
1532765,LOSS,-1.0,74.0
1533080,OPEN,0.0,40.6
1539752,WIN,0.786,64.1
1545452,LOSS,-1.0,15.0
1545857,LOSS,-1.0,2.9
1547052,WIN,4.903,3.1
1554080,WIN,1.192,26.0
1556933,LOSS,-1.0,20.8
1557233,LOSS,-1.0,8.5
1557308,OPEN,0.0,11.9
1559843,LOSS,-1.0,20.8
1559933,WIN,0.45,18.9
1562838,WIN,1.076,17.1
1567079,LOSS,-1.0,11.0
1567274,LOSS,-1.0,15.7
1569882,LOSS,-1.0,8.2
1570032,LOSS,-1.0,33.1
1570212,OPEN,0.0,31.1
1572851,WIN,0.0,22.7
1581604,LOSS,-1.0,11.0
1581694,LOSS,-1.0,12.3
1585845,LOSS,-1.0,20.1
1590339,LOSS,-1.0,8.7
1590534,OPEN,0.0,40.7
1592889,LOSS,-1.0,14.1
1593084,LOSS,-1.0,9.4
1593324,LOSS,-1.0,15.0
1593399,OPEN,0.0,28.9
1594327,WIN,1.174,16.7
1595748,LOSS,-1.0,10.3
1596108,LOSS,-1.0,3.3
1596123,WIN,0.197,15.7
1597230,LOSS,-1.0,5.8
1597515,LOSS,-1.0,16.4
1600177,WIN,0.981,31.6
1601600,WIN,1.583,11.5
1604412,LOSS,-1.0,14.4
1604832,OPEN,0.0,34.7
1610189,LOSS,-1.0,10.8
1610429,WIN,0.0,14.2
1611701,WIN,1.137,9.5
1615953,LOSS,-1.0,8.7
1616163,LOSS,-1.0,11.6
1616313,OPEN,0.0,8.1
1618755,WIN,0.447,17.0
1621691,LOSS,-1.0,9.9
1622081,LOSS,-1.0,7.8
1623431,LOSS,-1.0,11.8
1623596,OPEN,0.0,25.5
1627705,LOSS,-1.0,7.4
1627795,OPEN,0.0,13.1
1631892,LOSS,-1.0,5.8
1634616,LOSS,-1.0,8.1
1639253,OPEN,0.0,18.0
1640301,WIN,5.257,3.5
1643278,WIN,0.712,7.3
1644608,LOSS,-1.0,4.5
1644803,LOSS,-1.0,6.8
1644968,LOSS,-1.0,3.4
1645013,LOSS,-1.0,6.1
1645073,WIN,1.146,15.7
1646182,LOSS,-1.0,9.8
1646332,LOSS,-1.0,5.1
1646452,WIN,1.703,12.8
1650528,LOSS,-1.0,45.5
1650813,LOSS,-1.0,18.6
1651822,LOSS,-1.0,8.3
1651927,LOSS,-1.0,6.6
1652317,OPEN,0.0,25.2
1656276,OPEN,0.0,18.9
1657549,LOSS,-1.0,2.8
1657849,LOSS,-1.0,10.6
1657894,LOSS,-1.0,4.0
1661933,LOSS,-1.0,5.9
1662173,OPEN,0.0,18.7
1664737,LOSS,-1.0,4.5
1664797,LOSS,-1.0,12.3
1665097,WIN,0.0,50.2
1667576,LOSS,-1.0,9.8
1667771,LOSS,-1.0,14.0
1670507,LOSS,-1.0,8.8
1670717,LOSS,-1.0,9.7
1670912,LOSS,-1.0,12.5
1674839,WIN,0.0,14.6
1676174,WIN,2.6,9.0
1679231,WIN,1.053,28.2
1680520,LOSS,-1.0,12.9
1680850,OPEN,0.0,20.0
1681929,LOSS,-1.0,2.3
1682109,WIN,0.537,13.6
1686544,LOSS,-1.0,14.8
1686694,OPEN,0.0,50.2
1689198,LOSS,-1.0,8.9
1689348,LOSS,-1.0,5.5
1696556,LOSS,-1.0,11.4
1696646,WIN,0.0,27.7
1697739,WIN,0.0,16.4
1699182,WIN,0.0,7.0
1702164,LOSS,-1.0,11.1
1702329,OPEN,0.0,11.5
1703468,WIN,2.433,12.7
1704945,LOSS,-1.0,9.2
1705290,OPEN,0.0,18.3
1707890,OPEN,0.0,23.4
1709535,LOSS,-1.0,7.8
1709685,OPEN,0.0,14.9
1710779,WIN,0.742,13.2
1719206,WIN,0.642,8.1
1720928,OPEN,0.0,11.7
1722469,OPEN,0.0,12.7
1723514,LOSS,-1.0,1.1
1723604,LOSS,-1.0,21.2
1723769,LOSS,-1.0,17.5
1725099,LOSS,-1.0,6.0
1725279,LOSS,-1.0,8.1
1725369,LOSS,-1.0,6.1
1736712,LOSS,-1.0,12.5
1736922,LOSS,-1.0,12.6
1739398,LOSS,-1.0,10.5
1739683,WIN,0.413,15.5
1740741,WIN,1.926,6.8
1742296,WIN,2.775,7.1
1743748,LOSS,-1.0,7.4
1743838,LOSS,-1.0,14.0
1744108,LOSS,-1.0,6.2
1744213,LOSS,-1.0,7.6
1744243,WIN,0.0,14.0
1745243,WIN,1.289,13.5
1746663,LOSS,-1.0,17.0
1746933,OPEN,0.0,33.4
1748013,LOSS,-1.0,11.0
1748493,OPEN,0.0,19.9
1755100,LOSS,-1.0,5.8
1755145,WIN,0.414,8.7
1775390,OPEN,0.0,8.5
1776871,WIN,2.23,13.5
1786694,WIN,0.289,8.3
1791292,OPEN,0.0,8.6
1792460,WIN,0.951,8.2
1793864,WIN,0.05,12.1
1795273,LOSS,-1.0,1.6
1795408,LOSS,-1.0,5.4
1795588,WIN,1.23,20.0
1798224,LOSS,-1.0,10.5
1798494,WIN,1.903,7.2
1802586,LOSS,-1.0,20.8
1804160,LOSS,-1.0,6.3
1804415,WIN,0.015,20.3
1808407,LOSS,-1.0,3.9
1808572,WIN,0.45,20.0
